company_id,ticker,cik,taxonomy,source_tag,source_unit,form,filing_date,period_start,period_end,fiscal_year,fiscal_period,reported_fiscal_year,frame,duration_days,accession_number,value_raw,source_url,loaded_at
amzn,AMZN,0001018724,us-gaap,Assets,USD,10-K,2022-02-04,,2021-12-31,2021,FY,2021,,,0001018724-22-000005,420549000000.0,https://www.sec.gov/Archives/edgar/data/1018724/000101872422000005/,2026-08-05T12:11:50+00:00
amzn,AMZN,0001018724,us-gaap,Assets,USD,10-K,2023-02-03,,2021-12-31,2021,FY,2022,,,0001018724-23-000004,420549000000.0,https://www.sec.gov/Archives/edgar/data/1018724/000101872423000004/,2026-08-05T12:11:50+00:00
amzn,AMZN,0001018724,us-gaap,Assets,USD,10-K,2024-02-02,,2021-12-31,2021,FY,2023,CY2021Q4I,,0001018724-24-000008,420549000000.0,https://www.sec.gov/Archives/edgar/data/1018724/000101872424000008/,2026-08-05T12:11:50+00:00
amzn,AMZN,0001018724,us-gaap,AssetsCurrent,USD,10-K,2022-02-04,,2021-12-31,2021,FY,2021,,,0001018724-22-000005,161580000000.0,https://www.sec.gov/Archives/edgar/data/1018724/000101872422000005/,2026-08-05T12:11:50+00:00
amzn,AMZN,0001018724,us-gaap,AssetsCurrent,USD,10-K,2023-02-03,,2021-12-31,2021,FY,2022,CY2021Q4I,,0001018724-23-000004,161580000000.0,https://www.sec.gov/Archives/edgar/data/1018724/000101872423000004/,2026-08-05T12:11:50+00:00
amzn,AMZN,0001018724,us-gaap,CashAndCashEquivalentsAtCarryingValue,USD,10-K,2022-02-04,,2021-12-31,2021,FY,2021,,,0001018724-22-000005,36220000000.0,https://www.sec.gov/Archives/edgar/data/1018724/000101872422000005/,2026-08-05T12:11:50+00:00
amzn,AMZN,0001018724,us-gaap,CashAndCashEquivalentsAtCarryingValue,USD,10-K,2023-02-03,,2021-12-31,2021,FY,2022,CY2021Q4I,,0001018724-23-000004,36220000000.0,https://www.sec.gov/Archives/edgar/data/1018724/000101872423000004/,2026-08-05T12:11:50+00:00
amzn,AMZN,0001018724,us-gaap,InventoryNet,USD,10-K,2022-02-04,,2021-12-31,2021,FY,2021,,,0001018724-22-000005,32640000000.0,https://www.sec.gov/Archives/edgar/data/1018724/000101872422000005/,2026-08-05T12:11:50+00:00
amzn,AMZN,0001018724,us-gaap,InventoryNet,USD,10-K,2023-02-03,,2021-12-31,2021,FY,2022,CY2021Q4I,,0001018724-23-000004,32640000000.0,https://www.sec.gov/Archives/edgar/data/1018724/000101872423000004/,2026-08-05T12:11:50+00:00
amzn,AMZN,0001018724,us-gaap,LiabilitiesCurrent,USD,10-K,2022-02-04,,2021-12-31,2021,FY,2021,,,0001018724-22-000005,142266000000.0,https://www.sec.gov/Archives/edgar/data/1018724/000101872422000005/,2026-08-05T12:11:50+00:00
amzn,AMZN,0001018724,us-gaap,LiabilitiesCurrent,USD,10-K,2023-02-03,,2021-12-31,2021,FY,2022,CY2021Q4I,,0001018724-23-000004,142266000000.0,https://www.sec.gov/Archives/edgar/data/1018724/000101872423000004/,2026-08-05T12:11:50+00:00
amzn,AMZN,0001018724,us-gaap,NetCashProvidedByUsedInOperatingActivities,USD,10-K,2022-02-04,2021-01-01,2021-12-31,2021,FY,2021,,364.0,0001018724-22-000005,46327000000.0,https://www.sec.gov/Archives/edgar/data/1018724/000101872422000005/,2026-08-05T12:11:50+00:00
amzn,AMZN,0001018724,us-gaap,NetCashProvidedByUsedInOperatingActivities,USD,10-K,2023-02-03,2021-01-01,2021-12-31,2021,FY,2022,,364.0,0001018724-23-000004,46327000000.0,https://www.sec.gov/Archives/edgar/data/1018724/000101872423000004/,2026-08-05T12:11:50+00:00
amzn,AMZN,0001018724,us-gaap,NetCashProvidedByUsedInOperatingActivities,USD,10-K,2024-02-02,2021-01-01,2021-12-31,2021,FY,2023,CY2021,364.0,0001018724-24-000008,46327000000.0,https://www.sec.gov/Archives/edgar/data/1018724/000101872424000008/,2026-08-05T12:11:50+00:00
amzn,AMZN,0001018724,us-gaap,NetIncomeLoss,USD,10-K,2022-02-04,2021-01-01,2021-12-31,2021,FY,2021,,364.0,0001018724-22-000005,33364000000.0,https://www.sec.gov/Archives/edgar/data/1018724/000101872422000005/,2026-08-05T12:11:50+00:00
amzn,AMZN,0001018724,us-gaap,NetIncomeLoss,USD,10-K,2023-02-03,2021-01-01,2021-12-31,2021,FY,2022,,364.0,0001018724-23-000004,33364000000.0,https://www.sec.gov/Archives/edgar/data/1018724/000101872423000004/,2026-08-05T12:11:50+00:00
amzn,AMZN,0001018724,us-gaap,NetIncomeLoss,USD,10-K,2024-02-02,2021-01-01,2021-12-31,2021,FY,2023,,364.0,0001018724-24-000008,33364000000.0,https://www.sec.gov/Archives/edgar/data/1018724/000101872424000008/,2026-08-05T12:11:50+00:00
amzn,AMZN,0001018724,us-gaap,OperatingIncomeLoss,USD,10-K,2022-02-04,2021-01-01,2021-12-31,2021,FY,2021,,364.0,0001018724-22-000005,24879000000.0,https://www.sec.gov/Archives/edgar/data/1018724/000101872422000005/,2026-08-05T12:11:50+00:00
amzn,AMZN,0001018724,us-gaap,OperatingIncomeLoss,USD,10-K,2023-02-03,2021-01-01,2021-12-31,2021,FY,2022,,364.0,0001018724-23-000004,24879000000.0,https://www.sec.gov/Archives/edgar/data/1018724/000101872423000004/,2026-08-05T12:11:50+00:00
amzn,AMZN,0001018724,us-gaap,OperatingIncomeLoss,USD,10-K,2024-02-02,2021-01-01,2021-12-31,2021,FY,2023,CY2021,364.0,0001018724-24-000008,24879000000.0,https://www.sec.gov/Archives/edgar/data/1018724/000101872424000008/,2026-08-05T12:11:50+00:00
