company_id,ticker,cik,taxonomy,source_tag,source_unit,form,filing_date,period_start,period_end,fiscal_year,fiscal_period,reported_fiscal_year,frame,duration_days,accession_number,value_raw,source_url,loaded_at
abnb,ABNB,0001559720,us-gaap,StockholdersEquity,USD,10-K,2024-02-16,,2022-12-31,2022,FY,2023,,,0001559720-24-000006,5560000000.0,https://www.sec.gov/Archives/edgar/data/1559720/000155972024000006/,2026-08-05T17:49:37+00:00
abnb,ABNB,0001559720,us-gaap,StockholdersEquity,USD,10-K,2025-02-13,,2022-12-31,2022,FY,2024,,,0001559720-25-000010,5560000000.0,https://www.sec.gov/Archives/edgar/data/1559720/000155972025000010/,2026-08-05T17:49:37+00:00
abnb,ABNB,0001559720,us-gaap,StockholdersEquity,USD,10-K,2026-02-12,,2022-12-31,2022,FY,2025,CY2022Q4I,,0001559720-26-000004,5560000000.0,https://www.sec.gov/Archives/edgar/data/1559720/000155972026000004/,2026-08-05T17:49:37+00:00
abnb,ABNB,0001559720,us-gaap,Assets,USD,10-K,2024-02-16,,2023-12-31,2023,FY,2023,,,0001559720-24-000006,20645000000.0,https://www.sec.gov/Archives/edgar/data/1559720/000155972024000006/,2026-08-05T17:49:37+00:00
abnb,ABNB,0001559720,us-gaap,Assets,USD,10-K,2025-02-13,,2023-12-31,2023,FY,2024,CY2023Q4I,,0001559720-25-000010,20645000000.0,https://www.sec.gov/Archives/edgar/data/1559720/000155972025000010/,2026-08-05T17:49:37+00:00
abnb,ABNB,0001559720,us-gaap,AssetsCurrent,USD,10-K,2024-02-16,,2023-12-31,2023,FY,2023,,,0001559720-24-000006,16509000000.0,https://www.sec.gov/Archives/edgar/data/1559720/000155972024000006/,2026-08-05T17:49:37+00:00
abnb,ABNB,0001559720,us-gaap,AssetsCurrent,USD,10-K,2025-02-13,,2023-12-31,2023,FY,2024,CY2023Q4I,,0001559720-25-000010,16509000000.0,https://www.sec.gov/Archives/edgar/data/1559720/000155972025000010/,2026-08-05T17:49:37+00:00
abnb,ABNB,0001559720,us-gaap,CashAndCashEquivalentsAtCarryingValue,USD,10-K,2024-02-16,,2023-12-31,2023,FY,2023,,,0001559720-24-000006,6874000000.0,https://www.sec.gov/Archives/edgar/data/1559720/000155972024000006/,2026-08-05T17:49:37+00:00
abnb,ABNB,0001559720,us-gaap,CashAndCashEquivalentsAtCarryingValue,USD,10-K,2025-02-13,,2023-12-31,2023,FY,2024,CY2023Q4I,,0001559720-25-000010,6874000000.0,https://www.sec.gov/Archives/edgar/data/1559720/000155972025000010/,2026-08-05T17:49:37+00:00
abnb,ABNB,0001559720,us-gaap,Liabilities,USD,10-K,2024-02-16,,2023-12-31,2023,FY,2023,,,0001559720-24-000006,12480000000.0,https://www.sec.gov/Archives/edgar/data/1559720/000155972024000006/,2026-08-05T17:49:37+00:00
abnb,ABNB,0001559720,us-gaap,Liabilities,USD,10-K,2025-02-13,,2023-12-31,2023,FY,2024,CY2023Q4I,,0001559720-25-000010,12480000000.0,https://www.sec.gov/Archives/edgar/data/1559720/000155972025000010/,2026-08-05T17:49:37+00:00
abnb,ABNB,0001559720,us-gaap,LiabilitiesCurrent,USD,10-K,2024-02-16,,2023-12-31,2023,FY,2023,,,0001559720-24-000006,9950000000.0,https://www.sec.gov/Archives/edgar/data/1559720/000155972024000006/,2026-08-05T17:49:37+00:00
