company_id,ticker,cik,fiscal_year,period_end,start_date,canonical_field,taxonomy,source_tag,source_priority,value_reported,value_standardized,unit,unit_scale,form,fy,fp,frame,accession,filing_date,is_amendment,duration_days,source_url,loaded_at
chwy,CHWY,0001766502,2022,2023-01-29,2022-01-31,revenue,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax,1,10098939000.0,10098.939,USD,USD_millions,10-K,2022,FY,,0001766502-23-000011,2023-03-22,0,363.0,https://www.sec.gov/Archives/edgar/data/1766502/000176650223000011/,2026-08-05T12:11:50+00:00
chwy,CHWY,0001766502,2022,2023-01-29,2022-01-31,revenue,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax,1,10119000000.0,10119.0,USD,USD_millions,10-K,2023,FY,,0001766502-24-000014,2024-03-20,0,363.0,https://www.sec.gov/Archives/edgar/data/1766502/000176650224000014/,2026-08-05T12:11:50+00:00
chwy,CHWY,0001766502,2022,2023-01-29,2022-01-31,revenue,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax,1,10119000000.0,10119.0,USD,USD_millions,10-K,2024,FY,CY2022,0001766502-25-000014,2025-03-26,0,363.0,https://www.sec.gov/Archives/edgar/data/1766502/000176650225000014/,2026-08-05T12:11:50+00:00
chwy,CHWY,0001766502,2022,2023-01-29,,total_assets,us-gaap,Assets,1,2515076000.0,2515.076,USD,USD_millions,10-K,2022,FY,,0001766502-23-000011,2023-03-22,0,,https://www.sec.gov/Archives/edgar/data/1766502/000176650223000011/,2026-08-05T12:11:50+00:00
chwy,CHWY,0001766502,2022,2023-01-29,,total_assets,us-gaap,Assets,1,2519818000.0,2519.818,USD,USD_millions,10-K,2023,FY,CY2022Q4I,0001766502-24-000014,2024-03-20,0,,https://www.sec.gov/Archives/edgar/data/1766502/000176650224000014/,2026-08-05T12:11:50+00:00
chwy,CHWY,0001766502,2022,2023-01-29,,total_equity,us-gaap,StockholdersEquity,1,213957000.0,213.957,USD,USD_millions,10-K,2022,FY,,0001766502-23-000011,2023-03-22,0,,https://www.sec.gov/Archives/edgar/data/1766502/000176650223000011/,2026-08-05T12:11:50+00:00
chwy,CHWY,0001766502,2022,2023-01-29,,total_equity,us-gaap,StockholdersEquity,1,160268000.0,160.268,USD,USD_millions,10-K,2023,FY,,0001766502-24-000014,2024-03-20,0,,https://www.sec.gov/Archives/edgar/data/1766502/000176650224000014/,2026-08-05T12:11:50+00:00
chwy,CHWY,0001766502,2022,2023-01-29,,total_equity,us-gaap,StockholdersEquity,1,160268000.0,160.268,USD,USD_millions,10-K,2024,FY,,0001766502-25-000014,2025-03-26,0,,https://www.sec.gov/Archives/edgar/data/1766502/000176650225000014/,2026-08-05T12:11:50+00:00
chwy,CHWY,0001766502,2022,2023-01-29,,total_equity,us-gaap,StockholdersEquity,1,160300000.0,160.3,USD,USD_millions,10-K,2025,FY,CY2022Q4I,0001766502-26-000034,2026-03-25,0,,https://www.sec.gov/Archives/edgar/data/1766502/000176650226000034/,2026-08-05T12:11:50+00:00
chwy,CHWY,0001766502,2023,2024-01-28,2023-01-30,capital_expenditure,us-gaap,PaymentsToAcquireProductiveAssets,2,143282000.0,143.282,USD,USD_millions,10-K,2023,FY,,0001766502-24-000014,2024-03-20,0,363.0,https://www.sec.gov/Archives/edgar/data/1766502/000176650224000014/,2026-08-05T12:11:50+00:00
