company_id,ticker,fiscal_year,canonical_field,taxonomy,source_tag,source_unit,form,filing_date,period_start,period_end,duration_days,accession_number,value_raw,rejection_reason
ebay,EBAY,2021,net_income,us-gaap,NetIncomeLoss,USD,10-K,2022-02-24,2021-10-01,2021-12-31,91.0,0001065088-22-000006,1969000000.0,invalid_annual_duration
ebay,EBAY,2021,revenue,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax,USD,10-K,2022-02-24,2021-10-01,2021-12-31,91.0,0001065088-22-000006,2613000000.0,invalid_annual_duration
