company_id,ticker,eligible_transition_count,transition_share
abnb,ABNB,1,0.045454545454545456
amzn,AMZN,2,0.09090909090909091
bkng,BKNG,3,0.13636363636363635
byon,BYON,1,0.045454545454545456
carg,CARG,1,0.045454545454545456
cars,CARS,2,0.09090909090909091
ebay,EBAY,3,0.13636363636363635
etsy,ETSY,3,0.13636363636363635
expe,EXPE,3,0.13636363636363635
love,LOVE,1,0.045454545454545456
rvlv,RVLV,2,0.09090909090909091
