company_id,ticker,accession_number,form,filing_date,period_start,period_end,fiscal_year,fiscal_period,duration_days,canonical_field,taxonomy,source_tag,value_raw,value_standardized,unit,flow_or_stock,source_priority,source_url,loaded_at,cik,source_unit,reported_fiscal_year,frame,is_latest_restated,source_selection_method,source_selection_note
byon,BYON,0001130713-23-000014,10-K,2023-02-24,,2021-12-31,2021,FY,,total_assets,us-gaap,Assets,1065966000.0,1065.966,USD_millions,stock,1,https://www.sec.gov/Archives/edgar/data/1130713/000113071323000014/,2026-08-05T17:49:37+00:00,0001130713,USD,2022,CY2021Q4I,True,latest_valid_restated_sec_companyfacts,Latest valid filing available as of 2026-08-05; configured source-tag priority breaks valid same-filing ties.
byon,BYON,0001130713-24-000013,10-K,2024-02-23,,2021-12-31,2021,FY,,total_equity,us-gaap,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,744386000.0,744.386,USD_millions,stock,2,https://www.sec.gov/Archives/edgar/data/1130713/000113071324000013/,2026-08-05T17:49:37+00:00,0001130713,USD,2023,CY2021Q4I,True,latest_valid_restated_sec_companyfacts,Latest valid filing available as of 2026-08-05; configured source-tag priority breaks valid same-filing ties.
byon,BYON,0001130713-23-000014,10-K,2023-02-24,,2021-12-31,2021,FY,,total_liabilities,us-gaap,Liabilities,321580000.0,321.58,USD_millions,stock,1,https://www.sec.gov/Archives/edgar/data/1130713/000113071323000014/,2026-08-05T17:49:37+00:00,0001130713,USD,2022,CY2021Q4I,True,latest_valid_restated_sec_companyfacts,Latest valid filing available as of 2026-08-05; configured source-tag priority breaks valid same-filing ties.
byon,BYON,0001130713-25-000024,10-K,2025-02-25,2022-01-01,2022-12-31,2022,FY,364.0,capital_expenditure,us-gaap,PaymentsToAcquirePropertyPlantAndEquipment,14899000.0,14.899,USD_millions,flow,1,https://www.sec.gov/Archives/edgar/data/1130713/000113071325000024/,2026-08-05T17:49:37+00:00,0001130713,USD,2024,CY2022,True,latest_valid_restated_sec_companyfacts,Latest valid filing available as of 2026-08-05; configured source-tag priority breaks valid same-filing ties.
byon,BYON,0001130713-24-000013,10-K,2024-02-23,,2022-12-31,2022,FY,,cash_and_equivalents,us-gaap,CashAndCashEquivalentsAtCarryingValue,371263000.0,371.263,USD_millions,stock,1,https://www.sec.gov/Archives/edgar/data/1130713/000113071324000013/,2026-08-05T17:49:37+00:00,0001130713,USD,2023,CY2022Q4I,True,latest_valid_restated_sec_companyfacts,Latest valid filing available as of 2026-08-05; configured source-tag priority breaks valid same-filing ties.
byon,BYON,0001130713-24-000013,10-K,2024-02-23,,2022-12-31,2022,FY,,current_assets,us-gaap,AssetsCurrent,414509000.0,414.509,USD_millions,stock,1,https://www.sec.gov/Archives/edgar/data/1130713/000113071324000013/,2026-08-05T17:49:37+00:00,0001130713,USD,2023,CY2022Q4I,True,latest_valid_restated_sec_companyfacts,Latest valid filing available as of 2026-08-05; configured source-tag priority breaks valid same-filing ties.
byon,BYON,0001130713-24-000013,10-K,2024-02-23,,2022-12-31,2022,FY,,current_liabilities,us-gaap,LiabilitiesCurrent,191142000.0,191.142,USD_millions,stock,1,https://www.sec.gov/Archives/edgar/data/1130713/000113071324000013/,2026-08-05T17:49:37+00:00,0001130713,USD,2023,CY2022Q4I,True,latest_valid_restated_sec_companyfacts,Latest valid filing available as of 2026-08-05; configured source-tag priority breaks valid same-filing ties.
byon,BYON,0001130713-25-000024,10-K,2025-02-25,2022-01-01,2022-12-31,2022,FY,364.0,free_cash_flow,project,derived:OperatingCashFlow-CapitalExpenditure,,-27.433999999999997,USD,flow,0,https://www.sec.gov/Archives/edgar/data/1130713/000113071325000024/,2026-08-05T17:49:37+00:00,0001130713,USD,2024,CY2022,True,derived_from_latest_valid_components,Operating cash flow minus positive CapEx outflow.
byon,BYON,0001130713-24-000013,10-K,2024-02-23,,2022-12-31,2022,FY,,inventory,us-gaap,InventoryNet,6526000.0,6.526,USD_millions,stock,1,https://www.sec.gov/Archives/edgar/data/1130713/000113071324000013/,2026-08-05T17:49:37+00:00,0001130713,USD,2023,CY2022Q4I,True,latest_valid_restated_sec_companyfacts,Latest valid filing available as of 2026-08-05; configured source-tag priority breaks valid same-filing ties.
byon,BYON,0001130713-25-000024,10-K,2025-02-25,2022-01-01,2022-12-31,2022,FY,364.0,net_income,us-gaap,NetIncomeLoss,-35236000.0,-35.236,USD_millions,flow,1,https://www.sec.gov/Archives/edgar/data/1130713/000113071325000024/,2026-08-05T17:49:37+00:00,0001130713,USD,2024,CY2022,True,latest_valid_restated_sec_companyfacts,Latest valid filing available as of 2026-08-05; configured source-tag priority breaks valid same-filing ties.
byon,BYON,0001130713-25-000024,10-K,2025-02-25,2022-01-01,2022-12-31,2022,FY,364.0,operating_cash_flow,us-gaap,NetCashProvidedByUsedInOperatingActivities,-12535000.0,-12.535,USD_millions,flow,1,https://www.sec.gov/Archives/edgar/data/1130713/000113071325000024/,2026-08-05T17:49:37+00:00,0001130713,USD,2024,CY2022,True,latest_valid_restated_sec_companyfacts,Latest valid filing available as of 2026-08-05; configured source-tag priority breaks valid same-filing ties.
byon,BYON,0001130713-25-000024,10-K,2025-02-25,2022-01-01,2022-12-31,2022,FY,364.0,operating_income,us-gaap,OperatingIncomeLoss,27008000.0,27.008,USD_millions,flow,1,https://www.sec.gov/Archives/edgar/data/1130713/000113071325000024/,2026-08-05T17:49:37+00:00,0001130713,USD,2024,CY2022,True,latest_valid_restated_sec_companyfacts,Latest valid filing available as of 2026-08-05; configured source-tag priority breaks valid same-filing ties.
byon,BYON,0001130713-25-000024,10-K,2025-02-25,2022-01-01,2022-12-31,2022,FY,364.0,revenue,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax,1929334000.0,1929.334,USD_millions,flow,1,https://www.sec.gov/Archives/edgar/data/1130713/000113071325000024/,2026-08-05T17:49:37+00:00,0001130713,USD,2024,CY2022,True,latest_valid_restated_sec_companyfacts,Latest valid filing available as of 2026-08-05; configured source-tag priority breaks valid same-filing ties.
byon,BYON,0001130713-24-000013,10-K,2024-02-23,,2022-12-31,2022,FY,,total_assets,us-gaap,Assets,878546000.0,878.546,USD_millions,stock,1,https://www.sec.gov/Archives/edgar/data/1130713/000113071324000013/,2026-08-05T17:49:37+00:00,0001130713,USD,2023,CY2022Q4I,True,latest_valid_restated_sec_companyfacts,Latest valid filing available as of 2026-08-05; configured source-tag priority breaks valid same-filing ties.
byon,BYON,0001130713-25-000024,10-K,2025-02-25,,2022-12-31,2022,FY,,total_equity,us-gaap,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,645826000.0,645.826,USD_millions,stock,2,https://www.sec.gov/Archives/edgar/data/1130713/000113071325000024/,2026-08-05T17:49:37+00:00,0001130713,USD,2024,CY2022Q4I,True,latest_valid_restated_sec_companyfacts,Latest valid filing available as of 2026-08-05; configured source-tag priority breaks valid same-filing ties.
byon,BYON,0001130713-24-000013,10-K,2024-02-23,,2022-12-31,2022,FY,,total_liabilities,us-gaap,Liabilities,232720000.0,232.72,USD_millions,stock,1,https://www.sec.gov/Archives/edgar/data/1130713/000113071324000013/,2026-08-05T17:49:37+00:00,0001130713,USD,2023,CY2022Q4I,True,latest_valid_restated_sec_companyfacts,Latest valid filing available as of 2026-08-05; configured source-tag priority breaks valid same-filing ties.
byon,BYON,0001130713-26-000018,10-K,2026-02-24,2023-01-01,2023-12-31,2023,FY,364.0,capital_expenditure,us-gaap,PaymentsToAcquirePropertyPlantAndEquipment,19181000.0,19.181,USD_millions,flow,1,https://www.sec.gov/Archives/edgar/data/1130713/000113071326000018/,2026-08-05T17:49:37+00:00,0001130713,USD,2025,CY2023,True,latest_valid_restated_sec_companyfacts,Latest valid filing available as of 2026-08-05; configured source-tag priority breaks valid same-filing ties.
byon,BYON,0001130713-25-000024,10-K,2025-02-25,,2023-12-31,2023,FY,,cash_and_equivalents,us-gaap,CashAndCashEquivalentsAtCarryingValue,302605000.0,302.605,USD_millions,stock,1,https://www.sec.gov/Archives/edgar/data/1130713/000113071325000024/,2026-08-05T17:49:37+00:00,0001130713,USD,2024,CY2023Q4I,True,latest_valid_restated_sec_companyfacts,Latest valid filing available as of 2026-08-05; configured source-tag priority breaks valid same-filing ties.
byon,BYON,0001130713-25-000024,10-K,2025-02-25,,2023-12-31,2023,FY,,current_assets,us-gaap,AssetsCurrent,350073000.0,350.073,USD_millions,stock,1,https://www.sec.gov/Archives/edgar/data/1130713/000113071325000024/,2026-08-05T17:49:37+00:00,0001130713,USD,2024,CY2023Q4I,True,latest_valid_restated_sec_companyfacts,Latest valid filing available as of 2026-08-05; configured source-tag priority breaks valid same-filing ties.
byon,BYON,0001130713-25-000024,10-K,2025-02-25,,2023-12-31,2023,FY,,current_liabilities,us-gaap,LiabilitiesCurrent,232395000.0,232.395,USD_millions,stock,1,https://www.sec.gov/Archives/edgar/data/1130713/000113071325000024/,2026-08-05T17:49:37+00:00,0001130713,USD,2024,CY2023Q4I,True,latest_valid_restated_sec_companyfacts,Latest valid filing available as of 2026-08-05; configured source-tag priority breaks valid same-filing ties.
byon,BYON,0001130713-26-000018,10-K,2026-02-24,2023-01-01,2023-12-31,2023,FY,364.0,free_cash_flow,project,derived:OperatingCashFlow-CapitalExpenditure,,-37.766999999999996,USD,flow,0,https://www.sec.gov/Archives/edgar/data/1130713/000113071326000018/,2026-08-05T17:49:37+00:00,0001130713,USD,2025,CY2023,True,derived_from_latest_valid_components,Operating cash flow minus positive CapEx outflow.
byon,BYON,0001130713-25-000024,10-K,2025-02-25,,2023-12-31,2023,FY,,inventory,us-gaap,InventoryNet,13040000.0,13.04,USD_millions,stock,1,https://www.sec.gov/Archives/edgar/data/1130713/000113071325000024/,2026-08-05T17:49:37+00:00,0001130713,USD,2024,CY2023Q4I,True,latest_valid_restated_sec_companyfacts,Latest valid filing available as of 2026-08-05; configured source-tag priority breaks valid same-filing ties.
byon,BYON,0001130713-26-000018,10-K,2026-02-24,2023-01-01,2023-12-31,2023,FY,364.0,net_income,us-gaap,ProfitLoss,-307842000.0,-307.842,USD_millions,flow,2,https://www.sec.gov/Archives/edgar/data/1130713/000113071326000018/,2026-08-05T17:49:37+00:00,0001130713,USD,2025,CY2023,True,latest_valid_restated_sec_companyfacts,Latest valid filing available as of 2026-08-05; configured source-tag priority breaks valid same-filing ties.
byon,BYON,0001130713-26-000018,10-K,2026-02-24,2023-01-01,2023-12-31,2023,FY,364.0,operating_cash_flow,us-gaap,NetCashProvidedByUsedInOperatingActivities,-18586000.0,-18.586,USD_millions,flow,1,https://www.sec.gov/Archives/edgar/data/1130713/000113071326000018/,2026-08-05T17:49:37+00:00,0001130713,USD,2025,CY2023,True,latest_valid_restated_sec_companyfacts,Latest valid filing available as of 2026-08-05; configured source-tag priority breaks valid same-filing ties.
byon,BYON,0001130713-26-000018,10-K,2026-02-24,2023-01-01,2023-12-31,2023,FY,364.0,operating_income,us-gaap,OperatingIncomeLoss,-143980000.0,-143.98,USD_millions,flow,1,https://www.sec.gov/Archives/edgar/data/1130713/000113071326000018/,2026-08-05T17:49:37+00:00,0001130713,USD,2025,CY2023,True,latest_valid_restated_sec_companyfacts,Latest valid filing available as of 2026-08-05; configured source-tag priority breaks valid same-filing ties.
byon,BYON,0001130713-26-000018,10-K,2026-02-24,2023-01-01,2023-12-31,2023,FY,364.0,revenue,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax,1561122000.0,1561.122,USD_millions,flow,1,https://www.sec.gov/Archives/edgar/data/1130713/000113071326000018/,2026-08-05T17:49:37+00:00,0001130713,USD,2025,CY2023,True,latest_valid_restated_sec_companyfacts,Latest valid filing available as of 2026-08-05; configured source-tag priority breaks valid same-filing ties.
byon,BYON,0001130713-25-000024,10-K,2025-02-25,,2023-12-31,2023,FY,,total_assets,us-gaap,Assets,635818000.0,635.818,USD_millions,stock,1,https://www.sec.gov/Archives/edgar/data/1130713/000113071325000024/,2026-08-05T17:49:37+00:00,0001130713,USD,2024,CY2023Q4I,True,latest_valid_restated_sec_companyfacts,Latest valid filing available as of 2026-08-05; configured source-tag priority breaks valid same-filing ties.
byon,BYON,0001130713-26-000018,10-K,2026-02-24,,2023-12-31,2023,FY,,total_equity,us-gaap,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,359132000.0,359.132,USD_millions,stock,2,https://www.sec.gov/Archives/edgar/data/1130713/000113071326000018/,2026-08-05T17:49:37+00:00,0001130713,USD,2025,CY2023Q4I,True,latest_valid_restated_sec_companyfacts,Latest valid filing available as of 2026-08-05; configured source-tag priority breaks valid same-filing ties.
byon,BYON,0001130713-25-000024,10-K,2025-02-25,,2023-12-31,2023,FY,,total_liabilities,us-gaap,Liabilities,276686000.0,276.686,USD_millions,stock,1,https://www.sec.gov/Archives/edgar/data/1130713/000113071325000024/,2026-08-05T17:49:37+00:00,0001130713,USD,2024,CY2023Q4I,True,latest_valid_restated_sec_companyfacts,Latest valid filing available as of 2026-08-05; configured source-tag priority breaks valid same-filing ties.
byon,BYON,0001130713-26-000018,10-K,2026-02-24,2024-01-01,2024-12-31,2024,FY,365.0,capital_expenditure,us-gaap,PaymentsToAcquirePropertyPlantAndEquipment,14315000.0,14.315,USD_millions,flow,1,https://www.sec.gov/Archives/edgar/data/1130713/000113071326000018/,2026-08-05T17:49:37+00:00,0001130713,USD,2025,CY2024,True,latest_valid_restated_sec_companyfacts,Latest valid filing available as of 2026-08-05; configured source-tag priority breaks valid same-filing ties.
byon,BYON,0001130713-26-000018,10-K,2026-02-24,,2024-12-31,2024,FY,,cash_and_equivalents,us-gaap,CashAndCashEquivalentsAtCarryingValue,159169000.0,159.169,USD_millions,stock,1,https://www.sec.gov/Archives/edgar/data/1130713/000113071326000018/,2026-08-05T17:49:37+00:00,0001130713,USD,2025,CY2024Q4I,True,latest_valid_restated_sec_companyfacts,Latest valid filing available as of 2026-08-05; configured source-tag priority breaks valid same-filing ties.
byon,BYON,0001130713-26-000018,10-K,2026-02-24,,2024-12-31,2024,FY,,current_assets,us-gaap,AssetsCurrent,227507000.0,227.507,USD_millions,stock,1,https://www.sec.gov/Archives/edgar/data/1130713/000113071326000018/,2026-08-05T17:49:37+00:00,0001130713,USD,2025,CY2024Q4I,True,latest_valid_restated_sec_companyfacts,Latest valid filing available as of 2026-08-05; configured source-tag priority breaks valid same-filing ties.
byon,BYON,0001130713-26-000018,10-K,2026-02-24,,2024-12-31,2024,FY,,current_liabilities,us-gaap,LiabilitiesCurrent,224861000.0,224.861,USD_millions,stock,1,https://www.sec.gov/Archives/edgar/data/1130713/000113071326000018/,2026-08-05T17:49:37+00:00,0001130713,USD,2025,CY2024Q4I,True,latest_valid_restated_sec_companyfacts,Latest valid filing available as of 2026-08-05; configured source-tag priority breaks valid same-filing ties.
byon,BYON,0001130713-26-000018,10-K,2026-02-24,2024-01-01,2024-12-31,2024,FY,365.0,free_cash_flow,project,derived:OperatingCashFlow-CapitalExpenditure,,-188.619,USD,flow,0,https://www.sec.gov/Archives/edgar/data/1130713/000113071326000018/,2026-08-05T17:49:37+00:00,0001130713,USD,2025,CY2024,True,derived_from_latest_valid_components,Operating cash flow minus positive CapEx outflow.
byon,BYON,0001130713-26-000018,10-K,2026-02-24,,2024-12-31,2024,FY,,inventory,us-gaap,InventoryNet,11546000.0,11.546,USD_millions,stock,1,https://www.sec.gov/Archives/edgar/data/1130713/000113071326000018/,2026-08-05T17:49:37+00:00,0001130713,USD,2025,CY2024Q4I,True,latest_valid_restated_sec_companyfacts,Latest valid filing available as of 2026-08-05; configured source-tag priority breaks valid same-filing ties.
byon,BYON,0001130713-26-000018,10-K,2026-02-24,2024-01-01,2024-12-31,2024,FY,365.0,net_income,us-gaap,ProfitLoss,-258795000.0,-258.795,USD_millions,flow,2,https://www.sec.gov/Archives/edgar/data/1130713/000113071326000018/,2026-08-05T17:49:37+00:00,0001130713,USD,2025,CY2024,True,latest_valid_restated_sec_companyfacts,Latest valid filing available as of 2026-08-05; configured source-tag priority breaks valid same-filing ties.
byon,BYON,0001130713-26-000018,10-K,2026-02-24,2024-01-01,2024-12-31,2024,FY,365.0,operating_cash_flow,us-gaap,NetCashProvidedByUsedInOperatingActivities,-174304000.0,-174.304,USD_millions,flow,1,https://www.sec.gov/Archives/edgar/data/1130713/000113071326000018/,2026-08-05T17:49:37+00:00,0001130713,USD,2025,CY2024,True,latest_valid_restated_sec_companyfacts,Latest valid filing available as of 2026-08-05; configured source-tag priority breaks valid same-filing ties.
byon,BYON,0001130713-26-000018,10-K,2026-02-24,2024-01-01,2024-12-31,2024,FY,365.0,operating_income,us-gaap,OperatingIncomeLoss,-184087000.0,-184.087,USD_millions,flow,1,https://www.sec.gov/Archives/edgar/data/1130713/000113071326000018/,2026-08-05T17:49:37+00:00,0001130713,USD,2025,CY2024,True,latest_valid_restated_sec_companyfacts,Latest valid filing available as of 2026-08-05; configured source-tag priority breaks valid same-filing ties.
byon,BYON,0001130713-26-000018,10-K,2026-02-24,2024-01-01,2024-12-31,2024,FY,365.0,revenue,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax,1394964000.0,1394.964,USD_millions,flow,1,https://www.sec.gov/Archives/edgar/data/1130713/000113071326000018/,2026-08-05T17:49:37+00:00,0001130713,USD,2025,CY2024,True,latest_valid_restated_sec_companyfacts,Latest valid filing available as of 2026-08-05; configured source-tag priority breaks valid same-filing ties.
byon,BYON,0001130713-26-000018,10-K,2026-02-24,,2024-12-31,2024,FY,,total_assets,us-gaap,Assets,401954000.0,401.954,USD_millions,stock,1,https://www.sec.gov/Archives/edgar/data/1130713/000113071326000018/,2026-08-05T17:49:37+00:00,0001130713,USD,2025,CY2024Q4I,True,latest_valid_restated_sec_companyfacts,Latest valid filing available as of 2026-08-05; configured source-tag priority breaks valid same-filing ties.
byon,BYON,0001130713-26-000018,10-K,2026-02-24,,2024-12-31,2024,FY,,total_equity,us-gaap,StockholdersEquity,162732000.0,162.732,USD_millions,stock,1,https://www.sec.gov/Archives/edgar/data/1130713/000113071326000018/,2026-08-05T17:49:37+00:00,0001130713,USD,2025,CY2024Q4I,True,latest_valid_restated_sec_companyfacts,Latest valid filing available as of 2026-08-05; configured source-tag priority breaks valid same-filing ties.
byon,BYON,0001130713-26-000018,10-K,2026-02-24,,2024-12-31,2024,FY,,total_liabilities,us-gaap,Liabilities,239222000.0,239.222,USD_millions,stock,1,https://www.sec.gov/Archives/edgar/data/1130713/000113071326000018/,2026-08-05T17:49:37+00:00,0001130713,USD,2025,CY2024Q4I,True,latest_valid_restated_sec_companyfacts,Latest valid filing available as of 2026-08-05; configured source-tag priority breaks valid same-filing ties.
cars,CARS,0001564590-20-006776,10-K,2020-02-26,2017-01-01,2017-12-31,2017,FY,364.0,capital_expenditure,us-gaap,PaymentsToAcquirePropertyPlantAndEquipment,32774000.0,32.774,USD_millions,flow,1,https://www.sec.gov/Archives/edgar/data/1683606/000156459020006776/,2026-08-05T17:49:37+00:00,0001683606,USD,2019,CY2017,True,latest_valid_restated_sec_companyfacts,Latest valid filing available as of 2026-08-05; configured source-tag priority breaks valid same-filing ties.
cars,CARS,0001564590-19-005502,10-K,2019-02-28,,2017-12-31,2017,FY,,cash_and_equivalents,us-gaap,CashAndCashEquivalentsAtCarryingValue,20563000.0,20.563,USD_millions,stock,1,https://www.sec.gov/Archives/edgar/data/1683606/000156459019005502/,2026-08-05T17:49:37+00:00,0001683606,USD,2018,,True,latest_valid_restated_sec_companyfacts,Latest valid filing available as of 2026-08-05; configured source-tag priority breaks valid same-filing ties.
cars,CARS,0001564590-19-005502,10-K,2019-02-28,,2017-12-31,2017,FY,,current_assets,us-gaap,AssetsCurrent,142639000.0,142.639,USD_millions,stock,1,https://www.sec.gov/Archives/edgar/data/1683606/000156459019005502/,2026-08-05T17:49:37+00:00,0001683606,USD,2018,CY2017Q4I,True,latest_valid_restated_sec_companyfacts,Latest valid filing available as of 2026-08-05; configured source-tag priority breaks valid same-filing ties.
cars,CARS,0001564590-19-005502,10-K,2019-02-28,,2017-12-31,2017,FY,,current_liabilities,us-gaap,LiabilitiesCurrent,90149000.0,90.149,USD_millions,stock,1,https://www.sec.gov/Archives/edgar/data/1683606/000156459019005502/,2026-08-05T17:49:37+00:00,0001683606,USD,2018,CY2017Q4I,True,latest_valid_restated_sec_companyfacts,Latest valid filing available as of 2026-08-05; configured source-tag priority breaks valid same-filing ties.
cars,CARS,0001564590-20-006776,10-K,2020-02-26,2017-01-01,2017-12-31,2017,FY,364.0,free_cash_flow,project,derived:OperatingCashFlow-CapitalExpenditure,,153.155,USD,flow,0,https://www.sec.gov/Archives/edgar/data/1683606/000156459020006776/,2026-08-05T17:49:37+00:00,0001683606,USD,2019,CY2017,True,derived_from_latest_valid_components,Operating cash flow minus positive CapEx outflow.
cars,CARS,0001564590-20-006776,10-K,2020-02-26,2017-01-01,2017-12-31,2017,FY,364.0,net_income,us-gaap,NetIncomeLoss,224443000.0,224.443,USD_millions,flow,1,https://www.sec.gov/Archives/edgar/data/1683606/000156459020006776/,2026-08-05T17:49:37+00:00,0001683606,USD,2019,CY2017,True,latest_valid_restated_sec_companyfacts,Latest valid filing available as of 2026-08-05; configured source-tag priority breaks valid same-filing ties.
cars,CARS,0001564590-20-006776,10-K,2020-02-26,2017-01-01,2017-12-31,2017,FY,364.0,operating_cash_flow,us-gaap,NetCashProvidedByUsedInOperatingActivities,185929000.0,185.929,USD_millions,flow,1,https://www.sec.gov/Archives/edgar/data/1683606/000156459020006776/,2026-08-05T17:49:37+00:00,0001683606,USD,2019,CY2017,True,latest_valid_restated_sec_companyfacts,Latest valid filing available as of 2026-08-05; configured source-tag priority breaks valid same-filing ties.
cars,CARS,0001564590-20-006776,10-K,2020-02-26,2017-01-01,2017-12-31,2017,FY,364.0,operating_income,us-gaap,OperatingIncomeLoss,134256000.0,134.256,USD_millions,flow,1,https://www.sec.gov/Archives/edgar/data/1683606/000156459020006776/,2026-08-05T17:49:37+00:00,0001683606,USD,2019,CY2017,True,latest_valid_restated_sec_companyfacts,Latest valid filing available as of 2026-08-05; configured source-tag priority breaks valid same-filing ties.
cars,CARS,0001564590-20-006776,10-K,2020-02-26,2017-01-01,2017-12-31,2017,FY,364.0,revenue,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax,626262000.0,626.262,USD_millions,flow,1,https://www.sec.gov/Archives/edgar/data/1683606/000156459020006776/,2026-08-05T17:49:37+00:00,0001683606,USD,2019,CY2017,True,latest_valid_restated_sec_companyfacts,Latest valid filing available as of 2026-08-05; configured source-tag priority breaks valid same-filing ties.
cars,CARS,0001564590-19-005502,10-K,2019-02-28,,2017-12-31,2017,FY,,total_assets,us-gaap,Assets,2511039000.0,2511.039,USD_millions,stock,1,https://www.sec.gov/Archives/edgar/data/1683606/000156459019005502/,2026-08-05T17:49:37+00:00,0001683606,USD,2018,CY2017Q4I,True,latest_valid_restated_sec_companyfacts,Latest valid filing available as of 2026-08-05; configured source-tag priority breaks valid same-filing ties.
cars,CARS,0001564590-21-008812,10-K,2021-02-25,,2017-12-31,2017,FY,,total_equity,us-gaap,StockholdersEquity,1679128000.0,1679.128,USD_millions,stock,1,https://www.sec.gov/Archives/edgar/data/1683606/000156459021008812/,2026-08-05T17:49:37+00:00,0001683606,USD,2020,CY2017Q4I,True,latest_valid_restated_sec_companyfacts,Latest valid filing available as of 2026-08-05; configured source-tag priority breaks valid same-filing ties.
cars,CARS,0001564590-19-005502,10-K,2019-02-28,,2017-12-31,2017,FY,,total_liabilities,us-gaap,Liabilities,831911000.0,831.911,USD_millions,stock,1,https://www.sec.gov/Archives/edgar/data/1683606/000156459019005502/,2026-08-05T17:49:37+00:00,0001683606,USD,2018,CY2017Q4I,True,latest_valid_restated_sec_companyfacts,Latest valid filing available as of 2026-08-05; configured source-tag priority breaks valid same-filing ties.
cars,CARS,0001564590-21-008812,10-K,2021-02-25,2018-01-01,2018-12-31,2018,FY,364.0,capital_expenditure,us-gaap,PaymentsToAcquirePropertyPlantAndEquipment,14233000.0,14.233,USD_millions,flow,1,https://www.sec.gov/Archives/edgar/data/1683606/000156459021008812/,2026-08-05T17:49:37+00:00,0001683606,USD,2020,CY2018,True,latest_valid_restated_sec_companyfacts,Latest valid filing available as of 2026-08-05; configured source-tag priority breaks valid same-filing ties.
cars,CARS,0001564590-20-006776,10-K,2020-02-26,,2018-12-31,2018,FY,,cash_and_equivalents,us-gaap,CashAndCashEquivalentsAtCarryingValue,25463000.0,25.463,USD_millions,stock,1,https://www.sec.gov/Archives/edgar/data/1683606/000156459020006776/,2026-08-05T17:49:37+00:00,0001683606,USD,2019,CY2018Q4I,True,latest_valid_restated_sec_companyfacts,Latest valid filing available as of 2026-08-05; configured source-tag priority breaks valid same-filing ties.
cars,CARS,0001564590-20-006776,10-K,2020-02-26,,2018-12-31,2018,FY,,current_assets,us-gaap,AssetsCurrent,153937000.0,153.937,USD_millions,stock,1,https://www.sec.gov/Archives/edgar/data/1683606/000156459020006776/,2026-08-05T17:49:37+00:00,0001683606,USD,2019,CY2018Q4I,True,latest_valid_restated_sec_companyfacts,Latest valid filing available as of 2026-08-05; configured source-tag priority breaks valid same-filing ties.
cars,CARS,0001564590-20-006776,10-K,2020-02-26,,2018-12-31,2018,FY,,current_liabilities,us-gaap,LiabilitiesCurrent,110710000.0,110.71,USD_millions,stock,1,https://www.sec.gov/Archives/edgar/data/1683606/000156459020006776/,2026-08-05T17:49:37+00:00,0001683606,USD,2019,CY2018Q4I,True,latest_valid_restated_sec_companyfacts,Latest valid filing available as of 2026-08-05; configured source-tag priority breaks valid same-filing ties.
cars,CARS,0001564590-21-008812,10-K,2021-02-25,2018-01-01,2018-12-31,2018,FY,364.0,free_cash_flow,project,derived:OperatingCashFlow-CapitalExpenditure,,149.315,USD,flow,0,https://www.sec.gov/Archives/edgar/data/1683606/000156459021008812/,2026-08-05T17:49:37+00:00,0001683606,USD,2020,CY2018,True,derived_from_latest_valid_components,Operating cash flow minus positive CapEx outflow.
cars,CARS,0001564590-21-008812,10-K,2021-02-25,2018-01-01,2018-12-31,2018,FY,364.0,net_income,us-gaap,NetIncomeLoss,38809000.0,38.809,USD_millions,flow,1,https://www.sec.gov/Archives/edgar/data/1683606/000156459021008812/,2026-08-05T17:49:37+00:00,0001683606,USD,2020,CY2018,True,latest_valid_restated_sec_companyfacts,Latest valid filing available as of 2026-08-05; configured source-tag priority breaks valid same-filing ties.
cars,CARS,0001564590-21-008812,10-K,2021-02-25,2018-01-01,2018-12-31,2018,FY,364.0,operating_cash_flow,us-gaap,NetCashProvidedByUsedInOperatingActivities,163548000.0,163.548,USD_millions,flow,1,https://www.sec.gov/Archives/edgar/data/1683606/000156459021008812/,2026-08-05T17:49:37+00:00,0001683606,USD,2020,CY2018,True,latest_valid_restated_sec_companyfacts,Latest valid filing available as of 2026-08-05; configured source-tag priority breaks valid same-filing ties.
cars,CARS,0001564590-21-008812,10-K,2021-02-25,2018-01-01,2018-12-31,2018,FY,364.0,operating_income,us-gaap,OperatingIncomeLoss,83924000.0,83.924,USD_millions,flow,1,https://www.sec.gov/Archives/edgar/data/1683606/000156459021008812/,2026-08-05T17:49:37+00:00,0001683606,USD,2020,CY2018,True,latest_valid_restated_sec_companyfacts,Latest valid filing available as of 2026-08-05; configured source-tag priority breaks valid same-filing ties.
cars,CARS,0001564590-21-008812,10-K,2021-02-25,2018-01-01,2018-12-31,2018,FY,364.0,revenue,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax,662127000.0,662.127,USD_millions,flow,1,https://www.sec.gov/Archives/edgar/data/1683606/000156459021008812/,2026-08-05T17:49:37+00:00,0001683606,USD,2020,CY2018,True,latest_valid_restated_sec_companyfacts,Latest valid filing available as of 2026-08-05; configured source-tag priority breaks valid same-filing ties.
