company_id,ticker,cik,peer_group,fiscal_year,period_start,period_end,duration_days,canonical_field,taxonomy,source_tag,source_priority,value_raw,value_standardized,unit,form,raw_fy,raw_fp,frame,accession_number,filing_date,loaded_at,source_url
byon,BYON,0001130713,hybrid,2020,2020-01-01,2020-12-31,365.0,revenue,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax,1,2493915000.0,2493.915,USD,10-K,2021,FY,,0001130713-22-000009,2022-02-25,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071322000009/
byon,BYON,0001130713,hybrid,2020,2020-01-01,2020-12-31,365.0,revenue,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax,1,2493915000.0,2493.915,USD,10-K,2022,FY,CY2020,0001130713-23-000014,2023-02-24,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071323000014/
byon,BYON,0001130713,hybrid,2020,,2020-12-31,,total_assets,us-gaap,Assets,1,830214000.0,830.214,USD,10-K,2020,FY,,0001130713-21-000019,2021-02-26,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071321000019/
byon,BYON,0001130713,hybrid,2020,,2020-12-31,,total_assets,us-gaap,Assets,1,830214000.0,830.214,USD,10-K,2021,FY,CY2020Q4I,0001130713-22-000009,2022-02-25,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071322000009/
byon,BYON,0001130713,hybrid,2020,,2020-12-31,,total_equity,us-gaap,StockholdersEquity,1,373692000.0,373.692,USD,10-K,2020,FY,,0001130713-21-000019,2021-02-26,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071321000019/
byon,BYON,0001130713,hybrid,2020,,2020-12-31,,total_equity,us-gaap,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,2,436326000.0,436.326,USD,10-K,2020,FY,,0001130713-21-000019,2021-02-26,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071321000019/
byon,BYON,0001130713,hybrid,2020,,2020-12-31,,total_equity,us-gaap,StockholdersEquity,1,373692000.0,373.692,USD,10-K,2021,FY,CY2020Q4I,0001130713-22-000009,2022-02-25,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071322000009/
byon,BYON,0001130713,hybrid,2020,,2020-12-31,,total_equity,us-gaap,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,2,436326000.0,436.326,USD,10-K,2021,FY,,0001130713-22-000009,2022-02-25,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071322000009/
byon,BYON,0001130713,hybrid,2020,,2020-12-31,,total_equity,us-gaap,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,2,436326000.0,436.326,USD,10-K,2022,FY,CY2020Q4I,0001130713-23-000014,2023-02-24,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071323000014/
byon,BYON,0001130713,hybrid,2021,2021-01-01,2021-12-31,364.0,net_income,us-gaap,NetIncomeLoss,1,389372000.0,389.372,USD,10-K,2021,FY,,0001130713-22-000009,2022-02-25,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071322000009/
byon,BYON,0001130713,hybrid,2021,2021-01-01,2021-12-31,364.0,net_income,us-gaap,ProfitLoss,2,389037000.0,389.037,USD,10-K,2021,FY,,0001130713-22-000009,2022-02-25,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071322000009/
byon,BYON,0001130713,hybrid,2021,2021-01-01,2021-12-31,364.0,net_income,us-gaap,NetIncomeLossAvailableToCommonStockholdersBasic,3,351364000.0,351.364,USD,10-K,2021,FY,,0001130713-22-000009,2022-02-25,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071322000009/
byon,BYON,0001130713,hybrid,2021,2021-01-01,2021-12-31,364.0,net_income,us-gaap,NetIncomeLoss,1,389372000.0,389.372,USD,10-K,2022,FY,,0001130713-23-000014,2023-02-24,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071323000014/
byon,BYON,0001130713,hybrid,2021,2021-01-01,2021-12-31,364.0,net_income,us-gaap,ProfitLoss,2,389037000.0,389.037,USD,10-K,2022,FY,,0001130713-23-000014,2023-02-24,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071323000014/
byon,BYON,0001130713,hybrid,2021,2021-01-01,2021-12-31,364.0,net_income,us-gaap,NetIncomeLossAvailableToCommonStockholdersBasic,3,351364000.0,351.364,USD,10-K,2022,FY,,0001130713-23-000014,2023-02-24,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071323000014/
byon,BYON,0001130713,hybrid,2021,2021-01-01,2021-12-31,364.0,net_income,us-gaap,NetIncomeLoss,1,389372000.0,389.372,USD,10-K,2023,FY,CY2021,0001130713-24-000013,2024-02-23,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071324000013/
byon,BYON,0001130713,hybrid,2021,2021-01-01,2021-12-31,364.0,net_income,us-gaap,ProfitLoss,2,389037000.0,389.037,USD,10-K,2023,FY,CY2021,0001130713-24-000013,2024-02-23,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071324000013/
byon,BYON,0001130713,hybrid,2021,2021-01-01,2021-12-31,364.0,net_income,us-gaap,NetIncomeLossAvailableToCommonStockholdersBasic,3,351364000.0,351.364,USD,10-K,2023,FY,CY2021,0001130713-24-000013,2024-02-23,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071324000013/
byon,BYON,0001130713,hybrid,2021,2021-01-01,2021-12-31,364.0,revenue,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax,1,2756446000.0,2756.446,USD,10-K,2021,FY,,0001130713-22-000009,2022-02-25,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071322000009/
byon,BYON,0001130713,hybrid,2021,2021-01-01,2021-12-31,364.0,revenue,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax,1,2756446000.0,2756.446,USD,10-K,2022,FY,,0001130713-23-000014,2023-02-24,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071323000014/
byon,BYON,0001130713,hybrid,2021,2021-01-01,2021-12-31,364.0,revenue,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax,1,2756446000.0,2756.446,USD,10-K,2023,FY,CY2021,0001130713-24-000013,2024-02-23,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071324000013/
byon,BYON,0001130713,hybrid,2021,,2021-12-31,,total_assets,us-gaap,Assets,1,1065966000.0,1065.966,USD,10-K,2021,FY,,0001130713-22-000009,2022-02-25,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071322000009/
byon,BYON,0001130713,hybrid,2021,,2021-12-31,,total_assets,us-gaap,Assets,1,1065966000.0,1065.966,USD,10-K,2022,FY,CY2021Q4I,0001130713-23-000014,2023-02-24,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071323000014/
byon,BYON,0001130713,hybrid,2021,,2021-12-31,,total_equity,us-gaap,StockholdersEquity,1,744386000.0,744.386,USD,10-K,2021,FY,,0001130713-22-000009,2022-02-25,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071322000009/
byon,BYON,0001130713,hybrid,2021,,2021-12-31,,total_equity,us-gaap,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,2,744386000.0,744.386,USD,10-K,2021,FY,,0001130713-22-000009,2022-02-25,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071322000009/
byon,BYON,0001130713,hybrid,2021,,2021-12-31,,total_equity,us-gaap,StockholdersEquity,1,744386000.0,744.386,USD,10-K,2022,FY,CY2021Q4I,0001130713-23-000014,2023-02-24,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071323000014/
byon,BYON,0001130713,hybrid,2021,,2021-12-31,,total_equity,us-gaap,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,2,744386000.0,744.386,USD,10-K,2022,FY,,0001130713-23-000014,2023-02-24,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071323000014/
byon,BYON,0001130713,hybrid,2021,,2021-12-31,,total_equity,us-gaap,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,2,744386000.0,744.386,USD,10-K,2023,FY,CY2021Q4I,0001130713-24-000013,2024-02-23,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071324000013/
byon,BYON,0001130713,hybrid,2022,2022-01-01,2022-12-31,364.0,net_income,us-gaap,NetIncomeLoss,1,-35236000.0,-35.236,USD,10-K,2022,FY,,0001130713-23-000014,2023-02-24,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071323000014/
byon,BYON,0001130713,hybrid,2022,2022-01-01,2022-12-31,364.0,net_income,us-gaap,ProfitLoss,2,-35236000.0,-35.236,USD,10-K,2022,FY,,0001130713-23-000014,2023-02-24,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071323000014/
byon,BYON,0001130713,hybrid,2022,2022-01-01,2022-12-31,364.0,net_income,us-gaap,NetIncomeLossAvailableToCommonStockholdersBasic,3,-36933000.0,-36.933,USD,10-K,2022,FY,,0001130713-23-000014,2023-02-24,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071323000014/
byon,BYON,0001130713,hybrid,2022,2022-01-01,2022-12-31,364.0,net_income,us-gaap,NetIncomeLoss,1,-35236000.0,-35.236,USD,10-K,2023,FY,,0001130713-24-000013,2024-02-23,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071324000013/
byon,BYON,0001130713,hybrid,2022,2022-01-01,2022-12-31,364.0,net_income,us-gaap,ProfitLoss,2,-35236000.0,-35.236,USD,10-K,2023,FY,,0001130713-24-000013,2024-02-23,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071324000013/
byon,BYON,0001130713,hybrid,2022,2022-01-01,2022-12-31,364.0,net_income,us-gaap,NetIncomeLossAvailableToCommonStockholdersBasic,3,-36933000.0,-36.933,USD,10-K,2023,FY,CY2022,0001130713-24-000013,2024-02-23,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071324000013/
byon,BYON,0001130713,hybrid,2022,2022-01-01,2022-12-31,364.0,net_income,us-gaap,NetIncomeLoss,1,-35236000.0,-35.236,USD,10-K,2024,FY,CY2022,0001130713-25-000024,2025-02-25,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071325000024/
byon,BYON,0001130713,hybrid,2022,2022-01-01,2022-12-31,364.0,net_income,us-gaap,ProfitLoss,2,-35236000.0,-35.236,USD,10-K,2024,FY,CY2022,0001130713-25-000024,2025-02-25,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071325000024/
byon,BYON,0001130713,hybrid,2022,2022-01-01,2022-12-31,364.0,revenue,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax,1,1929334000.0,1929.334,USD,10-K,2022,FY,,0001130713-23-000014,2023-02-24,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071323000014/
byon,BYON,0001130713,hybrid,2022,2022-01-01,2022-12-31,364.0,revenue,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax,1,1929334000.0,1929.334,USD,10-K,2023,FY,,0001130713-24-000013,2024-02-23,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071324000013/
byon,BYON,0001130713,hybrid,2022,2022-01-01,2022-12-31,364.0,revenue,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax,1,1929334000.0,1929.334,USD,10-K,2024,FY,CY2022,0001130713-25-000024,2025-02-25,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071325000024/
byon,BYON,0001130713,hybrid,2022,,2022-12-31,,total_assets,us-gaap,Assets,1,878546000.0,878.546,USD,10-K,2022,FY,,0001130713-23-000014,2023-02-24,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071323000014/
byon,BYON,0001130713,hybrid,2022,,2022-12-31,,total_assets,us-gaap,Assets,1,878546000.0,878.546,USD,10-K,2023,FY,CY2022Q4I,0001130713-24-000013,2024-02-23,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071324000013/
byon,BYON,0001130713,hybrid,2022,,2022-12-31,,total_equity,us-gaap,StockholdersEquity,1,645826000.0,645.826,USD,10-K,2022,FY,,0001130713-23-000014,2023-02-24,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071323000014/
byon,BYON,0001130713,hybrid,2022,,2022-12-31,,total_equity,us-gaap,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,2,645826000.0,645.826,USD,10-K,2022,FY,,0001130713-23-000014,2023-02-24,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071323000014/
byon,BYON,0001130713,hybrid,2022,,2022-12-31,,total_equity,us-gaap,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,2,645826000.0,645.826,USD,10-K,2023,FY,,0001130713-24-000013,2024-02-23,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071324000013/
byon,BYON,0001130713,hybrid,2022,,2022-12-31,,total_equity,us-gaap,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,2,645826000.0,645.826,USD,10-K,2024,FY,CY2022Q4I,0001130713-25-000024,2025-02-25,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071325000024/
byon,BYON,0001130713,hybrid,2023,2023-01-01,2023-12-31,364.0,net_income,us-gaap,NetIncomeLoss,1,-307842000.0,-307.842,USD,10-K,2023,FY,,0001130713-24-000013,2024-02-23,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071324000013/
byon,BYON,0001130713,hybrid,2023,2023-01-01,2023-12-31,364.0,net_income,us-gaap,ProfitLoss,2,-307842000.0,-307.842,USD,10-K,2023,FY,,0001130713-24-000013,2024-02-23,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071324000013/
byon,BYON,0001130713,hybrid,2023,2023-01-01,2023-12-31,364.0,net_income,us-gaap,NetIncomeLossAvailableToCommonStockholdersBasic,3,-307842000.0,-307.842,USD,10-K,2023,FY,CY2023,0001130713-24-000013,2024-02-23,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071324000013/
byon,BYON,0001130713,hybrid,2023,2023-01-01,2023-12-31,364.0,net_income,us-gaap,NetIncomeLoss,1,-307842000.0,-307.842,USD,10-K,2024,FY,CY2023,0001130713-25-000024,2025-02-25,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071325000024/
byon,BYON,0001130713,hybrid,2023,2023-01-01,2023-12-31,364.0,net_income,us-gaap,ProfitLoss,2,-307842000.0,-307.842,USD,10-K,2024,FY,,0001130713-25-000024,2025-02-25,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071325000024/
byon,BYON,0001130713,hybrid,2023,2023-01-01,2023-12-31,364.0,net_income,us-gaap,ProfitLoss,2,-307842000.0,-307.842,USD,10-K,2025,FY,CY2023,0001130713-26-000018,2026-02-24,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071326000018/
byon,BYON,0001130713,hybrid,2023,2023-01-01,2023-12-31,364.0,revenue,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax,1,1561122000.0,1561.122,USD,10-K,2023,FY,,0001130713-24-000013,2024-02-23,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071324000013/
byon,BYON,0001130713,hybrid,2023,2023-01-01,2023-12-31,364.0,revenue,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax,1,1561122000.0,1561.122,USD,10-K,2024,FY,,0001130713-25-000024,2025-02-25,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071325000024/
byon,BYON,0001130713,hybrid,2023,2023-01-01,2023-12-31,364.0,revenue,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax,1,1561122000.0,1561.122,USD,10-K,2025,FY,CY2023,0001130713-26-000018,2026-02-24,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071326000018/
byon,BYON,0001130713,hybrid,2023,,2023-12-31,,total_assets,us-gaap,Assets,1,635818000.0,635.818,USD,10-K,2023,FY,,0001130713-24-000013,2024-02-23,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071324000013/
byon,BYON,0001130713,hybrid,2023,,2023-12-31,,total_assets,us-gaap,Assets,1,635818000.0,635.818,USD,10-K,2024,FY,CY2023Q4I,0001130713-25-000024,2025-02-25,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071325000024/
byon,BYON,0001130713,hybrid,2023,,2023-12-31,,total_equity,us-gaap,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,2,359132000.0,359.132,USD,10-K,2023,FY,,0001130713-24-000013,2024-02-23,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071324000013/
byon,BYON,0001130713,hybrid,2023,,2023-12-31,,total_equity,us-gaap,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,2,359132000.0,359.132,USD,10-K,2024,FY,,0001130713-25-000024,2025-02-25,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071325000024/
byon,BYON,0001130713,hybrid,2023,,2023-12-31,,total_equity,us-gaap,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,2,359132000.0,359.132,USD,10-K,2025,FY,CY2023Q4I,0001130713-26-000018,2026-02-24,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071326000018/
byon,BYON,0001130713,hybrid,2024,2024-01-01,2024-12-31,365.0,net_income,us-gaap,NetIncomeLoss,1,-258795000.0,-258.795,USD,10-K,2024,FY,CY2024,0001130713-25-000024,2025-02-25,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071325000024/
byon,BYON,0001130713,hybrid,2024,2024-01-01,2024-12-31,365.0,net_income,us-gaap,ProfitLoss,2,-258795000.0,-258.795,USD,10-K,2024,FY,,0001130713-25-000024,2025-02-25,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071325000024/
byon,BYON,0001130713,hybrid,2024,2024-01-01,2024-12-31,365.0,net_income,us-gaap,ProfitLoss,2,-258795000.0,-258.795,USD,10-K,2025,FY,CY2024,0001130713-26-000018,2026-02-24,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071326000018/
byon,BYON,0001130713,hybrid,2024,2024-01-01,2024-12-31,365.0,revenue,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax,1,1394964000.0,1394.964,USD,10-K,2024,FY,,0001130713-25-000024,2025-02-25,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071325000024/
byon,BYON,0001130713,hybrid,2024,2024-01-01,2024-12-31,365.0,revenue,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax,1,1394964000.0,1394.964,USD,10-K,2025,FY,CY2024,0001130713-26-000018,2026-02-24,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071326000018/
byon,BYON,0001130713,hybrid,2024,,2024-12-31,,total_assets,us-gaap,Assets,1,401954000.0,401.954,USD,10-K,2024,FY,,0001130713-25-000024,2025-02-25,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071325000024/
byon,BYON,0001130713,hybrid,2024,,2024-12-31,,total_assets,us-gaap,Assets,1,401954000.0,401.954,USD,10-K,2025,FY,CY2024Q4I,0001130713-26-000018,2026-02-24,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071326000018/
byon,BYON,0001130713,hybrid,2024,,2024-12-31,,total_equity,us-gaap,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,2,162732000.0,162.732,USD,10-K,2024,FY,,0001130713-25-000024,2025-02-25,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071325000024/
byon,BYON,0001130713,hybrid,2024,,2024-12-31,,total_equity,us-gaap,StockholdersEquity,1,162732000.0,162.732,USD,10-K,2025,FY,CY2024Q4I,0001130713-26-000018,2026-02-24,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071326000018/
byon,BYON,0001130713,hybrid,2024,,2024-12-31,,total_equity,us-gaap,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,2,162732000.0,162.732,USD,10-K,2025,FY,CY2024Q4I,0001130713-26-000018,2026-02-24,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071326000018/
byon,BYON,0001130713,hybrid,2025,2025-01-01,2025-12-31,364.0,net_income,us-gaap,ProfitLoss,2,-84621000.0,-84.621,USD,10-K,2025,FY,CY2025,0001130713-26-000018,2026-02-24,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071326000018/
byon,BYON,0001130713,hybrid,2025,2025-01-01,2025-12-31,364.0,revenue,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax,1,1044616000.0,1044.616,USD,10-K,2025,FY,CY2025,0001130713-26-000018,2026-02-24,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071326000018/
byon,BYON,0001130713,hybrid,2025,,2025-12-31,,total_assets,us-gaap,Assets,1,425478000.0,425.478,USD,10-K,2025,FY,,0001130713-26-000018,2026-02-24,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071326000018/
byon,BYON,0001130713,hybrid,2025,,2025-12-31,,total_equity,us-gaap,StockholdersEquity,1,217583000.0,217.583,USD,10-K,2025,FY,,0001130713-26-000018,2026-02-24,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071326000018/
byon,BYON,0001130713,hybrid,2025,,2025-12-31,,total_equity,us-gaap,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,2,217944000.0,217.944,USD,10-K,2025,FY,,0001130713-26-000018,2026-02-24,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1130713/000113071326000018/
carg,CARG,0001494259,marketplace_platform,2015,2015-01-01,2015-12-31,364.0,net_income,us-gaap,NetIncomeLoss,1,-1636000.0,-1.636,USD,10-K,2017,FY,CY2015,0001564590-18-004127,2018-03-01,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1494259/000156459018004127/
carg,CARG,0001494259,marketplace_platform,2015,2015-01-01,2015-12-31,364.0,net_income,us-gaap,NetIncomeLossAvailableToCommonStockholdersBasic,3,-17566000.0,-17.566,USD,10-K,2017,FY,CY2015,0001564590-18-004127,2018-03-01,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1494259/000156459018004127/
carg,CARG,0001494259,marketplace_platform,2015,2015-01-01,2015-12-31,364.0,revenue,us-gaap,Revenues,4,98588000.0,98.588,USD,10-K,2017,FY,CY2015,0001564590-18-004127,2018-03-01,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1494259/000156459018004127/
carg,CARG,0001494259,marketplace_platform,2015,,2015-12-31,,total_equity,us-gaap,StockholdersEquity,1,-16131000.0,-16.131,USD,10-K,2017,FY,,0001564590-18-004127,2018-03-01,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1494259/000156459018004127/
carg,CARG,0001494259,marketplace_platform,2015,,2015-12-31,,total_equity,us-gaap,StockholdersEquity,1,-16131000.0,-16.131,USD,10-K,2018,FY,CY2015Q4I,0001564590-19-005473,2019-02-28,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1494259/000156459019005473/
carg,CARG,0001494259,marketplace_platform,2016,2016-01-01,2016-12-31,365.0,net_income,us-gaap,NetIncomeLoss,1,6497000.0,6.497,USD,10-K,2017,FY,,0001564590-18-004127,2018-03-01,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1494259/000156459018004127/
carg,CARG,0001494259,marketplace_platform,2016,2016-01-01,2016-12-31,365.0,net_income,us-gaap,NetIncomeLossAvailableToCommonStockholdersBasic,3,-25590000.0,-25.59,USD,10-K,2017,FY,,0001564590-18-004127,2018-03-01,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1494259/000156459018004127/
carg,CARG,0001494259,marketplace_platform,2016,2016-01-01,2016-12-31,365.0,net_income,us-gaap,NetIncomeLoss,1,6497000.0,6.497,USD,10-K,2018,FY,CY2016,0001564590-19-005473,2019-02-28,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1494259/000156459019005473/
carg,CARG,0001494259,marketplace_platform,2016,2016-01-01,2016-12-31,365.0,net_income,us-gaap,ProfitLoss,2,6497000.0,6.497,USD,10-K,2018,FY,CY2016,0001564590-19-005473,2019-02-28,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1494259/000156459019005473/
carg,CARG,0001494259,marketplace_platform,2016,2016-01-01,2016-12-31,365.0,net_income,us-gaap,NetIncomeLossAvailableToCommonStockholdersBasic,3,-25590000.0,-25.59,USD,10-K,2018,FY,CY2016,0001564590-19-005473,2019-02-28,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1494259/000156459019005473/
carg,CARG,0001494259,marketplace_platform,2016,2016-01-01,2016-12-31,365.0,revenue,us-gaap,Revenues,4,198141000.0,198.141,USD,10-K,2017,FY,CY2016,0001564590-18-004127,2018-03-01,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1494259/000156459018004127/
carg,CARG,0001494259,marketplace_platform,2016,2016-01-01,2016-12-31,365.0,revenue,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax,1,198141000.0,198.141,USD,10-K,2018,FY,CY2016,0001564590-19-005473,2019-02-28,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1494259/000156459019005473/
carg,CARG,0001494259,marketplace_platform,2016,,2016-12-31,,total_assets,us-gaap,Assets,1,100331000.0,100.331,USD,10-K,2017,FY,CY2016Q4I,0001564590-18-004127,2018-03-01,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1494259/000156459018004127/
carg,CARG,0001494259,marketplace_platform,2016,,2016-12-31,,total_equity,us-gaap,StockholdersEquity,1,-67972000.0,-67.972,USD,10-K,2017,FY,,0001564590-18-004127,2018-03-01,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1494259/000156459018004127/
