company_id,ticker,period_end,fiscal_year,canonical_field,winning_tag,discarded_tag,winning_value,discarded_value,relative_difference,resolution_rule,conflict_severity,winning_accession,discarded_accession
cvna,CVNA,2018-12-31,2018,total_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockholdersEquity,227.0,73.408,0.6766167400881057,latest valid filing then configured source-tag priority,high,0001690820-22-000080,0001690820-19-000024
cvna,CVNA,2018-12-31,2018,total_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,227.0,227.428,0.0018854625550660672,latest valid filing then configured source-tag priority,low,0001690820-22-000080,0001690820-19-000024
cvna,CVNA,2019-12-31,2019,net_income,NetIncomeLoss,ProfitLoss,-115.0,-365.0,2.1739130434782608,latest valid filing then configured source-tag priority,high,0001690820-22-000080,0001690820-22-000080
cvna,CVNA,2019-12-31,2019,net_income,NetIncomeLoss,NetIncomeLossAvailableToCommonStockholdersBasic,-115.0,-115.0,0.0,latest valid filing then configured source-tag priority,low,0001690820-22-000080,0001690820-22-000080
cvna,CVNA,2019-12-31,2019,net_income,NetIncomeLoss,NetIncomeLoss,-115.0,-114.659,0.0029652173913042954,latest valid filing then configured source-tag priority,low,0001690820-22-000080,0001690820-21-000069
cvna,CVNA,2019-12-31,2019,net_income,NetIncomeLoss,ProfitLoss,-115.0,-364.639,2.170773913043478,latest valid filing then configured source-tag priority,high,0001690820-22-000080,0001690820-21-000069
cvna,CVNA,2019-12-31,2019,net_income,NetIncomeLoss,NetIncomeLossAvailableToCommonStockholdersBasic,-115.0,-114.659,0.0029652173913042954,latest valid filing then configured source-tag priority,low,0001690820-22-000080,0001690820-21-000069
cvna,CVNA,2019-12-31,2019,net_income,NetIncomeLoss,NetIncomeLoss,-115.0,-114.659,0.0029652173913042954,latest valid filing then configured source-tag priority,low,0001690820-22-000080,0001690820-20-000052
cvna,CVNA,2019-12-31,2019,net_income,NetIncomeLoss,ProfitLoss,-115.0,-364.639,2.170773913043478,latest valid filing then configured source-tag priority,high,0001690820-22-000080,0001690820-20-000052
cvna,CVNA,2019-12-31,2019,net_income,NetIncomeLoss,NetIncomeLossAvailableToCommonStockholdersBasic,-115.0,-114.659,0.0029652173913042954,latest valid filing then configured source-tag priority,low,0001690820-22-000080,0001690820-20-000052
cvna,CVNA,2019-12-31,2019,revenue,RevenueFromContractWithCustomerExcludingAssessedTax,RevenueFromContractWithCustomerExcludingAssessedTax,3940.0,3939.896,2.6395939086247327e-05,latest valid filing then configured source-tag priority,low,0001690820-22-000080,0001690820-21-000069
cvna,CVNA,2019-12-31,2019,revenue,RevenueFromContractWithCustomerExcludingAssessedTax,RevenueFromContractWithCustomerExcludingAssessedTax,3940.0,3939.896,2.6395939086247327e-05,latest valid filing then configured source-tag priority,low,0001690820-22-000080,0001690820-20-000052
cvna,CVNA,2019-12-31,2019,total_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,192.0,192.0,0.0,latest valid filing then configured source-tag priority,low,0001690820-23-000052,0001690820-22-000080
cvna,CVNA,2019-12-31,2019,total_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockholdersEquity,192.0,98.112,0.48900000000000005,latest valid filing then configured source-tag priority,high,0001690820-23-000052,0001690820-21-000069
cvna,CVNA,2019-12-31,2019,total_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,192.0,191.939,0.00031770833333337006,latest valid filing then configured source-tag priority,low,0001690820-23-000052,0001690820-21-000069
cvna,CVNA,2019-12-31,2019,total_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockholdersEquity,192.0,98.112,0.48900000000000005,latest valid filing then configured source-tag priority,high,0001690820-23-000052,0001690820-20-000052
cvna,CVNA,2019-12-31,2019,total_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,192.0,191.939,0.00031770833333337006,latest valid filing then configured source-tag priority,low,0001690820-23-000052,0001690820-20-000052
cvna,CVNA,2020-12-31,2020,net_income,NetIncomeLoss,ProfitLoss,-171.0,-462.0,1.7017543859649122,latest valid filing then configured source-tag priority,high,0001690820-23-000052,0001690820-23-000052
cvna,CVNA,2020-12-31,2020,net_income,NetIncomeLoss,NetIncomeLossAvailableToCommonStockholdersBasic,-171.0,-171.0,0.0,latest valid filing then configured source-tag priority,low,0001690820-23-000052,0001690820-23-000052
cvna,CVNA,2020-12-31,2020,net_income,NetIncomeLoss,NetIncomeLoss,-171.0,-171.0,0.0,latest valid filing then configured source-tag priority,low,0001690820-23-000052,0001690820-22-000080
cvna,CVNA,2020-12-31,2020,net_income,NetIncomeLoss,ProfitLoss,-171.0,-462.0,1.7017543859649122,latest valid filing then configured source-tag priority,high,0001690820-23-000052,0001690820-22-000080
cvna,CVNA,2020-12-31,2020,net_income,NetIncomeLoss,NetIncomeLossAvailableToCommonStockholdersBasic,-171.0,-171.0,0.0,latest valid filing then configured source-tag priority,low,0001690820-23-000052,0001690820-22-000080
cvna,CVNA,2020-12-31,2020,net_income,NetIncomeLoss,NetIncomeLoss,-171.0,-171.14,0.0008187134502923179,latest valid filing then configured source-tag priority,low,0001690820-23-000052,0001690820-21-000069
cvna,CVNA,2020-12-31,2020,net_income,NetIncomeLoss,ProfitLoss,-171.0,-462.222,1.7030526315789472,latest valid filing then configured source-tag priority,high,0001690820-23-000052,0001690820-21-000069
cvna,CVNA,2020-12-31,2020,net_income,NetIncomeLoss,NetIncomeLossAvailableToCommonStockholdersBasic,-171.0,-171.14,0.0008187134502923179,latest valid filing then configured source-tag priority,low,0001690820-23-000052,0001690820-21-000069
cvna,CVNA,2020-12-31,2020,revenue,RevenueFromContractWithCustomerExcludingAssessedTax,RevenueFromContractWithCustomerExcludingAssessedTax,5587.0,5587.0,0.0,latest valid filing then configured source-tag priority,low,0001690820-23-000052,0001690820-22-000080
cvna,CVNA,2020-12-31,2020,revenue,RevenueFromContractWithCustomerExcludingAssessedTax,RevenueFromContractWithCustomerExcludingAssessedTax,5587.0,5586.565,7.785931626998392e-05,latest valid filing then configured source-tag priority,low,0001690820-23-000052,0001690820-21-000069
cvna,CVNA,2020-12-31,2020,total_assets,Assets,Assets,3035.0,3034.531,0.0001545304777594896,latest valid filing then configured source-tag priority,low,0001690820-22-000080,0001690820-21-000069
cvna,CVNA,2020-12-31,2020,total_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,802.0,802.0,0.0,latest valid filing then configured source-tag priority,low,0001690820-24-000093,0001690820-23-000052
cvna,CVNA,2020-12-31,2020,total_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockholdersEquity,802.0,388.0,0.516209476309227,latest valid filing then configured source-tag priority,high,0001690820-24-000093,0001690820-22-000080
cvna,CVNA,2020-12-31,2020,total_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,802.0,802.0,0.0,latest valid filing then configured source-tag priority,low,0001690820-24-000093,0001690820-22-000080
cvna,CVNA,2020-12-31,2020,total_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockholdersEquity,802.0,387.6,0.5167082294264339,latest valid filing then configured source-tag priority,high,0001690820-24-000093,0001690820-21-000069
cvna,CVNA,2020-12-31,2020,total_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,802.0,801.503,0.0006197007481296225,latest valid filing then configured source-tag priority,low,0001690820-24-000093,0001690820-21-000069
cvna,CVNA,2021-12-31,2021,net_income,NetIncomeLoss,ProfitLoss,-135.0,-287.0,1.125925925925926,latest valid filing then configured source-tag priority,high,0001690820-24-000093,0001690820-24-000093
cvna,CVNA,2021-12-31,2021,net_income,NetIncomeLoss,NetIncomeLossAvailableToCommonStockholdersBasic,-135.0,-135.0,0.0,latest valid filing then configured source-tag priority,low,0001690820-24-000093,0001690820-24-000093
cvna,CVNA,2021-12-31,2021,net_income,NetIncomeLoss,NetIncomeLoss,-135.0,-135.0,0.0,latest valid filing then configured source-tag priority,low,0001690820-24-000093,0001690820-23-000052
cvna,CVNA,2021-12-31,2021,net_income,NetIncomeLoss,ProfitLoss,-135.0,-287.0,1.125925925925926,latest valid filing then configured source-tag priority,high,0001690820-24-000093,0001690820-23-000052
cvna,CVNA,2021-12-31,2021,net_income,NetIncomeLoss,NetIncomeLossAvailableToCommonStockholdersBasic,-135.0,-135.0,0.0,latest valid filing then configured source-tag priority,low,0001690820-24-000093,0001690820-23-000052
cvna,CVNA,2021-12-31,2021,net_income,NetIncomeLoss,NetIncomeLoss,-135.0,-135.0,0.0,latest valid filing then configured source-tag priority,low,0001690820-24-000093,0001690820-22-000080
cvna,CVNA,2021-12-31,2021,net_income,NetIncomeLoss,ProfitLoss,-135.0,-287.0,1.125925925925926,latest valid filing then configured source-tag priority,high,0001690820-24-000093,0001690820-22-000080
cvna,CVNA,2021-12-31,2021,net_income,NetIncomeLoss,NetIncomeLossAvailableToCommonStockholdersBasic,-135.0,-135.0,0.0,latest valid filing then configured source-tag priority,low,0001690820-24-000093,0001690820-22-000080
cvna,CVNA,2021-12-31,2021,total_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,525.0,525.0,0.0,latest valid filing then configured source-tag priority,low,0001690820-25-000074,0001690820-24-000093
cvna,CVNA,2021-12-31,2021,total_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockholdersEquity,525.0,306.0,0.41714285714285715,latest valid filing then configured source-tag priority,high,0001690820-25-000074,0001690820-23-000052
cvna,CVNA,2021-12-31,2021,total_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,525.0,525.0,0.0,latest valid filing then configured source-tag priority,low,0001690820-25-000074,0001690820-23-000052
cvna,CVNA,2021-12-31,2021,total_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockholdersEquity,525.0,306.0,0.41714285714285715,latest valid filing then configured source-tag priority,high,0001690820-25-000074,0001690820-22-000080
cvna,CVNA,2021-12-31,2021,total_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,525.0,525.0,0.0,latest valid filing then configured source-tag priority,low,0001690820-25-000074,0001690820-22-000080
cvna,CVNA,2022-12-31,2022,net_income,NetIncomeLoss,ProfitLoss,-1587.0,-2894.0,0.8235664776307499,latest valid filing then configured source-tag priority,high,0001690820-25-000074,0001690820-25-000074
cvna,CVNA,2022-12-31,2022,net_income,NetIncomeLoss,NetIncomeLossAvailableToCommonStockholdersBasic,-1587.0,-1587.0,0.0,latest valid filing then configured source-tag priority,low,0001690820-25-000074,0001690820-25-000074
cvna,CVNA,2022-12-31,2022,net_income,NetIncomeLoss,NetIncomeLoss,-1587.0,-1587.0,0.0,latest valid filing then configured source-tag priority,low,0001690820-25-000074,0001690820-24-000093
cvna,CVNA,2022-12-31,2022,net_income,NetIncomeLoss,ProfitLoss,-1587.0,-2894.0,0.8235664776307499,latest valid filing then configured source-tag priority,high,0001690820-25-000074,0001690820-24-000093
cvna,CVNA,2022-12-31,2022,net_income,NetIncomeLoss,NetIncomeLossAvailableToCommonStockholdersBasic,-1587.0,-1587.0,0.0,latest valid filing then configured source-tag priority,low,0001690820-25-000074,0001690820-24-000093
cvna,CVNA,2022-12-31,2022,net_income,NetIncomeLoss,NetIncomeLoss,-1587.0,-1587.0,0.0,latest valid filing then configured source-tag priority,low,0001690820-25-000074,0001690820-23-000052
cvna,CVNA,2022-12-31,2022,net_income,NetIncomeLoss,ProfitLoss,-1587.0,-2894.0,0.8235664776307499,latest valid filing then configured source-tag priority,high,0001690820-25-000074,0001690820-23-000052
cvna,CVNA,2022-12-31,2022,net_income,NetIncomeLoss,NetIncomeLossAvailableToCommonStockholdersBasic,-1587.0,-1587.0,0.0,latest valid filing then configured source-tag priority,low,0001690820-25-000074,0001690820-23-000052
cvna,CVNA,2022-12-31,2022,total_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-1053.0,-1053.0,0.0,latest valid filing then configured source-tag priority,low,0001690820-26-000009,0001690820-25-000074
cvna,CVNA,2022-12-31,2022,total_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockholdersEquity,-1053.0,-518.0,0.5080721747388414,latest valid filing then configured source-tag priority,high,0001690820-26-000009,0001690820-24-000093
cvna,CVNA,2022-12-31,2022,total_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-1053.0,-1053.0,0.0,latest valid filing then configured source-tag priority,low,0001690820-26-000009,0001690820-24-000093
cvna,CVNA,2022-12-31,2022,total_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockholdersEquity,-1053.0,-518.0,0.5080721747388414,latest valid filing then configured source-tag priority,high,0001690820-26-000009,0001690820-23-000052
cvna,CVNA,2022-12-31,2022,total_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-1053.0,-1053.0,0.0,latest valid filing then configured source-tag priority,low,0001690820-26-000009,0001690820-23-000052
cvna,CVNA,2023-12-31,2023,net_income,NetIncomeLoss,ProfitLoss,450.0,150.0,0.6666666666666666,latest valid filing then configured source-tag priority,high,0001690820-26-000009,0001690820-26-000009
cvna,CVNA,2023-12-31,2023,net_income,NetIncomeLoss,NetIncomeLossAvailableToCommonStockholdersBasic,450.0,450.0,0.0,latest valid filing then configured source-tag priority,low,0001690820-26-000009,0001690820-26-000009
cvna,CVNA,2023-12-31,2023,net_income,NetIncomeLoss,NetIncomeLoss,450.0,450.0,0.0,latest valid filing then configured source-tag priority,low,0001690820-26-000009,0001690820-25-000074
cvna,CVNA,2023-12-31,2023,net_income,NetIncomeLoss,ProfitLoss,450.0,150.0,0.6666666666666666,latest valid filing then configured source-tag priority,high,0001690820-26-000009,0001690820-25-000074
cvna,CVNA,2023-12-31,2023,net_income,NetIncomeLoss,NetIncomeLossAvailableToCommonStockholdersBasic,450.0,450.0,0.0,latest valid filing then configured source-tag priority,low,0001690820-26-000009,0001690820-25-000074
cvna,CVNA,2023-12-31,2023,net_income,NetIncomeLoss,NetIncomeLoss,450.0,450.0,0.0,latest valid filing then configured source-tag priority,low,0001690820-26-000009,0001690820-24-000093
cvna,CVNA,2023-12-31,2023,net_income,NetIncomeLoss,ProfitLoss,450.0,150.0,0.6666666666666666,latest valid filing then configured source-tag priority,high,0001690820-26-000009,0001690820-24-000093
cvna,CVNA,2023-12-31,2023,net_income,NetIncomeLoss,NetIncomeLossAvailableToCommonStockholdersBasic,450.0,450.0,0.0,latest valid filing then configured source-tag priority,low,0001690820-26-000009,0001690820-24-000093
cvna,CVNA,2023-12-31,2023,total_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockholdersEquity,-384.0,243.0,1.6328125,latest valid filing then configured source-tag priority,high,0001690820-26-000009,0001690820-25-000074
cvna,CVNA,2023-12-31,2023,total_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-384.0,-384.0,0.0,latest valid filing then configured source-tag priority,low,0001690820-26-000009,0001690820-25-000074
cvna,CVNA,2023-12-31,2023,total_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockholdersEquity,-384.0,243.0,1.6328125,latest valid filing then configured source-tag priority,high,0001690820-26-000009,0001690820-24-000093
cvna,CVNA,2023-12-31,2023,total_equity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-384.0,-384.0,0.0,latest valid filing then configured source-tag priority,low,0001690820-26-000009,0001690820-24-000093
cvna,CVNA,2024-12-31,2024,net_income,NetIncomeLoss,ProfitLoss,210.0,404.0,0.9238095238095239,latest valid filing then configured source-tag priority,high,0001690820-26-000009,0001690820-26-000009
cvna,CVNA,2024-12-31,2024,net_income,NetIncomeLoss,NetIncomeLossAvailableToCommonStockholdersBasic,210.0,210.0,0.0,latest valid filing then configured source-tag priority,low,0001690820-26-000009,0001690820-26-000009
cvna,CVNA,2024-12-31,2024,net_income,NetIncomeLoss,NetIncomeLoss,210.0,210.0,0.0,latest valid filing then configured source-tag priority,low,0001690820-26-000009,0001690820-25-000074
cvna,CVNA,2024-12-31,2024,net_income,NetIncomeLoss,ProfitLoss,210.0,404.0,0.9238095238095239,latest valid filing then configured source-tag priority,high,0001690820-26-000009,0001690820-25-000074
cvna,CVNA,2024-12-31,2024,net_income,NetIncomeLoss,NetIncomeLossAvailableToCommonStockholdersBasic,210.0,210.0,0.0,latest valid filing then configured source-tag priority,low,0001690820-26-000009,0001690820-25-000074
cvna,CVNA,2024-12-31,2024,total_equity,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,1260.0,1375.0,0.09126984126984126,latest valid filing then configured source-tag priority,high,0001690820-26-000009,0001690820-26-000009
cvna,CVNA,2024-12-31,2024,total_equity,StockholdersEquity,StockholdersEquity,1260.0,1260.0,0.0,latest valid filing then configured source-tag priority,low,0001690820-26-000009,0001690820-25-000074
cvna,CVNA,2024-12-31,2024,total_equity,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,1260.0,1375.0,0.09126984126984126,latest valid filing then configured source-tag priority,high,0001690820-26-000009,0001690820-25-000074
dash,DASH,2018-12-31,2018,net_income,NetIncomeLoss,NetIncomeLossAvailableToCommonStockholdersBasic,-204.0,-207.0,0.014705882352941176,latest valid filing then configured source-tag priority,medium,0001628280-21-004032,0001628280-21-004032
dash,DASH,2019-12-31,2019,net_income,NetIncomeLoss,NetIncomeLossAvailableToCommonStockholdersBasic,-667.0,-668.0,0.0014992503748125937,latest valid filing then configured source-tag priority,low,0001628280-22-004350,0001628280-22-004350
dash,DASH,2019-12-31,2019,net_income,NetIncomeLoss,NetIncomeLoss,-667.0,-667.0,0.0,latest valid filing then configured source-tag priority,low,0001628280-22-004350,0001628280-21-004032
dash,DASH,2019-12-31,2019,net_income,NetIncomeLoss,NetIncomeLossAvailableToCommonStockholdersBasic,-667.0,-668.0,0.0014992503748125937,latest valid filing then configured source-tag priority,low,0001628280-22-004350,0001628280-21-004032
dash,DASH,2022-12-31,2022,net_income,NetIncomeLoss,ProfitLoss,-1365.0,-1368.0,0.002197802197802198,latest valid filing then configured source-tag priority,low,0001628280-25-005715,0001628280-25-005715
dash,DASH,2022-12-31,2022,net_income,NetIncomeLoss,NetIncomeLoss,-1365.0,-1365.0,0.0,latest valid filing then configured source-tag priority,low,0001628280-25-005715,0001628280-24-005600
dash,DASH,2022-12-31,2022,net_income,NetIncomeLoss,ProfitLoss,-1365.0,-1368.0,0.002197802197802198,latest valid filing then configured source-tag priority,low,0001628280-25-005715,0001628280-24-005600
dash,DASH,2022-12-31,2022,net_income,NetIncomeLoss,NetIncomeLoss,-1365.0,-1365.0,0.0,latest valid filing then configured source-tag priority,low,0001628280-25-005715,0001628280-23-005131
dash,DASH,2022-12-31,2022,net_income,NetIncomeLoss,ProfitLoss,-1365.0,-1368.0,0.002197802197802198,latest valid filing then configured source-tag priority,low,0001628280-25-005715,0001628280-23-005131
dash,DASH,2023-12-31,2023,net_income,NetIncomeLoss,ProfitLoss,-558.0,-565.0,0.012544802867383513,latest valid filing then configured source-tag priority,medium,0001792789-26-000035,0001792789-26-000035
dash,DASH,2023-12-31,2023,net_income,NetIncomeLoss,NetIncomeLoss,-558.0,-558.0,0.0,latest valid filing then configured source-tag priority,low,0001792789-26-000035,0001792789-26-000013
dash,DASH,2023-12-31,2023,net_income,NetIncomeLoss,ProfitLoss,-558.0,-565.0,0.012544802867383513,latest valid filing then configured source-tag priority,medium,0001792789-26-000035,0001792789-26-000013
dash,DASH,2023-12-31,2023,net_income,NetIncomeLoss,NetIncomeLoss,-558.0,-558.0,0.0,latest valid filing then configured source-tag priority,low,0001792789-26-000035,0001628280-25-005715
dash,DASH,2023-12-31,2023,net_income,NetIncomeLoss,ProfitLoss,-558.0,-565.0,0.012544802867383513,latest valid filing then configured source-tag priority,medium,0001792789-26-000035,0001628280-25-005715
dash,DASH,2023-12-31,2023,net_income,NetIncomeLoss,NetIncomeLoss,-558.0,-558.0,0.0,latest valid filing then configured source-tag priority,low,0001792789-26-000035,0001628280-24-005600
dash,DASH,2023-12-31,2023,net_income,NetIncomeLoss,ProfitLoss,-558.0,-565.0,0.012544802867383513,latest valid filing then configured source-tag priority,medium,0001792789-26-000035,0001628280-24-005600
dash,DASH,2024-12-31,2024,net_income,NetIncomeLoss,ProfitLoss,123.0,117.0,0.04878048780487805,latest valid filing then configured source-tag priority,medium,0001792789-26-000035,0001792789-26-000035
dash,DASH,2024-12-31,2024,net_income,NetIncomeLoss,NetIncomeLoss,123.0,123.0,0.0,latest valid filing then configured source-tag priority,low,0001792789-26-000035,0001792789-26-000013
dash,DASH,2024-12-31,2024,net_income,NetIncomeLoss,ProfitLoss,123.0,117.0,0.04878048780487805,latest valid filing then configured source-tag priority,medium,0001792789-26-000035,0001792789-26-000013
dash,DASH,2024-12-31,2024,net_income,NetIncomeLoss,NetIncomeLoss,123.0,123.0,0.0,latest valid filing then configured source-tag priority,low,0001792789-26-000035,0001628280-25-005715
dash,DASH,2024-12-31,2024,net_income,NetIncomeLoss,ProfitLoss,123.0,117.0,0.04878048780487805,latest valid filing then configured source-tag priority,medium,0001792789-26-000035,0001628280-25-005715
ebay,EBAY,2017-12-31,2017,net_income,NetIncomeLoss,NetIncomeLoss,-1017.0,-1017.0,0.0,latest valid filing then configured source-tag priority,low,0001065088-20-000006,0001065088-19-000006
ebay,EBAY,2017-12-31,2017,net_income,NetIncomeLoss,NetIncomeLoss,-1017.0,-1016.0,0.0009832841691248771,latest valid filing then configured source-tag priority,low,0001065088-20-000006,0001065088-18-000009
ebay,EBAY,2017-12-31,2017,revenue,RevenueFromContractWithCustomerExcludingAssessedTax,RevenueFromContractWithCustomerExcludingAssessedTax,9927.0,9927.0,0.0,latest valid filing then configured source-tag priority,low,0001065088-20-000006,0001065088-19-000006
ebay,EBAY,2017-12-31,2017,revenue,RevenueFromContractWithCustomerExcludingAssessedTax,SalesRevenueNet,9927.0,9567.0,0.03626473254759746,latest valid filing then configured source-tag priority,medium,0001065088-20-000006,0001065088-18-000009
ebay,EBAY,2017-12-31,2017,total_assets,Assets,Assets,25986.0,25981.0,0.00019241129839144154,latest valid filing then configured source-tag priority,low,0001065088-19-000006,0001065088-18-000009
ebay,EBAY,2017-12-31,2017,total_equity,StockholdersEquity,StockholdersEquity,8049.0,8049.0,0.0,latest valid filing then configured source-tag priority,low,0001065088-20-000006,0001065088-19-000006
ebay,EBAY,2017-12-31,2017,total_equity,StockholdersEquity,StockholdersEquity,8049.0,8063.0,0.0017393465026711392,latest valid filing then configured source-tag priority,low,0001065088-20-000006,0001065088-18-000009
ebay,EBAY,2018-12-31,2018,revenue,RevenueFromContractWithCustomerExcludingAssessedTax,RevenueFromContractWithCustomerExcludingAssessedTax,8650.0,10746.0,0.2423121387283237,latest valid filing then configured source-tag priority,high,0001065088-21-000006,0001065088-20-000006
ebay,EBAY,2018-12-31,2018,revenue,RevenueFromContractWithCustomerExcludingAssessedTax,RevenueFromContractWithCustomerExcludingAssessedTax,8650.0,10746.0,0.2423121387283237,latest valid filing then configured source-tag priority,high,0001065088-21-000006,0001065088-19-000006
ebay,EBAY,2019-12-31,2019,revenue,RevenueFromContractWithCustomerExcludingAssessedTax,RevenueFromContractWithCustomerExcludingAssessedTax,7429.0,8636.0,0.16247139588100687,latest valid filing then configured source-tag priority,high,0001065088-22-000006,0001065088-21-000006
ebay,EBAY,2019-12-31,2019,revenue,RevenueFromContractWithCustomerExcludingAssessedTax,RevenueFromContractWithCustomerExcludingAssessedTax,7429.0,10800.0,0.4537622829452147,latest valid filing then configured source-tag priority,high,0001065088-22-000006,0001065088-20-000006
ebay,EBAY,2020-12-31,2020,revenue,RevenueFromContractWithCustomerExcludingAssessedTax,RevenueFromContractWithCustomerExcludingAssessedTax,8894.0,8894.0,0.0,latest valid filing then configured source-tag priority,low,0001065088-23-000006,0001065088-22-000006
ebay,EBAY,2020-12-31,2020,revenue,RevenueFromContractWithCustomerExcludingAssessedTax,RevenueFromContractWithCustomerExcludingAssessedTax,8894.0,10271.0,0.15482347650101191,latest valid filing then configured source-tag priority,high,0001065088-23-000006,0001065088-21-000006
etsy,ETSY,2017-12-31,2017,net_income,NetIncomeLoss,NetIncomeLossAvailableToCommonStockholdersBasic,81.8,81.72,0.000977995110024429,latest valid filing then configured source-tag priority,low,0001370637-20-000046,0001370637-20-000046
etsy,ETSY,2017-12-31,2017,net_income,NetIncomeLoss,NetIncomeLoss,81.8,81.8,0.0,latest valid filing then configured source-tag priority,low,0001370637-20-000046,0001370637-19-000028
etsy,ETSY,2017-12-31,2017,net_income,NetIncomeLoss,NetIncomeLossAvailableToCommonStockholdersBasic,81.8,81.72,0.000977995110024429,latest valid filing then configured source-tag priority,low,0001370637-20-000046,0001370637-19-000028
etsy,ETSY,2017-12-31,2017,net_income,NetIncomeLoss,NetIncomeLoss,81.8,81.8,0.0,latest valid filing then configured source-tag priority,low,0001370637-20-000046,0001370637-18-000020
etsy,ETSY,2017-12-31,2017,net_income,NetIncomeLoss,NetIncomeLossAvailableToCommonStockholdersBasic,81.8,81.72,0.000977995110024429,latest valid filing then configured source-tag priority,low,0001370637-20-000046,0001370637-18-000020
etsy,ETSY,2018-12-31,2018,net_income,NetIncomeLoss,NetIncomeLossAvailableToCommonStockholdersBasic,77.491,77.454,0.0004774748035256499,latest valid filing then configured source-tag priority,low,0001370637-21-000012,0001370637-21-000012
etsy,ETSY,2018-12-31,2018,net_income,NetIncomeLoss,NetIncomeLoss,77.491,77.491,0.0,latest valid filing then configured source-tag priority,low,0001370637-21-000012,0001370637-20-000046
etsy,ETSY,2018-12-31,2018,net_income,NetIncomeLoss,NetIncomeLossAvailableToCommonStockholdersBasic,77.491,77.454,0.0004774748035256499,latest valid filing then configured source-tag priority,low,0001370637-21-000012,0001370637-20-000046
etsy,ETSY,2018-12-31,2018,net_income,NetIncomeLoss,NetIncomeLoss,77.491,77.491,0.0,latest valid filing then configured source-tag priority,low,0001370637-21-000012,0001370637-19-000028
etsy,ETSY,2018-12-31,2018,net_income,NetIncomeLoss,NetIncomeLossAvailableToCommonStockholdersBasic,77.491,77.454,0.0004774748035256499,latest valid filing then configured source-tag priority,low,0001370637-21-000012,0001370637-19-000028
expe,EXPE,2017-12-31,2017,net_income,NetIncomeLoss,ProfitLoss,378.0,372.0,0.015873015873015872,latest valid filing then configured source-tag priority,medium,0001324424-20-000009,0001324424-20-000009
expe,EXPE,2017-12-31,2017,net_income,NetIncomeLoss,NetIncomeLoss,378.0,378.0,0.0,latest valid filing then configured source-tag priority,low,0001324424-20-000009,0001324424-19-000006
expe,EXPE,2017-12-31,2017,net_income,NetIncomeLoss,ProfitLoss,378.0,372.0,0.015873015873015872,latest valid filing then configured source-tag priority,medium,0001324424-20-000009,0001324424-19-000006
