formal_peer_group,fiscal_year,company_count,valid_roe_company_count,peer_median_roe,peer_median_net_margin,peer_median_asset_turnover,peer_median_equity_multiplier
inventory_led_ecommerce,2021,2,0,,0.03131371171721065,,
inventory_led_ecommerce,2022,2,2,0.40390713830914926,-0.0001823382502832687,2.778809421745646,20.63733341341135
inventory_led_ecommerce,2023,2,2,0.14650036224945157,0.02824256901230386,2.533732143913559,5.678407127843286
marketplace_platform,2021,4,0,,0.15910058584429812,,
marketplace_platform,2022,4,4,-0.20450763820904766,-0.16845408343315035,0.7453753249355264,4.324333234964168
marketplace_platform,2023,4,3,0.47917568620659795,0.15632892204534768,0.8484591073263337,3.6773746644731147
