company_id,ticker,company_name,formal_peer_group,fiscal_year,prior_fiscal_year,net_margin,asset_turnover,equity_multiplier,roe,average_equity,dupont_valid_flag,observed_prior_fiscal_year,prior_net_margin,prior_asset_turnover,prior_equity_multiplier,prior_roe,prior_average_equity,prior_dupont_valid_flag,transition_valid_flag,roe_change,contribution_margin,contribution_turnover,contribution_multiplier,contribution_sum,dominant_driver,h1_driver_group,leverage_contribution_share,shapley_reconciliation_gap
etsy,ETSY,Etsy Inc,marketplace_platform,2024,2023,0.10799328569414159,1.1006199661309353,,,-651.2905000000001,False,2023,0.11190895572186785,1.0331543291893164,,,-545.4945,False,False,,,,,,not_available,not_available,,
expe,EXPE,Expedia Group Inc,marketplace_platform,2019,2018,0.04682191099693379,0.6117772313620117,3.5263251988915707,0.10101010101010101,5593.5,True,2018,0.03617571059431524,0.6141344496429451,3.1026315789473684,0.06893039049235994,5890.0,True,True,0.03207971051774107,0.021628242207587307,-0.0003251141584356056,0.010776582468589382,0.032079710517741084,margin,operating_driven,0.33256104843276896,-1.3877787807814457e-17
expe,EXPE,Expedia Group Inc,marketplace_platform,2020,2019,-0.5024043085208694,0.25926295317408865,4.696252927400469,-0.6117096018735363,4270.0,True,2019,0.04682191099693379,0.6117772313620117,3.5263251988915707,0.10101010101010101,5593.5,True,True,-0.7127197028836373,-0.9645406366226763,0.3490108900389086,-0.09718995629986954,-0.7127197028836372,margin,mixed_or_ambiguous,0.0,-1.1102230246251565e-16
expe,EXPE,Expedia Group Inc,marketplace_platform,2021,2020,0.0013956734124214933,0.4273572245141409,6.1375838926174495,0.0036607687614399025,3278.0,True,2020,-0.5024043085208694,0.25926295317408865,4.696252927400469,-0.6117096018735363,4270.0,True,True,0.6153703706349762,0.947079830851651,-0.2179257463630465,-0.11378371385362823,0.6153703706349762,margin,operating_driven,0.0,0.0
expe,EXPE,Expedia Group Inc,marketplace_platform,2022,2021,0.03017056655524128,0.5412790832540769,5.921565934065934,0.0967032967032967,3640.0,True,2021,0.0013956734124214933,0.4273572245141409,6.1375838926174495,0.0036607687614399025,3278.0,True,True,0.0930425279418568,0.08397037023717119,0.01078242062535363,-0.0017102629206680044,0.09304252794185681,margin,operating_driven,0.0,-1.3877787807814457e-17
expe,EXPE,Expedia Group Inc,marketplace_platform,2023,2022,0.062076485707609624,0.5943568733652755,6.632330365366902,0.2447037150752226,3257.0,True,2022,0.03017056655524128,0.5412790832540769,5.921565934065934,0.0967032967032967,3640.0,True,True,0.1480004183719259,0.1138182350699474,0.015467121823620238,0.01871506147835821,0.14800041837192585,margin,operating_driven,0.12645276063562982,5.551115123125783e-17
expe,EXPE,Expedia Group Inc,marketplace_platform,2024,2023,0.09013220363742605,0.6218941630706336,10.138153350218742,0.5682707805664288,2171.5,True,2023,0.062076485707609624,0.5943568733652755,6.632330365366902,0.2447037150752226,3257.0,True,True,0.3235670654912062,0.14328965897324009,0.01779872357272088,0.16247868294524515,0.3235670654912061,multiplier,leverage_driven,0.5021483960321697,5.551115123125783e-17
figs,FIGS,FIGS Inc,dtc_brand,2021,2020,-0.02277455903486967,1.8832376583798245,1.2981966496722506,-0.05567953386744355,171.625,True,2020,0.18911338137371156,,,0.7291030177813922,68.2455,False,False,-0.7847825516488357,,,,,not_available,not_available,,
figs,FIGS,FIGS Inc,dtc_brand,2022,2021,0.04188322279004023,1.4313080509044092,1.277425756173732,0.07657885605228153,276.656,True,2021,-0.02277455903486967,1.8832376583798245,1.2981966496722506,-0.05567953386744355,171.625,True,True,0.13225838991972508,0.13804674340774586,-0.005510042810575092,-0.0002783106774456919,0.13225838991972508,margin,operating_driven,0.0,0.0
figs,FIGS,FIGS Inc,dtc_brand,2023,2022,0.041486604868357875,1.256853547213837,1.2683128125050214,0.06613311052324826,342.29449999999997,True,2022,0.04188322279004023,1.4313080509044092,1.277425756173732,0.07657885605228153,276.656,True,True,-0.010445745529033268,-0.000678602018941014,-0.009256511938724602,-0.000510631571367671,-0.010445745529033287,turnover,mixed_or_ambiguous,,1.9081958235744878e-17
figs,FIGS,FIGS Inc,dtc_brand,2024,2023,0.004895978457694786,1.1303362373804167,1.3037393465626501,0.007215026353414273,376.991,True,2023,0.041486604868357875,1.256853547213837,1.2683128125050214,0.06613311052324826,342.29449999999997,True,True,-0.05891808416983399,-0.05615273103541932,-0.0037596620931396882,0.0009943089587250305,-0.058918084169833976,margin,mixed_or_ambiguous,1.0,-1.3877787807814457e-17
love,LOVE,Lovesac Company,dtc_brand,2019,2018,-0.04041658777239968,2.2652831950567283,1.430108899311271,-0.1309336447060674,51.2042265,True,2018,-0.05403963934416021,,,,,False,False,,,,,,not_available,not_available,,
love,LOVE,Lovesac Company,dtc_brand,2020,2019,-0.06515209296545932,2.023399952813894,1.3655650258990675,-0.18002071925410684,84.4625,True,2019,-0.04041658777239968,2.2652831950567283,1.430108899311271,-0.1309336447060674,51.2042265,True,True,-0.049087074548039455,-0.07417537158145074,0.01781490838459686,0.007273388648814426,-0.049087074548039455,margin,mixed_or_ambiguous,0.2899116125390299,0.0
love,LOVE,Lovesac Company,dtc_brand,2021,2020,0.045915981268200214,2.1621613094905507,1.497633868582188,0.14868173305536064,99.0505,True,2020,-0.06515209296545932,2.023399952813894,1.3655650258990675,-0.18002071925410684,84.4625,True,True,0.3287024523094675,0.3329321909678771,-0.0017410134091861088,-0.0024887252492234837,0.3287024523094675,margin,operating_driven,0.0,0.0
love,LOVE,Lovesac Company,dtc_brand,2022,2021,0.09531168776430589,1.8449777172131978,2.0322960565924144,0.35737507525587,132.88,True,2021,0.045915981268200214,2.1621613094905507,1.497633868582188,0.14868173305536064,99.0505,True,True,0.20869334220050934,0.1739765100876094,-0.040228959121009614,0.07494579123390947,0.20869334220050928,margin,operating_driven,0.30108106359303755,5.551115123125783e-17
love,LOVE,Lovesac Company,dtc_brand,2023,2022,0.040676987433562815,1.6746062156845094,2.2162789107116394,0.1509683449793108,175.454,True,2022,0.09531168776430589,1.8449777172131978,2.0322960565924144,0.35737507525587,132.88,True,True,-0.20640673027655917,-0.20409840904518098,-0.02446566558593605,0.022157344354557903,-0.20640673027655912,margin,mixed_or_ambiguous,1.0,-5.551115123125783e-17
love,LOVE,Lovesac Company,dtc_brand,2024,2023,0.03407424332217089,1.5722053960121507,2.169575488930563,0.11622786721547042,205.29500000000002,True,2023,0.040676987433562815,1.6746062156845094,2.2162789107116394,0.1509683449793108,175.454,True,True,-0.034740477763840386,-0.023508471454203192,-0.008395607799184721,-0.0028363985104524697,-0.03474047776384038,margin,mixed_or_ambiguous,,-6.938893903907228e-18
pton,PTON,Peloton Interactive Inc,dtc_brand,2020,2019,-0.03921353852894462,0.9494319215869796,3.375724065297525,-0.12568018255222044,569.7,True,2019,-0.21377049180327867,,,,-427.1,False,False,,,,,,not_available,not_available,,
pton,PTON,Peloton Interactive Inc,dtc_brand,2021,2020,-0.04699388333581978,1.0771620644400997,2.175752454765304,-0.11013665102998164,1716.05,True,2020,-0.03921353852894462,0.9494319215869796,3.375724065297525,-0.12568018255222044,569.7,True,True,0.015543531522238793,-0.021783989182982355,-0.015182848246837601,0.052510368952058746,0.015543531522238786,multiplier,leverage_driven,1.0,6.938893903907228e-18
pton,PTON,Peloton Interactive Inc,dtc_brand,2022,2021,-0.7893972809245973,0.8414512397082486,3.6276523221133363,-2.409629314017895,1173.5,True,2021,-0.04699388333581978,1.0771620644400997,2.175752454765304,-0.11013665102998164,1716.05,True,True,-2.2994926629879133,-2.0453980956468776,0.3072027984199499,-0.5612973657609857,-2.2994926629879133,margin,mixed_or_ambiguous,0.0,0.0
