company_id,ticker,cik,peer_group,fiscal_year,period_start,period_end,duration_days,canonical_field,taxonomy,source_tag,source_priority,value_raw,value_standardized,unit,form,raw_fy,raw_fp,frame,accession_number,filing_date,loaded_at,source_url,is_latest_restated,source_selection_rule
abnb,ABNB,0001559720,marketplace_platform,2023,2023-01-01,2023-12-31,364.0,net_income,us-gaap,NetIncomeLoss,1,4792000000.0,4792.0,USD,10-K,2025,FY,,0001559720-26-000004,2026-02-12,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1559720/000155972026000004/,True,"latest valid annual filing by 2026-08-05, then tag priority"
abnb,ABNB,0001559720,marketplace_platform,2023,2023-01-01,2023-12-31,364.0,revenue,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax,1,9917000000.0,9917.0,USD,10-K,2025,FY,CY2023,0001559720-26-000004,2026-02-12,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1559720/000155972026000004/,True,"latest valid annual filing by 2026-08-05, then tag priority"
abnb,ABNB,0001559720,marketplace_platform,2023,,2023-12-31,,total_assets,us-gaap,Assets,1,20645000000.0,20645.0,USD,10-K,2024,FY,CY2023Q4I,0001559720-25-000010,2025-02-13,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1559720/000155972025000010/,True,"latest valid annual filing by 2026-08-05, then tag priority"
abnb,ABNB,0001559720,marketplace_platform,2023,,2023-12-31,,total_equity,us-gaap,StockholdersEquity,1,8165000000.0,8165.0,USD,10-K,2025,FY,CY2023Q4I,0001559720-26-000004,2026-02-12,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1559720/000155972026000004/,True,"latest valid annual filing by 2026-08-05, then tag priority"
abnb,ABNB,0001559720,marketplace_platform,2024,2024-01-01,2024-12-31,365.0,net_income,us-gaap,NetIncomeLoss,1,2648000000.0,2648.0,USD,10-K,2025,FY,,0001559720-26-000004,2026-02-12,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1559720/000155972026000004/,True,"latest valid annual filing by 2026-08-05, then tag priority"
abnb,ABNB,0001559720,marketplace_platform,2024,2024-01-01,2024-12-31,365.0,revenue,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax,1,11102000000.0,11102.0,USD,10-K,2025,FY,CY2024,0001559720-26-000004,2026-02-12,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1559720/000155972026000004/,True,"latest valid annual filing by 2026-08-05, then tag priority"
abnb,ABNB,0001559720,marketplace_platform,2024,,2024-12-31,,total_assets,us-gaap,Assets,1,20959000000.0,20959.0,USD,10-K,2025,FY,CY2024Q4I,0001559720-26-000004,2026-02-12,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1559720/000155972026000004/,True,"latest valid annual filing by 2026-08-05, then tag priority"
abnb,ABNB,0001559720,marketplace_platform,2024,,2024-12-31,,total_equity,us-gaap,StockholdersEquity,1,8412000000.0,8412.0,USD,10-K,2025,FY,,0001559720-26-000004,2026-02-12,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1559720/000155972026000004/,True,"latest valid annual filing by 2026-08-05, then tag priority"
aka,AKA,0001865107,dtc_brand,2019,2019-01-01,2019-12-31,364.0,net_income,us-gaap,NetIncomeLoss,1,1394000.0,1.394,USD,10-K,2021,FY,CY2019,0001865107-22-000033,2022-03-01,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1865107/000186510722000033/,True,"latest valid annual filing by 2026-08-05, then tag priority"
aka,AKA,0001865107,dtc_brand,2019,2019-01-01,2019-12-31,364.0,revenue,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax,1,102440000.0,102.44,USD,10-K,2021,FY,CY2019,0001865107-22-000033,2022-03-01,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1865107/000186510722000033/,True,"latest valid annual filing by 2026-08-05, then tag priority"
aka,AKA,0001865107,dtc_brand,2019,,2019-12-31,,total_equity,us-gaap,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,2,112041000.0,112.041,USD,10-K,2021,FY,CY2019Q4I,0001865107-22-000033,2022-03-01,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1865107/000186510722000033/,True,"latest valid annual filing by 2026-08-05, then tag priority"
aka,AKA,0001865107,dtc_brand,2020,2020-01-01,2020-12-31,365.0,net_income,us-gaap,NetIncomeLoss,1,14334000.0,14.334,USD,10-K,2022,FY,CY2020,0001865107-23-000012,2023-03-09,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1865107/000186510723000012/,True,"latest valid annual filing by 2026-08-05, then tag priority"
aka,AKA,0001865107,dtc_brand,2020,2020-01-01,2020-12-31,365.0,revenue,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax,1,215916000.0,215.916,USD,10-K,2022,FY,CY2020,0001865107-23-000012,2023-03-09,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1865107/000186510723000012/,True,"latest valid annual filing by 2026-08-05, then tag priority"
aka,AKA,0001865107,dtc_brand,2020,,2020-12-31,,total_assets,us-gaap,Assets,1,189439000.0,189.439,USD,10-K,2021,FY,CY2020Q4I,0001865107-22-000033,2022-03-01,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1865107/000186510722000033/,True,"latest valid annual filing by 2026-08-05, then tag priority"
aka,AKA,0001865107,dtc_brand,2020,,2020-12-31,,total_equity,us-gaap,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,2,138884000.0,138.884,USD,10-K,2021,FY,CY2020Q4I,0001865107-22-000033,2022-03-01,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1865107/000186510722000033/,True,"latest valid annual filing by 2026-08-05, then tag priority"
aka,AKA,0001865107,dtc_brand,2021,2021-01-01,2021-12-31,364.0,net_income,us-gaap,NetIncomeLoss,1,-5968000.0,-5.968,USD,10-K,2023,FY,CY2021,0001865107-24-000010,2024-03-07,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1865107/000186510724000010/,True,"latest valid annual filing by 2026-08-05, then tag priority"
aka,AKA,0001865107,dtc_brand,2021,2021-01-01,2021-12-31,364.0,revenue,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax,1,562191000.0,562.191,USD,10-K,2023,FY,CY2021,0001865107-24-000010,2024-03-07,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1865107/000186510724000010/,True,"latest valid annual filing by 2026-08-05, then tag priority"
aka,AKA,0001865107,dtc_brand,2021,,2021-12-31,,total_assets,us-gaap,Assets,1,687846000.0,687.846,USD,10-K,2022,FY,CY2021Q4I,0001865107-23-000012,2023-03-09,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1865107/000186510723000012/,True,"latest valid annual filing by 2026-08-05, then tag priority"
aka,AKA,0001865107,dtc_brand,2021,,2021-12-31,,total_equity,us-gaap,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,2,451026000.0,451.026,USD,10-K,2024,FY,CY2021Q4I,0001865107-25-000016,2025-03-06,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1865107/000186510725000016/,True,"latest valid annual filing by 2026-08-05, then tag priority"
aka,AKA,0001865107,dtc_brand,2022,2022-01-01,2022-12-31,364.0,net_income,us-gaap,NetIncomeLoss,1,-176697000.0,-176.697,USD,10-K,2024,FY,CY2022,0001865107-25-000016,2025-03-06,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1865107/000186510725000016/,True,"latest valid annual filing by 2026-08-05, then tag priority"
aka,AKA,0001865107,dtc_brand,2022,2022-01-01,2022-12-31,364.0,revenue,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax,1,611738000.0,611.738,USD,10-K,2024,FY,CY2022,0001865107-25-000016,2025-03-06,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1865107/000186510725000016/,True,"latest valid annual filing by 2026-08-05, then tag priority"
aka,AKA,0001865107,dtc_brand,2022,,2022-12-31,,total_assets,us-gaap,Assets,1,509638000.0,509.638,USD,10-K,2023,FY,CY2022Q4I,0001865107-24-000010,2024-03-07,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1865107/000186510724000010/,True,"latest valid annual filing by 2026-08-05, then tag priority"
aka,AKA,0001865107,dtc_brand,2022,,2022-12-31,,total_equity,us-gaap,StockholdersEquity,1,247077000.0,247.077,USD,10-K,2025,FY,CY2022Q4I,0001865107-26-000008,2026-03-05,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1865107/000186510726000008/,True,"latest valid annual filing by 2026-08-05, then tag priority"
aka,AKA,0001865107,dtc_brand,2023,2023-01-01,2023-12-31,364.0,net_income,us-gaap,NetIncomeLoss,1,-98886000.0,-98.886,USD,10-K,2025,FY,CY2023,0001865107-26-000008,2026-03-05,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1865107/000186510726000008/,True,"latest valid annual filing by 2026-08-05, then tag priority"
aka,AKA,0001865107,dtc_brand,2023,2023-01-01,2023-12-31,364.0,revenue,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax,1,546258000.0,546.258,USD,10-K,2025,FY,CY2023,0001865107-26-000008,2026-03-05,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1865107/000186510726000008/,True,"latest valid annual filing by 2026-08-05, then tag priority"
aka,AKA,0001865107,dtc_brand,2023,,2023-12-31,,total_assets,us-gaap,Assets,1,361721000.0,361.721,USD,10-K,2024,FY,CY2023Q4I,0001865107-25-000016,2025-03-06,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1865107/000186510725000016/,True,"latest valid annual filing by 2026-08-05, then tag priority"
aka,AKA,0001865107,dtc_brand,2023,,2023-12-31,,total_equity,us-gaap,StockholdersEquity,1,148618000.0,148.618,USD,10-K,2025,FY,CY2023Q4I,0001865107-26-000008,2026-03-05,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1865107/000186510726000008/,True,"latest valid annual filing by 2026-08-05, then tag priority"
aka,AKA,0001865107,dtc_brand,2024,2024-01-01,2024-12-31,365.0,net_income,us-gaap,NetIncomeLoss,1,-25990000.0,-25.99,USD,10-K,2025,FY,CY2024,0001865107-26-000008,2026-03-05,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1865107/000186510726000008/,True,"latest valid annual filing by 2026-08-05, then tag priority"
aka,AKA,0001865107,dtc_brand,2024,2024-01-01,2024-12-31,365.0,revenue,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax,1,574697000.0,574.697,USD,10-K,2025,FY,CY2024,0001865107-26-000008,2026-03-05,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1865107/000186510726000008/,True,"latest valid annual filing by 2026-08-05, then tag priority"
aka,AKA,0001865107,dtc_brand,2024,,2024-12-31,,total_assets,us-gaap,Assets,1,385204000.0,385.204,USD,10-K,2025,FY,CY2024Q4I,0001865107-26-000008,2026-03-05,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1865107/000186510726000008/,True,"latest valid annual filing by 2026-08-05, then tag priority"
aka,AKA,0001865107,dtc_brand,2024,,2024-12-31,,total_equity,us-gaap,StockholdersEquity,1,117634000.0,117.634,USD,10-K,2025,FY,,0001865107-26-000008,2026-03-05,2026-08-05T17:15:02+00:00,https://www.sec.gov/Archives/edgar/data/1865107/000186510726000008/,True,"latest valid annual filing by 2026-08-05, then tag priority"
amzn,AMZN,0001018724,hybrid,2017,2017-01-01,2017-12-31,364.0,net_income,us-gaap,NetIncomeLoss,1,3033000000.0,3033.0,USD,10-K,2019,FY,CY2017,0001018724-20-000004,2020-01-31,2026-08-05T12:11:50+00:00,https://www.sec.gov/Archives/edgar/data/1018724/000101872420000004/,True,"latest valid annual filing by 2026-08-05, then tag priority"
amzn,AMZN,0001018724,hybrid,2017,2017-01-01,2017-12-31,364.0,revenue,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax,1,177866000000.0,177866.0,USD,10-K,2019,FY,CY2017,0001018724-20-000004,2020-01-31,2026-08-05T12:11:50+00:00,https://www.sec.gov/Archives/edgar/data/1018724/000101872420000004/,True,"latest valid annual filing by 2026-08-05, then tag priority"
amzn,AMZN,0001018724,hybrid,2017,,2017-12-31,,total_assets,us-gaap,Assets,1,131310000000.0,131310.0,USD,10-K,2019,FY,CY2017Q4I,0001018724-20-000004,2020-01-31,2026-08-05T12:11:50+00:00,https://www.sec.gov/Archives/edgar/data/1018724/000101872420000004/,True,"latest valid annual filing by 2026-08-05, then tag priority"
amzn,AMZN,0001018724,hybrid,2017,,2017-12-31,,total_equity,us-gaap,StockholdersEquity,1,27709000000.0,27709.0,USD,10-K,2020,FY,CY2017Q4I,0001018724-21-000004,2021-02-03,2026-08-05T12:11:50+00:00,https://www.sec.gov/Archives/edgar/data/1018724/000101872421000004/,True,"latest valid annual filing by 2026-08-05, then tag priority"
amzn,AMZN,0001018724,hybrid,2018,2018-01-01,2018-12-31,364.0,net_income,us-gaap,NetIncomeLoss,1,10073000000.0,10073.0,USD,10-K,2020,FY,CY2018,0001018724-21-000004,2021-02-03,2026-08-05T12:11:50+00:00,https://www.sec.gov/Archives/edgar/data/1018724/000101872421000004/,True,"latest valid annual filing by 2026-08-05, then tag priority"
amzn,AMZN,0001018724,hybrid,2018,2018-01-01,2018-12-31,364.0,revenue,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax,1,232887000000.0,232887.0,USD,10-K,2020,FY,CY2018,0001018724-21-000004,2021-02-03,2026-08-05T12:11:50+00:00,https://www.sec.gov/Archives/edgar/data/1018724/000101872421000004/,True,"latest valid annual filing by 2026-08-05, then tag priority"
amzn,AMZN,0001018724,hybrid,2018,,2018-12-31,,total_assets,us-gaap,Assets,1,162648000000.0,162648.0,USD,10-K,2020,FY,CY2018Q4I,0001018724-21-000004,2021-02-03,2026-08-05T12:11:50+00:00,https://www.sec.gov/Archives/edgar/data/1018724/000101872421000004/,True,"latest valid annual filing by 2026-08-05, then tag priority"
amzn,AMZN,0001018724,hybrid,2018,,2018-12-31,,total_equity,us-gaap,StockholdersEquity,1,43549000000.0,43549.0,USD,10-K,2021,FY,CY2018Q4I,0001018724-22-000005,2022-02-04,2026-08-05T12:11:50+00:00,https://www.sec.gov/Archives/edgar/data/1018724/000101872422000005/,True,"latest valid annual filing by 2026-08-05, then tag priority"
amzn,AMZN,0001018724,hybrid,2019,2019-01-01,2019-12-31,364.0,net_income,us-gaap,NetIncomeLoss,1,11588000000.0,11588.0,USD,10-K,2021,FY,CY2019,0001018724-22-000005,2022-02-04,2026-08-05T12:11:50+00:00,https://www.sec.gov/Archives/edgar/data/1018724/000101872422000005/,True,"latest valid annual filing by 2026-08-05, then tag priority"
amzn,AMZN,0001018724,hybrid,2019,2019-01-01,2019-12-31,364.0,revenue,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax,1,280522000000.0,280522.0,USD,10-K,2021,FY,CY2019,0001018724-22-000005,2022-02-04,2026-08-05T12:11:50+00:00,https://www.sec.gov/Archives/edgar/data/1018724/000101872422000005/,True,"latest valid annual filing by 2026-08-05, then tag priority"
amzn,AMZN,0001018724,hybrid,2019,,2019-12-31,,total_assets,us-gaap,Assets,1,225248000000.0,225248.0,USD,10-K,2021,FY,CY2019Q4I,0001018724-22-000005,2022-02-04,2026-08-05T12:11:50+00:00,https://www.sec.gov/Archives/edgar/data/1018724/000101872422000005/,True,"latest valid annual filing by 2026-08-05, then tag priority"
amzn,AMZN,0001018724,hybrid,2019,,2019-12-31,,total_equity,us-gaap,StockholdersEquity,1,62060000000.0,62060.0,USD,10-K,2022,FY,CY2019Q4I,0001018724-23-000004,2023-02-03,2026-08-05T12:11:50+00:00,https://www.sec.gov/Archives/edgar/data/1018724/000101872423000004/,True,"latest valid annual filing by 2026-08-05, then tag priority"
amzn,AMZN,0001018724,hybrid,2020,2020-01-01,2020-12-31,365.0,net_income,us-gaap,NetIncomeLoss,1,21331000000.0,21331.0,USD,10-K,2022,FY,CY2020,0001018724-23-000004,2023-02-03,2026-08-05T12:11:50+00:00,https://www.sec.gov/Archives/edgar/data/1018724/000101872423000004/,True,"latest valid annual filing by 2026-08-05, then tag priority"
amzn,AMZN,0001018724,hybrid,2020,2020-01-01,2020-12-31,365.0,revenue,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax,1,386064000000.0,386064.0,USD,10-K,2022,FY,CY2020,0001018724-23-000004,2023-02-03,2026-08-05T12:11:50+00:00,https://www.sec.gov/Archives/edgar/data/1018724/000101872423000004/,True,"latest valid annual filing by 2026-08-05, then tag priority"
amzn,AMZN,0001018724,hybrid,2020,,2020-12-31,,total_assets,us-gaap,Assets,1,321195000000.0,321195.0,USD,10-K,2022,FY,CY2020Q4I,0001018724-23-000004,2023-02-03,2026-08-05T12:11:50+00:00,https://www.sec.gov/Archives/edgar/data/1018724/000101872423000004/,True,"latest valid annual filing by 2026-08-05, then tag priority"
amzn,AMZN,0001018724,hybrid,2020,,2020-12-31,,total_equity,us-gaap,StockholdersEquity,1,93404000000.0,93404.0,USD,10-K,2023,FY,CY2020Q4I,0001018724-24-000008,2024-02-02,2026-08-05T12:11:50+00:00,https://www.sec.gov/Archives/edgar/data/1018724/000101872424000008/,True,"latest valid annual filing by 2026-08-05, then tag priority"
amzn,AMZN,0001018724,hybrid,2021,2021-01-01,2021-12-31,364.0,net_income,us-gaap,NetIncomeLoss,1,33364000000.0,33364.0,USD,10-K,2023,FY,,0001018724-24-000008,2024-02-02,2026-08-05T12:11:50+00:00,https://www.sec.gov/Archives/edgar/data/1018724/000101872424000008/,True,"latest valid annual filing by 2026-08-05, then tag priority"
amzn,AMZN,0001018724,hybrid,2021,2021-01-01,2021-12-31,364.0,revenue,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax,1,469822000000.0,469822.0,USD,10-K,2023,FY,CY2021,0001018724-24-000008,2024-02-02,2026-08-05T12:11:50+00:00,https://www.sec.gov/Archives/edgar/data/1018724/000101872424000008/,True,"latest valid annual filing by 2026-08-05, then tag priority"
amzn,AMZN,0001018724,hybrid,2021,,2021-12-31,,total_assets,us-gaap,Assets,1,420549000000.0,420549.0,USD,10-K,2023,FY,CY2021Q4I,0001018724-24-000008,2024-02-02,2026-08-05T12:11:50+00:00,https://www.sec.gov/Archives/edgar/data/1018724/000101872424000008/,True,"latest valid annual filing by 2026-08-05, then tag priority"
amzn,AMZN,0001018724,hybrid,2021,,2021-12-31,,total_equity,us-gaap,StockholdersEquity,1,138245000000.0,138245.0,USD,10-K,2024,FY,CY2021Q4I,0001018724-25-000004,2025-02-07,2026-08-05T12:11:50+00:00,https://www.sec.gov/Archives/edgar/data/1018724/000101872425000004/,True,"latest valid annual filing by 2026-08-05, then tag priority"
amzn,AMZN,0001018724,hybrid,2022,2022-01-01,2022-12-31,364.0,net_income,us-gaap,NetIncomeLoss,1,-2722000000.0,-2722.0,USD,10-K,2024,FY,,0001018724-25-000004,2025-02-07,2026-08-05T12:11:50+00:00,https://www.sec.gov/Archives/edgar/data/1018724/000101872425000004/,True,"latest valid annual filing by 2026-08-05, then tag priority"
amzn,AMZN,0001018724,hybrid,2022,2022-01-01,2022-12-31,364.0,revenue,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax,1,513983000000.0,513983.0,USD,10-K,2024,FY,CY2022,0001018724-25-000004,2025-02-07,2026-08-05T12:11:50+00:00,https://www.sec.gov/Archives/edgar/data/1018724/000101872425000004/,True,"latest valid annual filing by 2026-08-05, then tag priority"
amzn,AMZN,0001018724,hybrid,2022,,2022-12-31,,total_assets,us-gaap,Assets,1,462675000000.0,462675.0,USD,10-K,2024,FY,CY2022Q4I,0001018724-25-000004,2025-02-07,2026-08-05T12:11:50+00:00,https://www.sec.gov/Archives/edgar/data/1018724/000101872425000004/,True,"latest valid annual filing by 2026-08-05, then tag priority"
amzn,AMZN,0001018724,hybrid,2022,,2022-12-31,,total_equity,us-gaap,StockholdersEquity,1,146043000000.0,146043.0,USD,10-K,2025,FY,CY2022Q4I,0001018724-26-000004,2026-02-06,2026-08-05T12:11:50+00:00,https://www.sec.gov/Archives/edgar/data/1018724/000101872426000004/,True,"latest valid annual filing by 2026-08-05, then tag priority"
amzn,AMZN,0001018724,hybrid,2023,2023-01-01,2023-12-31,364.0,net_income,us-gaap,NetIncomeLoss,1,30425000000.0,30425.0,USD,10-K,2025,FY,,0001018724-26-000004,2026-02-06,2026-08-05T12:11:50+00:00,https://www.sec.gov/Archives/edgar/data/1018724/000101872426000004/,True,"latest valid annual filing by 2026-08-05, then tag priority"
amzn,AMZN,0001018724,hybrid,2023,2023-01-01,2023-12-31,364.0,revenue,us-gaap,RevenueFromContractWithCustomerExcludingAssessedTax,1,574785000000.0,574785.0,USD,10-K,2025,FY,CY2023,0001018724-26-000004,2026-02-06,2026-08-05T12:11:50+00:00,https://www.sec.gov/Archives/edgar/data/1018724/000101872426000004/,True,"latest valid annual filing by 2026-08-05, then tag priority"
amzn,AMZN,0001018724,hybrid,2023,,2023-12-31,,total_assets,us-gaap,Assets,1,527854000000.0,527854.0,USD,10-K,2025,FY,CY2023Q4I,0001018724-26-000004,2026-02-06,2026-08-05T12:11:50+00:00,https://www.sec.gov/Archives/edgar/data/1018724/000101872426000004/,True,"latest valid annual filing by 2026-08-05, then tag priority"
