conflict_id,company_id,ticker,fiscal_year,canonical_field,winning_accession,winning_filing_date,winning_source_tag,winning_value,discarded_accession,discarded_filing_date,discarded_source_tag,discarded_value,relative_difference,conflict_severity,resolution_rule,resolution_status,review_note,created_at
B1-00447,expe,EXPE,2017,operating_cash_flow,0001324424-20-000009,2020-02-14,NetCashProvidedByUsedInOperatingActivities,1845.0,0001324424-18-000006,2018-02-09,NetCashProvidedByUsedInOperatingActivities,1799.154,0.02484878048780488,medium,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00448,expe,EXPE,2017,operating_income,0001324424-20-000009,2020-02-14,OperatingIncomeLoss,625.0,0001324424-19-000006,2019-02-08,OperatingIncomeLoss,625.0,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00449,expe,EXPE,2017,operating_income,0001324424-20-000009,2020-02-14,OperatingIncomeLoss,625.0,0001324424-18-000006,2018-02-09,OperatingIncomeLoss,625.138,0.00022080000000005383,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00450,expe,EXPE,2017,revenue,0001324424-20-000009,2020-02-14,RevenueFromContractWithCustomerExcludingAssessedTax,10060.0,0001324424-19-000006,2019-02-08,RevenueFromContractWithCustomerIncludingAssessedTax,10060.0,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00451,expe,EXPE,2017,revenue,0001324424-20-000009,2020-02-14,RevenueFromContractWithCustomerExcludingAssessedTax,10060.0,0001324424-18-000006,2018-02-09,SalesRevenueNet,10059.844,1.5506958250582362e-05,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00452,expe,EXPE,2017,total_assets,0001324424-19-000006,2019-02-08,Assets,18516.0,0001324424-18-000006,2018-02-09,Assets,18515.628,2.0090732339565176e-05,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00453,expe,EXPE,2017,total_equity,0001324424-21-000015,2021-02-12,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,6129.0,0001324424-20-000009,2020-02-14,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,6129.0,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00454,expe,EXPE,2017,total_equity,0001324424-21-000015,2021-02-12,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,6129.0,0001324424-19-000006,2019-02-08,StockholdersEquity,4523.0,0.2620329580682004,high,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00455,expe,EXPE,2017,total_equity,0001324424-21-000015,2021-02-12,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,6129.0,0001324424-19-000006,2019-02-08,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,6129.0,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00456,expe,EXPE,2017,total_equity,0001324424-21-000015,2021-02-12,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,6129.0,0001324424-18-000006,2018-02-09,StockholdersEquity,4522.335,0.262141458639256,high,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00457,expe,EXPE,2017,total_equity,0001324424-21-000015,2021-02-12,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,6129.0,0001324424-18-000006,2018-02-09,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,6128.568,7.048458149776293e-05,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00458,expe,EXPE,2017,total_liabilities,0001324424-19-000006,2019-02-08,derived:Assets-StockholdersEquity,13993.0,0001324424-18-000006,2018-02-09,derived:Assets-StockholdersEquity,13993.293,2.0939040949022033e-05,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00459,expe,EXPE,2018,net_income,0001324424-21-000015,2021-02-12,NetIncomeLoss,406.0,0001324424-21-000015,2021-02-12,ProfitLoss,398.0,0.019704433497536946,medium,latest valid filing then configured source-tag priority,resolved_tag_priority,Configured canonical tag priority selects the concept-aligned value,2026-08-05T00:00:00+00:00
B1-00460,expe,EXPE,2018,net_income,0001324424-21-000015,2021-02-12,NetIncomeLoss,406.0,0001324424-21-000015,2021-02-12,NetIncomeLossAvailableToCommonStockholdersBasic,406.0,0.0,low,latest valid filing then configured source-tag priority,resolved_tag_priority,Configured canonical tag priority selects the concept-aligned value,2026-08-05T00:00:00+00:00
B1-00461,expe,EXPE,2018,net_income,0001324424-21-000015,2021-02-12,NetIncomeLoss,406.0,0001324424-20-000009,2020-02-14,NetIncomeLoss,406.0,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00462,expe,EXPE,2018,net_income,0001324424-21-000015,2021-02-12,NetIncomeLoss,406.0,0001324424-20-000009,2020-02-14,ProfitLoss,398.0,0.019704433497536946,medium,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00463,expe,EXPE,2018,net_income,0001324424-21-000015,2021-02-12,NetIncomeLoss,406.0,0001324424-19-000006,2019-02-08,NetIncomeLoss,406.0,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00464,expe,EXPE,2018,net_income,0001324424-21-000015,2021-02-12,NetIncomeLoss,406.0,0001324424-19-000006,2019-02-08,ProfitLoss,398.0,0.019704433497536946,medium,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00465,expe,EXPE,2018,total_equity,0001324424-22-000009,2022-02-11,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,5651.0,0001324424-21-000015,2021-02-12,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,5651.0,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00466,expe,EXPE,2018,total_equity,0001324424-22-000009,2022-02-11,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,5651.0,0001324424-20-000009,2020-02-14,StockholdersEquity,4104.0,0.2737568571934171,high,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00467,expe,EXPE,2018,total_equity,0001324424-22-000009,2022-02-11,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,5651.0,0001324424-20-000009,2020-02-14,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,5651.0,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00468,expe,EXPE,2018,total_equity,0001324424-22-000009,2022-02-11,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,5651.0,0001324424-19-000006,2019-02-08,StockholdersEquity,4104.0,0.2737568571934171,high,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00469,expe,EXPE,2018,total_equity,0001324424-22-000009,2022-02-11,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,5651.0,0001324424-19-000006,2019-02-08,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,5651.0,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00470,expe,EXPE,2019,net_income,0001324424-22-000009,2022-02-11,NetIncomeLoss,565.0,0001324424-22-000009,2022-02-11,ProfitLoss,572.0,0.012389380530973451,medium,latest valid filing then configured source-tag priority,resolved_tag_priority,Configured canonical tag priority selects the concept-aligned value,2026-08-05T00:00:00+00:00
B1-00471,expe,EXPE,2019,net_income,0001324424-22-000009,2022-02-11,NetIncomeLoss,565.0,0001324424-22-000009,2022-02-11,NetIncomeLossAvailableToCommonStockholdersBasic,565.0,0.0,low,latest valid filing then configured source-tag priority,resolved_tag_priority,Configured canonical tag priority selects the concept-aligned value,2026-08-05T00:00:00+00:00
B1-00472,expe,EXPE,2019,net_income,0001324424-22-000009,2022-02-11,NetIncomeLoss,565.0,0001324424-21-000015,2021-02-12,NetIncomeLoss,565.0,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00473,expe,EXPE,2019,net_income,0001324424-22-000009,2022-02-11,NetIncomeLoss,565.0,0001324424-21-000015,2021-02-12,ProfitLoss,572.0,0.012389380530973451,medium,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00474,expe,EXPE,2019,net_income,0001324424-22-000009,2022-02-11,NetIncomeLoss,565.0,0001324424-21-000015,2021-02-12,NetIncomeLossAvailableToCommonStockholdersBasic,565.0,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00475,expe,EXPE,2019,net_income,0001324424-22-000009,2022-02-11,NetIncomeLoss,565.0,0001324424-20-000009,2020-02-14,NetIncomeLoss,565.0,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00476,expe,EXPE,2019,net_income,0001324424-22-000009,2022-02-11,NetIncomeLoss,565.0,0001324424-20-000009,2020-02-14,ProfitLoss,572.0,0.012389380530973451,medium,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00477,expe,EXPE,2019,total_equity,0001324424-23-000007,2023-02-10,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,5536.0,0001324424-22-000009,2022-02-11,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,5536.0,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00478,expe,EXPE,2019,total_equity,0001324424-23-000007,2023-02-10,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,5536.0,0001324424-21-000015,2021-02-12,StockholdersEquity,3967.0,0.28341763005780346,high,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00479,expe,EXPE,2019,total_equity,0001324424-23-000007,2023-02-10,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,5536.0,0001324424-21-000015,2021-02-12,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,5536.0,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00480,expe,EXPE,2019,total_equity,0001324424-23-000007,2023-02-10,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,5536.0,0001324424-20-000009,2020-02-14,StockholdersEquity,3967.0,0.28341763005780346,high,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00481,expe,EXPE,2019,total_equity,0001324424-23-000007,2023-02-10,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,5536.0,0001324424-20-000009,2020-02-14,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,5536.0,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00482,expe,EXPE,2020,net_income,0001324424-23-000007,2023-02-10,NetIncomeLoss,-2612.0,0001324424-23-000007,2023-02-10,ProfitLoss,-2728.0,0.0444104134762634,medium,latest valid filing then configured source-tag priority,resolved_tag_priority,Configured canonical tag priority selects the concept-aligned value,2026-08-05T00:00:00+00:00
B1-00483,expe,EXPE,2020,net_income,0001324424-23-000007,2023-02-10,NetIncomeLoss,-2612.0,0001324424-23-000007,2023-02-10,NetIncomeLossAvailableToCommonStockholdersBasic,-2687.0,0.02871362940275651,medium,latest valid filing then configured source-tag priority,resolved_tag_priority,Configured canonical tag priority selects the concept-aligned value,2026-08-05T00:00:00+00:00
B1-00484,expe,EXPE,2020,net_income,0001324424-23-000007,2023-02-10,NetIncomeLoss,-2612.0,0001324424-22-000009,2022-02-11,NetIncomeLoss,-2612.0,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00485,expe,EXPE,2020,net_income,0001324424-23-000007,2023-02-10,NetIncomeLoss,-2612.0,0001324424-22-000009,2022-02-11,ProfitLoss,-2728.0,0.0444104134762634,medium,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00486,expe,EXPE,2020,net_income,0001324424-23-000007,2023-02-10,NetIncomeLoss,-2612.0,0001324424-22-000009,2022-02-11,NetIncomeLossAvailableToCommonStockholdersBasic,-2687.0,0.02871362940275651,medium,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00487,expe,EXPE,2020,net_income,0001324424-23-000007,2023-02-10,NetIncomeLoss,-2612.0,0001324424-21-000015,2021-02-12,NetIncomeLoss,-2612.0,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00488,expe,EXPE,2020,net_income,0001324424-23-000007,2023-02-10,NetIncomeLoss,-2612.0,0001324424-21-000015,2021-02-12,ProfitLoss,-2728.0,0.0444104134762634,medium,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00489,expe,EXPE,2020,net_income,0001324424-23-000007,2023-02-10,NetIncomeLoss,-2612.0,0001324424-21-000015,2021-02-12,NetIncomeLossAvailableToCommonStockholdersBasic,-2687.0,0.02871362940275651,medium,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00490,expe,EXPE,2020,total_equity,0001324424-24-000007,2024-02-09,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,3004.0,0001324424-23-000007,2023-02-10,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,3004.0,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00491,expe,EXPE,2020,total_equity,0001324424-24-000007,2024-02-09,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,3004.0,0001324424-22-000009,2022-02-11,StockholdersEquity,1510.0,0.4973368841544607,high,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00492,expe,EXPE,2020,total_equity,0001324424-24-000007,2024-02-09,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,3004.0,0001324424-22-000009,2022-02-11,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,3004.0,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00493,expe,EXPE,2020,total_equity,0001324424-24-000007,2024-02-09,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,3004.0,0001324424-21-000015,2021-02-12,StockholdersEquity,1510.0,0.4973368841544607,high,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00494,expe,EXPE,2020,total_equity,0001324424-24-000007,2024-02-09,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,3004.0,0001324424-21-000015,2021-02-12,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,3004.0,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00495,expe,EXPE,2021,net_income,0001324424-24-000007,2024-02-09,NetIncomeLoss,12.0,0001324424-24-000007,2024-02-09,ProfitLoss,15.0,0.25,high,latest valid filing then configured source-tag priority,resolved_tag_priority,Configured canonical tag priority selects the concept-aligned value,2026-08-05T00:00:00+00:00
B1-00496,expe,EXPE,2021,net_income,0001324424-24-000007,2024-02-09,NetIncomeLoss,12.0,0001324424-24-000007,2024-02-09,NetIncomeLossAvailableToCommonStockholdersBasic,-269.0,23.416666666666668,high,latest valid filing then configured source-tag priority,resolved_tag_priority,Configured canonical tag priority selects the concept-aligned value,2026-08-05T00:00:00+00:00
B1-00497,expe,EXPE,2021,net_income,0001324424-24-000007,2024-02-09,NetIncomeLoss,12.0,0001324424-23-000007,2023-02-10,NetIncomeLoss,12.0,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00498,expe,EXPE,2021,net_income,0001324424-24-000007,2024-02-09,NetIncomeLoss,12.0,0001324424-23-000007,2023-02-10,ProfitLoss,15.0,0.25,high,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00499,expe,EXPE,2021,net_income,0001324424-24-000007,2024-02-09,NetIncomeLoss,12.0,0001324424-23-000007,2023-02-10,NetIncomeLossAvailableToCommonStockholdersBasic,-269.0,23.416666666666668,high,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00500,expe,EXPE,2021,net_income,0001324424-24-000007,2024-02-09,NetIncomeLoss,12.0,0001324424-22-000009,2022-02-11,NetIncomeLoss,12.0,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00501,expe,EXPE,2021,net_income,0001324424-24-000007,2024-02-09,NetIncomeLoss,12.0,0001324424-22-000009,2022-02-11,ProfitLoss,15.0,0.25,high,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00502,expe,EXPE,2021,net_income,0001324424-24-000007,2024-02-09,NetIncomeLoss,12.0,0001324424-22-000009,2022-02-11,NetIncomeLossAvailableToCommonStockholdersBasic,-269.0,23.416666666666668,high,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00503,expe,EXPE,2021,total_equity,0001324424-25-000008,2025-02-07,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,3552.0,0001324424-24-000007,2024-02-09,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,3552.0,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00504,expe,EXPE,2021,total_equity,0001324424-25-000008,2025-02-07,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,3552.0,0001324424-23-000007,2023-02-10,StockholdersEquity,2057.0,0.42088963963963966,high,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00505,expe,EXPE,2021,total_equity,0001324424-25-000008,2025-02-07,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,3552.0,0001324424-23-000007,2023-02-10,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,3552.0,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00506,expe,EXPE,2021,total_equity,0001324424-25-000008,2025-02-07,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,3552.0,0001324424-22-000009,2022-02-11,StockholdersEquity,2057.0,0.42088963963963966,high,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00507,expe,EXPE,2021,total_equity,0001324424-25-000008,2025-02-07,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,3552.0,0001324424-22-000009,2022-02-11,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,3552.0,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00508,expe,EXPE,2022,net_income,0001324424-25-000008,2025-02-07,NetIncomeLoss,352.0,0001324424-25-000008,2025-02-07,ProfitLoss,343.0,0.02556818181818182,medium,latest valid filing then configured source-tag priority,resolved_tag_priority,Configured canonical tag priority selects the concept-aligned value,2026-08-05T00:00:00+00:00
B1-00509,expe,EXPE,2022,net_income,0001324424-25-000008,2025-02-07,NetIncomeLoss,352.0,0001324424-24-000007,2024-02-09,NetIncomeLoss,352.0,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00510,expe,EXPE,2022,net_income,0001324424-25-000008,2025-02-07,NetIncomeLoss,352.0,0001324424-24-000007,2024-02-09,ProfitLoss,343.0,0.02556818181818182,medium,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00511,expe,EXPE,2022,net_income,0001324424-25-000008,2025-02-07,NetIncomeLoss,352.0,0001324424-24-000007,2024-02-09,NetIncomeLossAvailableToCommonStockholdersBasic,352.0,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00512,expe,EXPE,2022,net_income,0001324424-25-000008,2025-02-07,NetIncomeLoss,352.0,0001324424-23-000007,2023-02-10,NetIncomeLoss,352.0,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00513,expe,EXPE,2022,net_income,0001324424-25-000008,2025-02-07,NetIncomeLoss,352.0,0001324424-23-000007,2023-02-10,ProfitLoss,343.0,0.02556818181818182,medium,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00514,expe,EXPE,2022,net_income,0001324424-25-000008,2025-02-07,NetIncomeLoss,352.0,0001324424-23-000007,2023-02-10,NetIncomeLossAvailableToCommonStockholdersBasic,352.0,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00515,expe,EXPE,2022,total_equity,0001324424-26-000008,2026-02-13,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,3728.0,0001324424-25-000008,2025-02-07,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,3728.0,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00516,expe,EXPE,2022,total_equity,0001324424-26-000008,2026-02-13,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,3728.0,0001324424-24-000007,2024-02-09,StockholdersEquity,2283.0,0.3876072961373391,high,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00517,expe,EXPE,2022,total_equity,0001324424-26-000008,2026-02-13,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,3728.0,0001324424-24-000007,2024-02-09,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,3728.0,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00518,expe,EXPE,2022,total_equity,0001324424-26-000008,2026-02-13,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,3728.0,0001324424-23-000007,2023-02-10,StockholdersEquity,2283.0,0.3876072961373391,high,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00519,expe,EXPE,2022,total_equity,0001324424-26-000008,2026-02-13,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,3728.0,0001324424-23-000007,2023-02-10,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,3728.0,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00520,expe,EXPE,2023,net_income,0001324424-26-000008,2026-02-13,NetIncomeLoss,797.0,0001324424-26-000008,2026-02-13,ProfitLoss,688.0,0.13676286072772897,high,latest valid filing then configured source-tag priority,resolved_tag_priority,Configured canonical tag priority selects the concept-aligned value,2026-08-05T00:00:00+00:00
B1-00521,expe,EXPE,2023,net_income,0001324424-26-000008,2026-02-13,NetIncomeLoss,797.0,0001324424-25-000008,2025-02-07,NetIncomeLoss,797.0,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00522,expe,EXPE,2023,net_income,0001324424-26-000008,2026-02-13,NetIncomeLoss,797.0,0001324424-25-000008,2025-02-07,ProfitLoss,688.0,0.13676286072772897,high,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00523,expe,EXPE,2023,net_income,0001324424-26-000008,2026-02-13,NetIncomeLoss,797.0,0001324424-24-000007,2024-02-09,NetIncomeLoss,797.0,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00524,expe,EXPE,2023,net_income,0001324424-26-000008,2026-02-13,NetIncomeLoss,797.0,0001324424-24-000007,2024-02-09,ProfitLoss,688.0,0.13676286072772897,high,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00525,expe,EXPE,2023,net_income,0001324424-26-000008,2026-02-13,NetIncomeLoss,797.0,0001324424-24-000007,2024-02-09,NetIncomeLossAvailableToCommonStockholdersBasic,797.0,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00526,expe,EXPE,2023,total_equity,0001324424-26-000008,2026-02-13,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,2786.0,0001324424-25-000008,2025-02-07,StockholdersEquity,1534.0,0.44938980617372576,high,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00527,expe,EXPE,2023,total_equity,0001324424-26-000008,2026-02-13,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,2786.0,0001324424-25-000008,2025-02-07,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,2786.0,0.0,low,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
B1-00528,expe,EXPE,2023,total_equity,0001324424-26-000008,2026-02-13,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,2786.0,0001324424-24-000007,2024-02-09,StockholdersEquity,1534.0,0.44938980617372576,high,latest valid filing then configured source-tag priority,resolved_latest_restated,Later valid filing supplies the current comparative value,2026-08-05T00:00:00+00:00
