company_id,ticker,fiscal_year,period_end_date,revenue,operating_income,net_income,total_assets,total_liabilities,total_equity,current_assets,current_liabilities,cash_and_equivalents,inventory,total_debt,operating_cash_flow,capital_expenditure,free_cash_flow,row_data_as_of,prior_fiscal_year,prior_total_assets,prior_total_equity,prior_revenue,company_name,formal_peer_group,status_group,formal_sample_status,comparability_note,data_as_of,average_assets,average_equity,net_margin,operating_margin,current_ratio,quick_ratio,cash_ratio,liabilities_to_assets,total_debt_to_assets,operating_cash_flow_margin,free_cash_flow_margin,capital_expenditure_intensity,free_cash_flow_conversion,revenue_growth,average_balance_available_flag,asset_turnover,equity_multiplier,roe,roa,positive_average_equity_flag,dupont_roe,dupont_valid_flag,roe_valid_flag,near_zero_average_equity_flag,dupont_identity_gap,dupont_validity_reason,metric_flag_count,unresolved_conflict_count,quality_warning_count,quality_warnings,source_selection_method,source_selection_note
byon,BYON,2023,2023-12-31,1561.122,-143.98,-307.842,635.818,276.686,359.132,350.073,232.395,302.605,13.04,,-18.586,19.181,-37.766999999999996,2026-08-05,2022,878.546,645.826,1929.334,Bed Bath & Beyond Inc,inventory_led_ecommerce,active,formal_included,"Inventory ownership, fulfillment intensity, and hybrid business exposure differ within this peer group.",2026-08-05,757.182,502.47900000000004,-0.1971927882638256,-0.09222853819240263,1.5063706189892208,1.4502592568686932,1.3021149336259386,0.43516540896923334,,-0.011905539733601856,-0.02419221559878087,0.012286675865179019,2.032013343376735,-0.19084927752270986,True,2.061752656560774,1.5068928253718066,-0.6126464986596454,-0.40656275505756867,True,-0.6126464986596454,True,True,False,0.0,valid,1,0,1,resolved_latest_restated: Later valid filing supplies the current comparative value,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection."
byon,BYON,2024,2024-12-31,1394.964,-184.087,-258.795,401.954,239.222,162.732,227.507,224.861,159.169,11.546,,-174.304,14.315,-188.619,2026-08-05,2023,635.818,359.132,1561.122,Bed Bath & Beyond Inc,inventory_led_ecommerce,active,formal_included,"Inventory ownership, fulfillment intensity, and hybrid business exposure differ within this peer group.",2026-08-05,518.886,260.932,-0.1855209166688173,-0.1319654127274969,1.0117672695576378,0.9604199927955493,0.7078550749129463,0.5951477034685562,,-0.12495232851887218,-0.13521424208796787,0.01026191356909569,1.0821266293372498,-0.10643498714386201,True,2.688382419259722,1.9885870648291506,-0.9918101267763249,-0.4987511707773963,True,-0.9918101267763249,True,True,False,0.0,valid,2,0,2,No consecutive t+1 annual observation is available; resolved_latest_restated: Later valid filing supplies the current comparative value,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection."
cars,CARS,2018,2018-12-31,662.127,83.924,38.809,2600.549,973.626,1626.923,153.937,110.71,25.463,,,163.548,14.233,149.315,2026-08-05,2017,2511.039,1679.128,626.262,Cars.com Inc,marketplace_platform,active,formal_included,Marketplace revenue recognition and asset intensity differ; interpret margin and turnover together.,2026-08-05,2555.794,1653.0255,0.05861262265396216,0.1267490979827133,1.390452533646464,,0.22999729021768586,0.3743924840485605,,0.24700397355794282,0.22550809738917157,0.02149587616877125,0.912973561278646,0.05726836371997668,True,0.2590690016488027,1.5461310185475057,0.02347755675880378,0.01518471363497997,True,0.02347755675880378,True,True,False,0.0,valid,0,0,0,,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection."
cars,CARS,2019,2019-12-31,606.682,-446.06,-445.324,2027.991,886.923,1141.068,122.44,98.806,13.549,,,101.484,21.257,80.22699999999999,2026-08-05,2018,2600.549,1626.923,662.127,Cars.com Inc,marketplace_platform,active,formal_included,Marketplace revenue recognition and asset intensity differ; interpret margin and turnover together.,2026-08-05,2314.27,1383.9955,-0.7340319969934825,-0.7352451531444809,1.2391960002429003,,0.1371272999615408,0.43734069825753663,,0.16727709079880398,0.13223896538878685,0.035038125410017114,0.7905384099956643,-0.08373771194952018,True,0.2621483232293553,1.6721658415796872,-0.3217669421613004,-0.19242525720853662,True,-0.32176694216130036,True,True,False,-5.551115123125783e-17,valid,0,0,0,,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection."
cars,CARS,2020,2020-12-31,547.503,-887.327,-789.106,1075.712,735.536,368.19,178.081,90.368,67.719,,,138.616,16.712,121.90400000000001,2026-08-05,2019,2027.991,1141.068,606.682,Cars.com Inc,marketplace_platform,active,formal_included,Marketplace revenue recognition and asset intensity differ; interpret margin and turnover together.,2026-08-05,1551.8515,754.629,-1.4412816002834687,-1.6206797040381513,1.97062013101983,,0.7493692457507082,0.6837666587339362,,0.2531785213962298,0.22265448773796673,0.030524033658263058,0.8794367172620765,-0.09754533676621358,True,0.35280630910882904,2.0564429673389175,-1.0456873510029432,-0.5084932417824772,True,-1.0456873510029432,True,True,False,0.0,valid,2,0,2,resolved_latest_restated: Later valid filing supplies the current comparative value,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection."
cars,CARS,2021,2021-12-31,623.683,48.338,10.791,1007.205,609.185,398.02,147.437,94.29,39.069,,,138.003,1.451,136.552,2026-08-05,2020,1075.712,368.19,547.503,Cars.com Inc,marketplace_platform,active,formal_included,Marketplace revenue recognition and asset intensity differ; interpret margin and turnover together.,2026-08-05,1041.4585,383.105,0.01730205889851094,0.07750411667465684,1.563654682362923,,0.4143493477569201,0.604827219880759,,0.2212710623826527,0.21894455997678305,0.0023265024058696485,0.9894857358173373,0.13914079009612723,True,0.598855355254194,2.7184675219587318,0.028167212644053197,0.01036143062829676,True,0.028167212644053193,True,True,False,3.469446951953614e-18,valid,4,0,4,resolved_latest_restated: Later valid filing supplies the current comparative value,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection."
cars,CARS,2022,2022-12-31,653.876,66.036,17.206,1024.87,640.44,384.43,148.627,106.012,31.715,,,128.511,1.828,126.68299999999999,2026-08-05,2021,1007.205,398.02,623.683,Cars.com Inc,marketplace_platform,active,formal_included,Marketplace revenue recognition and asset intensity differ; interpret margin and turnover together.,2026-08-05,1016.0374999999999,391.225,0.026313857673320323,0.10099162532345583,1.401982794400634,,0.29916424555710674,0.62489876764858,,0.1965372639460693,0.19374162685279778,0.0027956370932715074,0.9857755367244827,0.04841081126149027,True,0.6435549868976294,2.597066905233561,0.04397980701642277,0.016934414330179743,True,0.04397980701642277,True,True,False,0.0,valid,1,0,1,resolved_latest_restated: Later valid filing supplies the current comparative value,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection."
cars,CARS,2023,2023-12-31,689.183,54.116,118.442,1172.449,680.341,492.108,178.438,145.748,39.198,,,136.72,1.28,135.44,2026-08-05,2022,1024.87,384.43,653.876,Cars.com Inc,marketplace_platform,active,formal_included,Marketplace revenue recognition and asset intensity differ; interpret margin and turnover together.,2026-08-05,1098.6595,438.269,0.17185856296513408,0.07852196005995504,1.224291242418421,,0.26894365617366967,0.5802734276714808,,0.19837982074427257,0.19652254916328465,0.0018572715809879235,0.9906377998829725,0.05399647639613625,True,0.627294443819946,2.5068154489594288,0.2702495499339447,0.10780592167090895,True,0.2702495499339446,True,True,False,5.551115123125783e-17,valid,0,0,0,,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection."
cars,CARS,2024,2024-12-31,719.152,53.498,48.188,1111.865,600.38,511.485,214.33,116.885,50.673,,,152.524,3.0,149.524,2026-08-05,2023,1172.449,492.108,689.183,Cars.com Inc,marketplace_platform,active,formal_included,Marketplace revenue recognition and asset intensity differ; interpret margin and turnover together.,2026-08-05,1142.1570000000002,501.79650000000004,0.06700669677620308,0.07439039312968607,1.8336826795568293,,0.4335286820379005,0.5399756265373944,,0.21208868222573252,0.20791710236500766,0.004171579860724853,0.9803309643072565,0.04348482188330238,True,0.6296437354934566,2.2761358439128214,0.09603096075799651,0.04219034686124587,True,0.09603096075799651,True,True,False,0.0,valid,1,0,1,No consecutive t+1 annual observation is available,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection."
chwy,CHWY,2018,2019-02-03,3532.837,-267.766,-267.89,541.622,877.564,-335.942,448.585,814.03,88.331,220.855,,-13.415,44.16,-57.574999999999996,2026-08-05,2017,,-83.703,2104.287,Chewy Inc,inventory_led_ecommerce,active,formal_included,"Inventory ownership, fulfillment intensity, and hybrid business exposure differ within this peer group.",2026-08-05,,-209.8225,-0.07582857629717986,-0.07579347702710315,0.5510669139957987,0.2797562743387836,0.10851074284731521,1.6202517622991681,,-0.0037972315167668362,-0.016297100602150623,0.012499869085383785,4.291837495341036,0.6788760278422099,False,,,,,False,,False,False,False,,missing_prior_balance,1,0,1,Consecutive prior-year assets/equity are unavailable,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection."
chwy,CHWY,2019,2020-02-02,4846.743,-252.726,-252.37,932.321,1336.295,-403.974,629.789,1100.538,212.088,317.808,,46.581,48.636,-2.0549999999999997,2026-08-05,2018,541.622,-335.942,3532.837,Chewy Inc,inventory_led_ecommerce,active,formal_included,"Inventory ownership, fulfillment intensity, and hybrid business exposure differ within this peer group.",2026-08-05,736.9715,-369.95799999999997,-0.05207001897975609,-0.05214347036762625,0.5722555695487116,0.283480443201416,0.19271301854184045,1.4332992606623685,,0.009610783984213729,-0.0004239960732392866,0.010034780057453015,-0.044116699942036444,0.3719124318500968,True,6.5765677505846565,,,-0.3424420075945949,False,,False,False,False,,nonpositive_average_equity,1,0,1,Average equity is nonpositive; ROE is invalid,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection."
chwy,CHWY,2020,2021-01-31,7146.264,-90.464,-92.486,1740.91,1742.914,-54.97,1226.778,1380.862,563.345,513.304,,132.755,130.743,2.0120000000000005,2026-08-05,2019,932.321,-403.974,4846.743,Chewy Inc,inventory_led_ecommerce,active,formal_included,"Inventory ownership, fulfillment intensity, and hybrid business exposure differ within this peer group.",2026-08-05,1336.6155,-229.47199999999998,-0.012941867246997873,-0.012658922200467266,0.8884146279642715,0.5166874025065502,0.40796618344193697,1.0011511221142966,,0.01857683959058887,0.00028154571395627145,0.0182952938766326,0.015155738013634143,0.4744466541758041,True,5.346536831272718,,,-0.06919416990151618,False,,False,False,False,,nonpositive_average_equity,2,0,2,Average equity is nonpositive; ROE is invalid; resolved_latest_restated: Later valid filing supplies the current comparative value,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection."
chwy,CHWY,2021,2022-01-30,8967.407,-73.566,-75.207,2086.281,2071.545,-39.62,1323.532,1644.879,603.079,560.43,,191.743,183.186,8.556999999999988,2026-08-05,2020,1740.91,-54.97,7146.264,Chewy Inc,inventory_led_ecommerce,active,formal_included,"Inventory ownership, fulfillment intensity, and hybrid business exposure differ within this peer group.",2026-08-05,1913.5955,-47.295,-0.008386705320724263,-0.00820370927738643,0.804637909536203,0.46392591795505933,0.3666403425419134,0.9929367137025167,,0.021382212271618763,0.0009542334813173963,0.02042797879030137,0.04462744402663976,0.2548384722422792,True,4.686155982285702,,,-0.039301409310379336,False,,False,False,False,,nonpositive_average_equity,5,0,5,Average equity is nonpositive; ROE is invalid; resolved_latest_restated: Later valid filing supplies the current comparative value,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection."
chwy,CHWY,2022,2023-01-29,10119.0,56.421,49.899,2519.818,2359.55,160.3,1524.78,1827.718,331.641,678.005,,349.777,230.31,119.46699999999998,2026-08-05,2021,2086.281,-39.62,8967.407,Chewy Inc,inventory_led_ecommerce,active,formal_included,"Inventory ownership, fulfillment intensity, and hybrid business exposure differ within this peer group.",2026-08-05,2303.0495,60.34,0.004931218499851764,0.0055757485917580785,0.834253424215333,0.4632963071983752,0.18145085839281552,0.9363969937511359,,0.03456636031228382,0.011806206146852453,0.022760154165431368,0.3415519030696701,0.12841984310514754,True,4.393739691656649,38.167873715611535,0.8269638713954259,0.021666490451030255,True,0.8269638713954259,True,True,False,0.0,valid,5,0,5,resolved_latest_restated: Later valid filing supplies the current comparative value,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection."
chwy,CHWY,2023,2024-01-28,11147.7,-23.6,39.6,3186.851,2676.607,510.3,2104.348,2110.877,602.232,719.273,,486.2,143.3,342.9,2026-08-05,2022,2519.818,160.3,10119.0,Chewy Inc,inventory_led_ecommerce,active,formal_included,"Inventory ownership, fulfillment intensity, and hybrid business exposure differ within this peer group.",2026-08-05,2853.3345,335.3,0.0035523022686294032,-0.0021170286247387355,0.9969069727890351,0.6561609226875843,0.2852994276786378,0.8398908515019999,,0.04361437785372767,0.030759708280631876,0.012854669573095796,0.7052653229123818,0.10166024310702637,True,3.9069026081589806,8.509795705338503,0.1181031911720847,0.01387849899827728,True,0.1181031911720847,True,True,False,0.0,valid,0,0,0,,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection."
chwy,CHWY,2024,2025-02-02,11861.3,112.6,392.7,3014.5,2753.0,261.5,1662.4,2206.7,595.8,836.7,,596.3,143.8,452.49999999999994,2026-08-05,2023,3186.851,510.3,11147.7,Chewy Inc,inventory_led_ecommerce,active,formal_included,"Inventory ownership, fulfillment intensity, and hybrid business exposure differ within this peer group.",2026-08-05,3100.6755000000003,385.9,0.033107669479736625,0.009493057253420789,0.7533420945302942,0.37417863778492777,0.26999592151175966,0.913252612373528,,0.05027273570350636,0.038149275374537356,0.012123460328969002,0.7588462183464698,0.06401320451752368,True,3.8253922411422923,8.034919668307854,1.0176211453744495,0.12664982195008795,True,1.0176211453744495,True,True,False,0.0,valid,1,0,1,No consecutive t+1 annual observation is available,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection."
cvna,CVNA,2018,2018-12-31,1955.467,228.549,-55.476,991.013,763.585,227.0,662.854,329.511,78.861,412.243,425.349,-414.34,143.668,-558.008,2026-08-05,2017,641.137,279.544,858.87,Carvana Co,inventory_led_ecommerce,active,formal_included,"Inventory ownership, fulfillment intensity, and hybrid business exposure differ within this peer group.",2026-08-05,816.075,253.272,-0.02836969378670159,0.11687694039326667,2.011629353800025,0.7605542758815337,0.2393273669164307,0.7705095695011065,0.42920627680968865,-0.2118880042465559,-0.28535792217408934,0.07346991792753342,1.3467393927692235,1.2767904339422729,True,2.3961853996262596,3.2221287785463852,-0.21903724059509144,-0.06797904604356217,True,-0.21903724059509144,True,True,False,0.0,valid,3,0,3,resolved_latest_restated: Later valid filing supplies the current comparative value; resolved_tag_priority: Configured canonical tag priority selects the concept-aligned value,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection."
cvna,CVNA,2019,2019-12-31,3940.0,280.0,-115.0,2057.748,1865.809,192.0,1359.422,864.87,76.0,762.696,,-757.0,231.0,-988.0,2026-08-05,2018,991.013,227.0,1955.467,Carvana Co,inventory_led_ecommerce,active,formal_included,"Inventory ownership, fulfillment intensity, and hybrid business exposure differ within this peer group.",2026-08-05,1524.3805,209.5,-0.02918781725888325,0.07106598984771574,1.5718223548047683,0.6899603408604761,0.08787447824528542,0.9067237582055723,,-0.19213197969543147,-0.25076142131979695,0.05862944162436548,1.3051519154557463,1.014863968555849,True,2.584656521124483,7.276279236276849,-0.548926014319809,-0.07544048221556232,True,-0.548926014319809,True,True,False,0.0,valid,3,0,3,resolved_latest_restated: Later valid filing supplies the current comparative value; resolved_tag_priority: Configured canonical tag priority selects the concept-aligned value,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection."
cvna,CVNA,2020,2020-12-31,5587.0,332.0,-171.0,3035.0,2233.0,802.0,1923.0,467.0,301.0,1036.0,,-608.0,360.0,-968.0,2026-08-05,2019,2057.748,192.0,3940.0,Carvana Co,inventory_led_ecommerce,active,formal_included,"Inventory ownership, fulfillment intensity, and hybrid business exposure differ within this peer group.",2026-08-05,2546.374,497.0,-0.030606765706103455,0.05942366207266869,4.117773019271948,1.899357601713062,0.6445396145610278,0.7357495881383855,,-0.10882405584392339,-0.1732593520672991,0.0644352962233757,1.5921052631578947,0.418020304568528,True,2.194100316764152,5.123488933601609,-0.3440643863179074,-0.06715431433088777,True,-0.3440643863179074,True,True,False,0.0,valid,3,0,3,resolved_latest_restated: Later valid filing supplies the current comparative value; resolved_tag_priority: Configured canonical tag priority selects the concept-aligned value,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection."
cvna,CVNA,2021,2021-12-31,12814.0,104.0,-135.0,7015.0,6490.0,525.0,4892.0,2890.0,403.0,3149.0,,-2594.0,557.0,-3151.0,2026-08-05,2020,3035.0,802.0,5587.0,Carvana Co,inventory_led_ecommerce,active,formal_included,"Inventory ownership, fulfillment intensity, and hybrid business exposure differ within this peer group.",2026-08-05,5025.0,663.5,-0.010535351958795068,0.008116122990479164,1.6927335640138408,0.6031141868512111,0.13944636678200692,0.925160370634355,,-0.20243483689714376,-0.24590291868269082,0.04346808178554706,1.2147262914417887,1.293538571684267,True,2.550049751243781,7.573474001507159,-0.20346646571213264,-0.026865671641791045,True,-0.20346646571213262,True,True,False,-2.7755575615628914e-17,valid,3,0,3,resolved_latest_restated: Later valid filing supplies the current comparative value; resolved_tag_priority: Configured canonical tag priority selects the concept-aligned value,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection."
cvna,CVNA,2022,2022-12-31,13604.0,-2351.0,-1587.0,8698.0,9751.0,-1053.0,4594.0,2592.0,434.0,1876.0,,-1324.0,512.0,-1836.0,2026-08-05,2021,7015.0,525.0,12814.0,Carvana Co,inventory_led_ecommerce,active,formal_included,"Inventory ownership, fulfillment intensity, and hybrid business exposure differ within this peer group.",2026-08-05,7856.5,-264.0,-0.11665686562775654,-0.17281681858276976,1.7723765432098766,1.0486111111111112,0.16743827160493827,1.1210623131754427,,-0.09732431637753602,-0.134960305792414,0.037635989414877974,1.3867069486404835,0.06165131886998587,True,1.7315598548972189,,,-0.20199834531916247,False,,False,False,False,,nonpositive_average_equity,4,0,4,Average equity is nonpositive; ROE is invalid; resolved_latest_restated: Later valid filing supplies the current comparative value; resolved_tag_priority: Configured canonical tag priority selects the concept-aligned value,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection."
cvna,CVNA,2023,2023-12-31,10771.0,-80.0,450.0,7071.0,7455.0,-384.0,3321.0,1536.0,530.0,1150.0,,803.0,87.0,716.0,2026-08-05,2022,8698.0,-1053.0,13604.0,Carvana Co,inventory_led_ecommerce,active,formal_included,"Inventory ownership, fulfillment intensity, and hybrid business exposure differ within this peer group.",2026-08-05,7884.5,-718.5,0.04177885061739857,-0.007427351220870857,2.162109375,1.4134114583333333,0.3450520833333333,1.0543063215952482,,0.07455203787949123,0.06647479342679417,0.008077244452697058,0.8916562889165629,-0.20824757424286977,True,1.3660980404591287,,,0.057074005961062844,False,,False,False,False,,nonpositive_average_equity,4,0,4,Average equity is nonpositive; ROE is invalid; resolved_latest_restated: Later valid filing supplies the current comparative value; resolved_tag_priority: Configured canonical tag priority selects the concept-aligned value,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection."
cvna,CVNA,2024,2024-12-31,13673.0,990.0,210.0,8484.0,7109.0,1260.0,4869.0,1338.0,1716.0,1608.0,,918.0,91.0,827.0,2026-08-05,2023,7071.0,-384.0,10771.0,Carvana Co,inventory_led_ecommerce,active,formal_included,"Inventory ownership, fulfillment intensity, and hybrid business exposure differ within this peer group.",2026-08-05,7777.5,438.0,0.015358736195421633,0.07240547063555913,3.6390134529147984,2.437219730941704,1.2825112107623318,0.8379302215935879,,0.06713961822570029,0.06048416587435091,0.006655452351349375,0.900871459694989,0.26942716553709034,True,1.7580199292831886,17.756849315068493,0.4794520547945205,0.02700096432015429,True,0.4794520547945205,True,True,False,0.0,valid,5,0,5,No consecutive t+1 annual observation is available; resolved_latest_restated: Later valid filing supplies the current comparative value; resolved_tag_priority: Configured canonical tag priority selects the concept-aligned value,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection."
dash,DASH,2019,2019-12-31,885.0,-616.0,-667.0,1732.0,550.0,-1082.0,998.0,382.0,257.0,,,-467.0,92.0,-559.0,2026-08-05,2018,,-436.0,291.0,DoorDash Inc,marketplace_platform,active,formal_included,Marketplace revenue recognition and asset intensity differ; interpret margin and turnover together.,2026-08-05,,-759.0,-0.7536723163841808,-0.696045197740113,2.612565445026178,,0.6727748691099477,0.31755196304849886,,-0.5276836158192091,-0.631638418079096,0.103954802259887,1.197002141327623,2.0412371134020617,False,,,,,False,,False,False,False,,missing_prior_balance,3,0,3,Consecutive prior-year assets/equity are unavailable; resolved_latest_restated: Later valid filing supplies the current comparative value; resolved_tag_priority: Configured canonical tag priority selects the concept-aligned value,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection."
dash,DASH,2020,2020-12-31,2886.0,-436.0,-461.0,6353.0,1653.0,4700.0,5517.0,1402.0,4345.0,,,252.0,159.0,93.0,2026-08-05,2019,1732.0,-1082.0,885.0,DoorDash Inc,marketplace_platform,active,formal_included,Marketplace revenue recognition and asset intensity differ; interpret margin and turnover together.,2026-08-05,4042.5,1809.0,-0.15973665973665974,-0.15107415107415106,3.93509272467903,,3.0991440798858774,0.2601920352589328,,0.08731808731808732,0.032224532224532226,0.0550935550935551,0.36904761904761907,2.2610169491525425,True,0.7139146567717997,2.2346600331674957,-0.25483692647871753,-0.11403834260977118,True,-0.25483692647871753,True,True,False,0.0,valid,2,0,2,resolved_latest_restated: Later valid filing supplies the current comparative value; resolved_tag_priority: Configured canonical tag priority selects the concept-aligned value,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection."
dash,DASH,2021,2021-12-31,4888.0,-452.0,-468.0,6809.0,2142.0,4667.0,4565.0,1760.0,2504.0,,,692.0,237.0,455.0,2026-08-05,2020,6353.0,4700.0,2886.0,DoorDash Inc,marketplace_platform,active,formal_included,Marketplace revenue recognition and asset intensity differ; interpret margin and turnover together.,2026-08-05,6581.0,4683.5,-0.09574468085106383,-0.09247135842880523,2.59375,,1.4227272727272726,0.31458363930092526,,0.14157119476268412,0.09308510638297872,0.0484860883797054,0.6575144508670521,0.6936936936936937,True,0.7427442637896976,1.4051457243514465,-0.09992526956336073,-0.07111381249050296,True,-0.09992526956336072,True,True,False,-1.3877787807814457e-17,valid,2,0,2,resolved_latest_restated: Later valid filing supplies the current comparative value; resolved_tag_priority: Configured canonical tag priority selects the concept-aligned value,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection."
dash,DASH,2022,2022-12-31,6583.0,-1124.0,-1365.0,9789.0,3021.0,6754.0,4720.0,2544.0,1977.0,,,367.0,346.0,21.0,2026-08-05,2021,6809.0,4667.0,4888.0,DoorDash Inc,marketplace_platform,active,formal_included,Marketplace revenue recognition and asset intensity differ; interpret margin and turnover together.,2026-08-05,8299.0,5710.5,-0.20735227100106335,-0.1707428224213884,1.8553459119496856,,0.777122641509434,0.3086117070180815,,0.055749658210542306,0.0031900349384778974,0.052559623272064405,0.05722070844686648,0.3467675941080197,True,0.7932280997710568,1.4532878031696,-0.2390333596007355,-0.16447764790938668,True,-0.23903335960073552,True,True,False,2.7755575615628914e-17,valid,2,0,2,resolved_latest_restated: Later valid filing supplies the current comparative value; resolved_tag_priority: Configured canonical tag priority selects the concept-aligned value,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection."
dash,DASH,2023,2023-12-31,8635.0,-579.0,-558.0,10839.0,4026.0,6806.0,5597.0,3410.0,2656.0,,,1673.0,324.0,1349.0,2026-08-05,2022,9789.0,6754.0,6583.0,DoorDash Inc,marketplace_platform,active,formal_included,Marketplace revenue recognition and asset intensity differ; interpret margin and turnover together.,2026-08-05,10314.0,6780.0,-0.06462072958888246,-0.06705269253039954,1.6413489736070381,,0.7788856304985338,0.3714364793800166,,0.1937463810075275,0.15622466705269253,0.03752171395483497,0.8063359234907352,0.3117119854169832,True,0.837211557106845,1.5212389380530973,-0.08230088495575222,-0.05410122164048865,True,-0.0823008849557522,True,True,False,-1.3877787807814457e-17,valid,4,0,4,resolved_latest_restated: Later valid filing supplies the current comparative value; resolved_tag_priority: Configured canonical tag priority selects the concept-aligned value,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection."
dash,DASH,2024,2024-12-31,10722.0,-38.0,123.0,12845.0,5035.0,7803.0,7386.0,4438.0,4019.0,,,2132.0,330.0,1802.0,2026-08-05,2023,10839.0,6806.0,8635.0,DoorDash Inc,marketplace_platform,active,formal_included,Marketplace revenue recognition and asset intensity differ; interpret margin and turnover together.,2026-08-05,11842.0,7304.5,0.011471740346950195,-0.003544114903935833,1.6642631816133393,,0.905588102748986,0.39198131568703776,,0.19884349934713672,0.1680656593919045,0.03077783995523223,0.8452157598499062,0.24169079328315002,True,0.9054213815233914,1.6211924156341981,0.016838934903141898,0.010386758993413275,True,0.016838934903141898,True,True,False,0.0,valid,5,0,5,No consecutive t+1 annual observation is available; resolved_latest_restated: Later valid filing supplies the current comparative value; resolved_tag_priority: Configured canonical tag priority selects the concept-aligned value,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection."
ebay,EBAY,2018,2018-12-31,8650.0,1752.0,2530.0,22819.0,16538.0,6281.0,7126.0,4454.0,2202.0,,9231.0,2658.0,623.0,2035.0,2026-08-05,2017,25986.0,8049.0,9927.0,eBay Inc,marketplace_platform,active,formal_included,Marketplace revenue recognition and asset intensity differ; interpret margin and turnover together.,2026-08-05,24402.5,7165.0,0.292485549132948,0.20254335260115608,1.5999101930848676,,0.4943870678042209,0.7247469214251282,0.40453131162627637,0.30728323699421967,0.2352601156069364,0.07202312138728324,0.7656132430398797,-0.12863906517578316,True,0.35447187788136464,3.405792044661549,0.3531053733426378,0.1036779018543182,True,0.35310537334263786,True,True,False,-5.551115123125783e-17,valid,3,0,3,resolved_latest_restated: Later valid filing supplies the current comparative value,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection."
