company_id,ticker,fiscal_year,period_end_date,revenue,operating_income,net_income,total_assets,total_liabilities,total_equity,current_assets,current_liabilities,cash_and_equivalents,inventory,total_debt,operating_cash_flow,capital_expenditure,free_cash_flow,row_data_as_of,prior_fiscal_year,prior_total_assets,prior_total_equity,prior_revenue,company_name,formal_peer_group,status_group,formal_sample_status,comparability_note,data_as_of,average_assets,average_equity,net_margin,operating_margin,current_ratio,quick_ratio,cash_ratio,liabilities_to_assets,total_debt_to_assets,operating_cash_flow_margin,free_cash_flow_margin,capital_expenditure_intensity,free_cash_flow_conversion,revenue_growth,average_balance_available_flag,asset_turnover,equity_multiplier,roe,roa,positive_average_equity_flag,dupont_roe,dupont_valid_flag,roe_valid_flag,near_zero_average_equity_flag,dupont_identity_gap,dupont_validity_reason,metric_flag_count,unresolved_conflict_count,quality_warning_count,quality_warnings,source_selection_method,source_selection_note
ebay,EBAY,2019,2019-12-31,7429.0,1770.0,1786.0,18174.0,15304.0,2870.0,4706.0,4066.0,901.0,,7758.0,3114.0,508.0,2606.0,2026-08-05,2018,22819.0,6281.0,8650.0,eBay Inc,marketplace_platform,active,formal_included,Marketplace revenue recognition and asset intensity differ; interpret margin and turnover together.,2026-08-05,20496.5,4575.5,0.24040920716112532,0.23825548526046575,1.1574028529267093,,0.22159370388588293,0.8420820953009794,0.42687355562892043,0.41916812491587024,0.35078745456992866,0.06838067034594159,0.8368657675016057,-0.1411560693641618,True,0.362452125972727,4.479619713692492,0.39033985356791606,0.08713682823896762,True,0.390339853567916,True,True,False,5.551115123125783e-17,valid,4,0,4,resolved_latest_restated: Later valid filing supplies the current comparative value,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection."
ebay,EBAY,2020,2020-12-31,8894.0,2636.0,5667.0,19310.0,15749.0,3561.0,7190.0,4002.0,1101.0,,7746.0,2419.0,463.0,1956.0,2026-08-05,2019,18174.0,2870.0,7429.0,eBay Inc,marketplace_platform,active,formal_included,Marketplace revenue recognition and asset intensity differ; interpret margin and turnover together.,2026-08-05,18742.0,3215.5,0.6371711266022038,0.2963795817404992,1.7966016991504248,,0.27511244377811095,0.8155877783531849,0.40113930605903675,0.27198111086125476,0.21992354396222172,0.052057566899033056,0.8085985944605208,0.19720016152914255,True,0.4745491409668125,5.828642512828487,1.762400870782149,0.30236901077793193,True,1.762400870782149,True,True,False,0.0,valid,4,0,4,resolved_latest_restated: Later valid filing supplies the current comparative value,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection."
ebay,EBAY,2021,2021-12-31,10420.0,2923.0,13608.0,26626.0,16848.0,9778.0,9111.0,4622.0,1379.0,,9082.0,2657.0,444.0,2213.0,2026-08-05,2020,19310.0,3561.0,8894.0,eBay Inc,marketplace_platform,active,formal_included,Marketplace revenue recognition and asset intensity differ; interpret margin and turnover together.,2026-08-05,22968.0,6669.5,1.3059500959692898,0.28051823416506716,1.9712245781047166,,0.29835569017741237,0.6327649665740254,0.34109517013445506,0.2549904030710173,0.21238003838771594,0.042610364683301344,0.8328942416258939,0.17157634360242868,True,0.45367467781260884,3.4437364120248892,2.0403328585351224,0.5924764890282131,True,2.0403328585351224,True,True,False,0.0,valid,0,0,0,,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection."
ebay,EBAY,2022,2022-12-31,9795.0,2350.0,-1269.0,20850.0,15697.0,5153.0,9290.0,4271.0,2154.0,,8871.0,2254.0,449.0,1805.0,2026-08-05,2021,26626.0,9778.0,10420.0,eBay Inc,marketplace_platform,active,formal_included,Marketplace revenue recognition and asset intensity differ; interpret margin and turnover together.,2026-08-05,23738.0,7465.5,-0.12955589586523736,0.23991832567636548,2.175134628892531,,0.504331538281433,0.7528537170263789,0.42546762589928055,0.2301174068402246,0.18427769270035732,0.04583971413986728,0.8007985803016859,-0.059980806142034604,True,0.4126295391355632,3.179693255642623,-0.16998191681735986,-0.05345858960316792,True,-0.16998191681735986,True,True,False,0.0,valid,1,0,1,resolved_tag_priority: Configured canonical tag priority selects the concept-aligned value,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection."
ebay,EBAY,2023,2023-12-31,10112.0,1941.0,2767.0,21620.0,15224.0,6396.0,11016.0,4520.0,1985.0,,7723.0,2426.0,456.0,1970.0,2026-08-05,2022,20850.0,5153.0,9795.0,eBay Inc,marketplace_platform,active,formal_included,Marketplace revenue recognition and asset intensity differ; interpret margin and turnover together.,2026-08-05,21235.0,5774.5,0.27363528481012656,0.1919501582278481,2.4371681415929203,,0.4391592920353982,0.7041628122109158,0.3572155411655874,0.2399129746835443,0.19481803797468356,0.04509493670886076,0.8120362737015664,0.03236345074017355,True,0.47619496114904636,3.6773746644731147,0.47917568620659795,0.13030374381916648,True,0.47917568620659795,True,True,False,0.0,valid,2,0,2,resolved_latest_restated: Later valid filing supplies the current comparative value; resolved_tag_priority: Configured canonical tag priority selects the concept-aligned value,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection."
ebay,EBAY,2024,2024-12-31,10283.0,2318.0,1975.0,19365.0,14207.0,5158.0,7567.0,6098.0,2433.0,,7425.0,2414.0,458.0,1956.0,2026-08-05,2023,21620.0,6396.0,10112.0,eBay Inc,marketplace_platform,active,formal_included,Marketplace revenue recognition and asset intensity differ; interpret margin and turnover together.,2026-08-05,20492.5,5777.0,0.19206457259554605,0.22542059710201304,1.2408986552968186,,0.3989832732043293,0.7336431706687323,0.38342370255615804,0.23475639404842943,0.19021686278323446,0.044539531265194984,0.8102734051367025,0.01691060126582289,True,0.501793339026473,3.54725636143327,0.34187294443482774,0.0963767231914115,True,0.34187294443482774,True,True,False,0.0,valid,3,0,3,No consecutive t+1 annual observation is available; resolved_latest_restated: Later valid filing supplies the current comparative value; resolved_tag_priority: Configured canonical tag priority selects the concept-aligned value,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection."
etsy,ETSY,2018,2018-12-31,603.693,74.786,77.491,901.851,500.953,400.898,680.289,112.062,366.985,,,198.925,20.556,178.369,2026-08-05,2017,605.583,396.894,441.231,Etsy Inc,marketplace_platform,active,formal_included,Marketplace revenue recognition and asset intensity differ; interpret margin and turnover together.,2026-08-05,753.717,398.896,0.12836160101243513,0.1238808467217609,6.07064839106923,,3.2748389284503223,0.5554720236491394,,0.3295135110064222,0.29546309133947224,0.034050419666949924,0.8966645720749026,0.3682016902710825,True,0.8009544696484224,1.8895075408126427,0.19426366772291523,0.10281179806213739,True,0.19426366772291526,True,True,False,-2.7755575615628914e-17,valid,2,0,2,resolved_latest_restated: Later valid filing supplies the current comparative value; resolved_tag_priority: Configured canonical tag priority selects the concept-aligned value,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection."
etsy,ETSY,2019,2019-12-31,818.379,88.761,95.894,1542.352,1135.718,406.634,921.038,188.528,443.293,,,206.92,15.278,191.642,2026-08-05,2018,901.851,400.898,603.693,Etsy Inc,marketplace_platform,active,formal_included,Marketplace revenue recognition and asset intensity differ; interpret margin and turnover together.,2026-08-05,1222.1015,403.766,0.11717553847300578,0.10845952792043784,4.885417550708648,,2.351337732326233,0.7363546064711557,,0.25284128747194146,0.23417267549631648,0.018668611975624985,0.9261647013338489,0.35562115181060583,True,0.6696489612360348,3.026756834404085,0.23749894741013358,0.07846647762072136,True,0.23749894741013355,True,True,False,2.7755575615628914e-17,valid,2,0,2,resolved_latest_restated: Later valid filing supplies the current comparative value; resolved_tag_priority: Configured canonical tag priority selects the concept-aligned value,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection."
etsy,ETSY,2020,2020-12-31,1725.625,424.009,349.246,2404.489,1662.065,742.424,1894.781,454.664,1244.099,,,678.956,7.11,671.846,2026-08-05,2019,1542.352,406.634,818.379,Etsy Inc,marketplace_platform,active,formal_included,Marketplace revenue recognition and asset intensity differ; interpret margin and turnover together.,2026-08-05,1973.4205000000002,574.529,0.20238812024628758,0.24571329228540384,4.167431333908117,,2.736304171871976,0.6912341873886718,,0.39345512495472657,0.3893348786671496,0.004120246287576965,0.9895280401086374,1.1085890522606272,True,0.8744335026417329,3.4348492417267016,0.6078822827046154,0.17697495288003745,True,0.6078822827046155,True,True,False,-1.1102230246251565e-16,valid,2,0,2,resolved_latest_restated: Later valid filing supplies the current comparative value; resolved_tag_priority: Configured canonical tag priority selects the concept-aligned value,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection."
etsy,ETSY,2021,2021-12-31,2329.114,465.732,493.507,3831.809,3203.19,628.619,1341.501,615.588,780.196,,,651.551,28.17,623.3810000000001,2026-08-05,2020,2404.489,742.424,1725.625,Etsy Inc,marketplace_platform,active,formal_included,Marketplace revenue recognition and asset intensity differ; interpret margin and turnover together.,2026-08-05,3118.1490000000003,685.5215000000001,0.21188615069936464,0.19996101521866255,2.179218893155812,,1.267399624424128,0.8359471988295867,,0.27974199631276103,0.2676472684462848,0.012094727866476265,0.9567647045281183,0.34972198478812033,True,0.7469540422859844,4.548579439156905,0.71990010524834,0.15826921676930766,True,0.7199001052483401,True,True,False,-1.1102230246251565e-16,valid,2,0,2,resolved_latest_restated: Later valid filing supplies the current comparative value; resolved_tag_priority: Configured canonical tag priority selects the concept-aligned value,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection."
etsy,ETSY,2022,2022-12-31,2566.111,-658.56,-694.288,2634.961,3182.235,-547.274,1513.743,631.755,921.278,,,683.612,30.743,652.8689999999999,2026-08-05,2021,3831.809,628.619,2329.114,Etsy Inc,marketplace_platform,active,formal_included,Marketplace revenue recognition and asset intensity differ; interpret margin and turnover together.,2026-08-05,3233.385,40.672500000000014,-0.2705603927499629,-0.2566373785077886,2.396091839399767,,1.4582836700936281,1.2076971917231414,,0.2664000115349648,0.25441962565142345,0.011980385883541281,0.9550285834654745,0.10175414342106048,True,0.7936298956047608,79.49806380232341,-17.07020714241809,-0.21472481625293616,True,-17.07020714241809,True,True,True,0.0,valid,2,0,3,resolved_latest_restated: Later valid filing supplies the current comparative value; resolved_tag_priority: Configured canonical tag priority selects the concept-aligned value; Near-zero average equity; ROE is mechanically unstable,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection."
etsy,ETSY,2023,2023-12-31,2748.377,279.841,307.568,2685.4,3229.115,-543.715,1570.446,710.781,914.323,,,705.513,39.908,665.605,2026-08-05,2022,2634.961,-547.274,2566.111,Etsy Inc,marketplace_platform,active,formal_included,Marketplace revenue recognition and asset intensity differ; interpret margin and turnover together.,2026-08-05,2660.1805,-545.4945,0.11190895572186785,0.10182045621834268,2.2094653627488636,,1.2863638729791596,1.2024707678558129,,0.2567016824838805,0.2421811127076089,0.014520569776271596,0.9434340685430318,0.07102810439610763,True,1.0331543291893164,,,0.11561922207910327,False,,False,False,False,,nonpositive_average_equity,3,0,3,Average equity is nonpositive; ROE is invalid; resolved_latest_restated: Later valid filing supplies the current comparative value; resolved_tag_priority: Configured canonical tag priority selects the concept-aligned value,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection."
etsy,ETSY,2024,2024-12-31,2808.332,380.208,303.281,2417.782,3176.648,-758.866,1327.691,665.113,811.178,,,752.469,43.498,708.971,2026-08-05,2023,2685.4,-543.715,2748.377,Etsy Inc,marketplace_platform,active,formal_included,Marketplace revenue recognition and asset intensity differ; interpret margin and turnover together.,2026-08-05,2551.5910000000003,-651.2905000000001,0.10799328569414159,0.13538570226027408,1.9961886175732544,,1.2196092994724204,1.313868661442595,,0.2679416108921595,0.2524527014612233,0.015488909430936228,0.9421929674179268,0.02181469281688786,True,1.1006199661309353,,,0.11885956644305454,False,,False,False,False,,nonpositive_average_equity,4,0,4,Average equity is nonpositive; ROE is invalid; No consecutive t+1 annual observation is available; resolved_latest_restated: Later valid filing supplies the current comparative value; resolved_tag_priority: Configured canonical tag priority selects the concept-aligned value,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection."
expe,EXPE,2018,2018-12-31,11223.0,714.0,406.0,18033.0,13929.0,5651.0,5197.0,8060.0,2443.0,,,1975.0,878.0,1097.0,2026-08-05,2017,18516.0,6129.0,10060.0,Expedia Group Inc,marketplace_platform,active,formal_included,Marketplace revenue recognition and asset intensity differ; interpret margin and turnover together.,2026-08-05,18274.5,5890.0,0.03617571059431524,0.0636193531141406,0.644789081885856,,0.3031017369727047,0.7724172350690401,,0.17597790252160742,0.09774570079301434,0.07823220172859306,0.5554430379746835,0.11560636182902595,True,0.6141344496429451,3.1026315789473684,0.06893039049235994,0.02221675011628225,True,0.06893039049235992,True,True,False,1.3877787807814457e-17,valid,3,0,3,resolved_latest_restated: Later valid filing supplies the current comparative value; resolved_tag_priority: Configured canonical tag priority selects the concept-aligned value,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection."
expe,EXPE,2019,2019-12-31,12067.0,903.0,565.0,21416.0,17449.0,5536.0,7735.0,10714.0,3315.0,,,2767.0,1160.0,1607.0,2026-08-05,2018,18033.0,5651.0,11223.0,Expedia Group Inc,marketplace_platform,active,formal_included,Marketplace revenue recognition and asset intensity differ; interpret margin and turnover together.,2026-08-05,19724.5,5593.5,0.04682191099693379,0.07483218695616144,0.7219525854022774,,0.30940825088669033,0.8147646619350019,,0.22930305792657663,0.13317311676473026,0.09612994116184635,0.5807734007950849,0.07520270872315771,True,0.6117772313620117,3.5263251988915707,0.10101010101010101,0.02864457907678268,True,0.10101010101010101,True,True,False,0.0,valid,3,0,3,resolved_latest_restated: Later valid filing supplies the current comparative value; resolved_tag_priority: Configured canonical tag priority selects the concept-aligned value,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection."
expe,EXPE,2020,2020-12-31,5199.0,-2719.0,-2612.0,18690.0,17180.0,3004.0,5634.0,5406.0,3363.0,,,-3834.0,797.0,-4631.0,2026-08-05,2019,21416.0,5536.0,12067.0,Expedia Group Inc,marketplace_platform,active,formal_included,Marketplace revenue recognition and asset intensity differ; interpret margin and turnover together.,2026-08-05,20053.0,4270.0,-0.5024043085208694,-0.5229851894595114,1.042175360710322,,0.6220865704772475,0.9192081326912788,,-0.7374495095210617,-0.8907482208116946,0.15329871129063283,1.2078768909754825,-0.5691555481892765,True,0.25926295317408865,4.696252927400469,-0.6117096018735363,-0.13025482471450656,True,-0.6117096018735363,True,True,False,0.0,valid,3,0,3,resolved_latest_restated: Later valid filing supplies the current comparative value; resolved_tag_priority: Configured canonical tag priority selects the concept-aligned value,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection."
expe,EXPE,2021,2021-12-31,8598.0,186.0,12.0,21548.0,19491.0,3552.0,8181.0,9450.0,4111.0,,,3748.0,673.0,3075.0,2026-08-05,2020,18690.0,3004.0,5199.0,Expedia Group Inc,marketplace_platform,active,formal_included,Marketplace revenue recognition and asset intensity differ; interpret margin and turnover together.,2026-08-05,20119.0,3278.0,0.0013956734124214933,0.021632937892533146,0.8657142857142858,,0.43502645502645504,0.904538704288101,,0.4359153291463131,0.3576413119330077,0.07827401721330542,0.8204375667022412,0.6537795729948066,True,0.4273572245141409,6.1375838926174495,0.0036607687614399025,0.0005964511158606293,True,0.0036607687614399025,True,True,False,0.0,valid,3,0,3,resolved_latest_restated: Later valid filing supplies the current comparative value; resolved_tag_priority: Configured canonical tag priority selects the concept-aligned value,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection."
expe,EXPE,2022,2022-12-31,11667.0,1085.0,352.0,21561.0,19278.0,3728.0,8791.0,10778.0,4096.0,,,3440.0,662.0,2778.0,2026-08-05,2021,21548.0,3552.0,8598.0,Expedia Group Inc,marketplace_platform,active,formal_included,Marketplace revenue recognition and asset intensity differ; interpret margin and turnover together.,2026-08-05,21554.5,3640.0,0.03017056655524128,0.09299734293305906,0.8156429764334756,,0.38003340137316755,0.894114373173786,,0.2948487186080398,0.23810748264335305,0.05674123596468672,0.8075581395348838,0.35694347522679704,True,0.5412790832540769,5.921565934065934,0.0967032967032967,0.01633069660627711,True,0.09670329670329672,True,True,False,-1.3877787807814457e-17,valid,3,0,3,resolved_latest_restated: Later valid filing supplies the current comparative value; resolved_tag_priority: Configured canonical tag priority selects the concept-aligned value,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection."
expe,EXPE,2023,2023-12-31,12839.0,1033.0,797.0,21642.0,20108.0,2786.0,9230.0,11783.0,4225.0,,,2690.0,846.0,1844.0,2026-08-05,2022,21561.0,3728.0,11667.0,Expedia Group Inc,marketplace_platform,active,formal_included,Marketplace revenue recognition and asset intensity differ; interpret margin and turnover together.,2026-08-05,21601.5,3257.0,0.062076485707609624,0.08045797959342628,0.7833319188661632,,0.35856742765000427,0.9291193050549856,,0.2095178752239271,0.1436248929044318,0.0658929823194953,0.6855018587360595,0.1004542727350648,True,0.5943568733652755,6.632330365366902,0.2447037150752226,0.036895585954679073,True,0.2447037150752226,True,True,False,0.0,valid,3,0,3,resolved_latest_restated: Later valid filing supplies the current comparative value; resolved_tag_priority: Configured canonical tag priority selects the concept-aligned value,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection."
expe,EXPE,2024,2024-12-31,13691.0,1319.0,1234.0,22388.0,20831.0,1557.0,9815.0,13611.0,4183.0,,,3085.0,756.0,2329.0,2026-08-05,2023,21642.0,2786.0,12839.0,Expedia Group Inc,marketplace_platform,active,formal_included,Marketplace revenue recognition and asset intensity differ; interpret margin and turnover together.,2026-08-05,22015.0,2171.5,0.09013220363742605,0.09634066174859397,0.7211079274116523,,0.30732495775475716,0.9304538145435054,,0.2253305090935651,0.17011175224600103,0.055218756847564096,0.7549432739059968,0.06636030843523644,True,0.6218941630706336,10.138153350218742,0.5682707805664288,0.05605269134680899,True,0.5682707805664287,True,True,False,1.1102230246251565e-16,valid,5,0,5,No consecutive t+1 annual observation is available; resolved_latest_restated: Later valid filing supplies the current comparative value; resolved_tag_priority: Configured canonical tag priority selects the concept-aligned value,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection."
figs,FIGS,2020,2020-12-31,263.112,57.94,49.758,133.855,36.178,97.677,120.313,32.519,58.133,49.735,,21.748,2.262,19.486,2026-08-05,2019,,38.814,110.494,FIGS Inc,dtc_brand,active,formal_included,"Channel mix, fiscal calendars, and inventory intensity differ within this peer group.",2026-08-05,,68.2455,0.18911338137371156,0.2202104046945787,3.6997755158522714,2.170361942249147,1.7876625972508382,0.27027753912816105,,0.0826568153485968,0.07405971601447292,0.008597099334123871,0.8959904359021519,1.3812333701377453,False,,,0.7291030177813922,,True,,False,False,False,,missing_prior_balance,1,0,1,Consecutive prior-year assets/equity are unavailable,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection."
figs,FIGS,2021,2021-12-31,419.591,10.983,-9.556,311.751,66.178,245.573,293.339,62.393,195.374,86.068,,66.437,2.712,63.724999999999994,2026-08-05,2020,133.855,97.677,263.112,FIGS Inc,dtc_brand,active,formal_included,"Channel mix, fiscal calendars, and inventory intensity differ within this peer group.",2026-08-05,222.803,171.625,-0.02277455903486967,0.026175489941395312,4.701472921641851,3.3220233038962705,3.131344862404436,0.21227838884237743,,0.1583375239221051,0.15187408690844179,0.0064634370136633056,0.9591793729397775,0.5947239198516221,True,1.8832376583798245,1.2981966496722506,-0.05567953386744355,-0.04288990722746103,True,-0.05567953386744356,True,True,False,6.938893903907228e-18,valid,0,0,0,,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection."
figs,FIGS,2022,2022-12-31,505.835,37.666,21.186,395.064,87.325,307.739,356.5,71.393,159.775,177.976,,-35.329,5.348,-40.677,2026-08-05,2021,311.751,245.573,419.591,FIGS Inc,dtc_brand,active,formal_included,"Channel mix, fiscal calendars, and inventory intensity differ within this peer group.",2026-08-05,353.4075,276.656,0.04188322279004023,0.07446301659632093,4.99348675640469,2.500581289482162,2.2379645063241496,0.2210401352692222,,-0.06984293297221426,-0.08041555052536895,0.010572617553154685,1.1513770556766396,0.20554301689025745,True,1.4313080509044092,1.277425756173732,0.07657885605228153,0.05994779397720761,True,0.07657885605228154,True,True,False,-1.3877787807814457e-17,valid,0,0,0,,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection."
figs,FIGS,2023,2023-12-31,545.646,34.045,22.637,473.209,96.359,376.85,385.659,57.292,144.173,119.04,,100.915,16.348,84.56700000000001,2026-08-05,2022,395.064,307.739,505.835,FIGS Inc,dtc_brand,active,formal_included,"Channel mix, fiscal calendars, and inventory intensity differ within this peer group.",2026-08-05,434.1365,342.29449999999997,0.041486604868357875,0.06239393306282829,6.731463380576694,4.653686378551979,2.5164595405990364,0.20362884053346406,,0.18494591731635532,0.15498510022981937,0.02996081708653596,0.8380022791458158,0.07870352980715056,True,1.256853547213837,1.2683128125050214,0.06613311052324826,0.05214258649065444,True,0.06613311052324826,True,True,False,0.0,valid,0,0,0,,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection."
figs,FIGS,2024,2024-12-31,555.558,2.265,2.72,509.787,132.655,377.132,382.766,90.142,85.645,115.759,,81.162,17.021,64.141,2026-08-05,2023,473.209,376.85,545.646,FIGS Inc,dtc_brand,active,formal_included,"Channel mix, fiscal calendars, and inventory intensity differ within this peer group.",2026-08-05,491.498,376.991,0.004895978457694786,0.0040769820612789305,4.246255907346187,2.9620709547158928,0.9501120454394179,0.2602165218022429,,0.14609095719978835,0.11545329200551518,0.030637665194273148,0.7902836302703236,0.01816562386602305,True,1.1303362373804167,1.3037393465626501,0.007215026353414273,0.005534101868166301,True,0.007215026353414273,True,True,False,0.0,valid,1,0,1,No consecutive t+1 annual observation is available,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection."
love,LOVE,2018,2018-02-04,101.810413,-5.037833,-5.501798,41.440935,17.802482,23.638453,29.685565,16.73901,9.175951,0.577326,,-2.740337,6.636489,-9.376826,2026-08-05,,,,,Lovesac Company,dtc_brand,active,formal_included,"Channel mix, fiscal calendars, and inventory intensity differ within this peer group.",2026-08-05,,,-0.05403963934416021,-0.04948249252264599,1.7734361231637952,1.7389462698212141,0.548177640135229,0.42958688070141277,,-0.02691607782791334,-0.09210085416311983,0.0651847763352065,3.421778416304272,,False,,,,,,,False,False,False,,missing_prior_balance,2,0,2,Consecutive prior-year assets/equity are unavailable; resolved_tag_priority: Configured canonical tag priority selects the concept-aligned value,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection."
love,LOVE,2019,2019-02-03,165.881297,-7.043313,-6.704356,105.014305,26.244171,78.77,85.114262,24.618619,49.070952,,,-7.007669,10.747712,-17.755381,2026-08-05,2018,41.440935,23.638453,101.810413,Lovesac Company,dtc_brand,active,formal_included,"Channel mix, fiscal calendars, and inventory intensity differ within this peer group.",2026-08-05,73.22762,51.2042265,-0.04041658777239968,-0.04245995858110514,3.457312613676665,,1.9932455187677263,0.24991043839217908,,-0.04224508203598143,-0.10703666610467846,0.06479158406869703,2.533707142845931,0.6293156280585954,True,2.2652831950567283,1.430108899311271,-0.1309336447060674,-0.09155501708235225,True,-0.1309336447060674,True,True,False,0.0,valid,2,0,2,resolved_latest_restated: Later valid filing supplies the current comparative value; resolved_tag_priority: Configured canonical tag priority selects the concept-aligned value,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection."
love,LOVE,2020,2020-02-02,233.377,-15.809,-15.205,125.663767,35.50924,90.155,100.177736,32.400995,48.538827,1.097488,,-11.194,10.277,-21.471,2026-08-05,2019,105.014305,78.77,165.881297,Lovesac Company,dtc_brand,active,formal_included,"Channel mix, fiscal calendars, and inventory intensity differ within this peer group.",2026-08-05,115.339036,84.4625,-0.06515209296545932,-0.06774018005201883,3.091810482980538,3.057938436767142,1.4980659390244033,0.2825734167271939,,-0.047965309349250355,-0.09200135403231681,0.04403604468306645,1.9180811148829728,0.40689157982650714,True,2.023399952813894,1.3655650258990675,-0.18002071925410684,-0.13182874183203683,True,-0.18002071925410684,True,True,False,0.0,valid,0,0,0,,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection."
love,LOVE,2021,2021-01-31,320.738,14.88,14.727,171.019,63.073,107.946,143.399,56.324,78.341,3.169825,,40.521,8.374,32.147,2026-08-05,2020,125.663767,90.155,233.377,Lovesac Company,dtc_brand,active,formal_included,"Channel mix, fiscal calendars, and inventory intensity differ within this peer group.",2026-08-05,148.3413835,99.0505,0.045915981268200214,0.046393006129613584,2.5459661955827,2.4896877885093387,1.390899083871884,0.3688069746636339,,0.12633676084530052,0.100228223659186,0.026108537186114524,0.7933417240443227,0.37433423173663205,True,2.1621613094905507,1.497633868582188,0.14868173305536064,0.09927775818539537,True,0.14868173305536064,True,True,False,0.0,valid,0,0,0,,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection."
love,LOVE,2022,2022-01-30,498.239,40.578,47.488,369.084,211.27,157.814,221.731,114.696,92.392,,,32.648,14.615,18.033,2026-08-05,2021,171.019,107.946,320.738,Lovesac Company,dtc_brand,active,formal_included,"Channel mix, fiscal calendars, and inventory intensity differ within this peer group.",2026-08-05,270.05150000000003,132.88,0.09531168776430589,0.08144284168842665,1.9332060403152682,,0.8055381181558205,0.5724171191381908,,0.0655267853379603,0.03619347341336186,0.029333311924598437,0.5523462386669934,0.5534143132400899,True,1.8449777172131978,2.0322960565924144,0.35737507525587,0.17584794011512617,True,0.3573750752558699,True,True,False,5.551115123125783e-17,valid,9,0,9,resolved_latest_restated: Later valid filing supplies the current comparative value,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection."
love,LOVE,2023,2023-01-29,651.179,36.966,26.488,408.626,215.532,193.094,187.715,82.041,43.533,,,-21.375,25.242,-46.617000000000004,2026-08-05,2022,369.084,157.814,498.239,Lovesac Company,dtc_brand,active,formal_included,"Channel mix, fiscal calendars, and inventory intensity differ within this peer group.",2026-08-05,388.855,175.454,0.040676987433562815,0.05676780117294938,2.2880632854304555,,0.5306249314367207,0.5274554237860538,,-0.03282507574722158,-0.07158861081208087,0.03876353506485928,2.1809122807017545,0.3069611170542652,True,1.6746062156845094,2.2162789107116394,0.1509683449793108,0.06811793599156497,True,0.1509683449793108,True,True,False,0.0,valid,6,0,6,resolved_latest_restated: Later valid filing supplies the current comparative value,latest_valid_restated_sec_companyfacts,"Latest valid filing through 2026-08-05; filing date, source priority, and accession provide deterministic selection."
