company_id,ticker,peer_group,fiscal_year,canonical_field,coverage_verified,fact_available,winning_tag,winning_accession,winning_filing_date,version_count,conflict_count,max_relative_difference,latest_restated_selectable
bkng,BKNG,marketplace_platform,2023,net_income,1,1,NetIncomeLossAvailableToCommonStockholdersBasic,0001075531-26-000009,2026-02-18,3,0,,1
bkng,BKNG,marketplace_platform,2023,total_assets,1,1,Assets,0001075531-25-000010,2025-02-20,2,0,,1
bkng,BKNG,marketplace_platform,2023,total_equity,1,1,StockholdersEquity,0001075531-26-000009,2026-02-18,3,0,,1
bkng,BKNG,marketplace_platform,2024,revenue,1,1,Revenues,0001075531-26-000009,2026-02-18,2,0,,1
bkng,BKNG,marketplace_platform,2024,net_income,1,1,NetIncomeLossAvailableToCommonStockholdersBasic,0001075531-26-000009,2026-02-18,2,0,,1
bkng,BKNG,marketplace_platform,2024,total_assets,1,1,Assets,0001075531-26-000009,2026-02-18,2,0,,1
bkng,BKNG,marketplace_platform,2024,total_equity,1,1,StockholdersEquity,0001075531-26-000009,2026-02-18,2,0,,1
boxd,BOXD,inventory_led_ecommerce,2018,revenue,1,0,,,,0,0,,0
boxd,BOXD,inventory_led_ecommerce,2018,net_income,1,0,,,,0,0,,0
boxd,BOXD,inventory_led_ecommerce,2018,total_assets,1,0,,,,0,0,,0
boxd,BOXD,inventory_led_ecommerce,2018,total_equity,1,0,,,,0,0,,0
boxd,BOXD,inventory_led_ecommerce,2019,revenue,1,1,RevenueFromContractWithCustomerExcludingAssessedTax,0001828672-22-000026,2022-03-15,1,0,,1
boxd,BOXD,inventory_led_ecommerce,2019,net_income,1,1,NetIncomeLoss,0001828672-22-000026,2022-03-15,2,1,0.017661875783615267,1
boxd,BOXD,inventory_led_ecommerce,2019,total_assets,1,0,,,,0,0,,0
boxd,BOXD,inventory_led_ecommerce,2019,total_equity,1,1,StockholdersEquity,0001828672-22-000026,2022-03-15,1,0,,1
boxd,BOXD,inventory_led_ecommerce,2020,revenue,1,1,RevenueFromContractWithCustomerExcludingAssessedTax,0001828672-22-000026,2022-03-15,1,0,,1
boxd,BOXD,inventory_led_ecommerce,2020,net_income,1,1,NetIncomeLoss,0001828672-22-000026,2022-03-15,2,1,0.03166092935604283,1
boxd,BOXD,inventory_led_ecommerce,2020,total_assets,1,1,Assets,0001828672-22-000026,2022-03-15,1,0,,1
boxd,BOXD,inventory_led_ecommerce,2020,total_equity,1,1,StockholdersEquity,0001828672-22-000026,2022-03-15,1,0,,1
boxd,BOXD,inventory_led_ecommerce,2021,revenue,1,1,RevenueFromContractWithCustomerExcludingAssessedTax,0001828672-22-000026,2022-03-15,1,0,,1
boxd,BOXD,inventory_led_ecommerce,2021,net_income,1,1,NetIncomeLoss,0001828672-22-000026,2022-03-15,2,1,0.029457776112297527,1
boxd,BOXD,inventory_led_ecommerce,2021,total_assets,1,1,Assets,0001828672-22-000026,2022-03-15,1,0,,1
boxd,BOXD,inventory_led_ecommerce,2021,total_equity,1,1,StockholdersEquity,0001828672-22-000026,2022-03-15,1,0,,1
boxd,BOXD,inventory_led_ecommerce,2022,revenue,1,0,,,,0,0,,0
boxd,BOXD,inventory_led_ecommerce,2022,net_income,1,0,,,,0,0,,0
boxd,BOXD,inventory_led_ecommerce,2022,total_assets,1,0,,,,0,0,,0
boxd,BOXD,inventory_led_ecommerce,2022,total_equity,1,0,,,,0,0,,0
boxd,BOXD,inventory_led_ecommerce,2023,revenue,1,0,,,,0,0,,0
boxd,BOXD,inventory_led_ecommerce,2023,net_income,1,0,,,,0,0,,0
boxd,BOXD,inventory_led_ecommerce,2023,total_assets,1,0,,,,0,0,,0
boxd,BOXD,inventory_led_ecommerce,2023,total_equity,1,0,,,,0,0,,0
boxd,BOXD,inventory_led_ecommerce,2024,revenue,1,0,,,,0,0,,0
boxd,BOXD,inventory_led_ecommerce,2024,net_income,1,0,,,,0,0,,0
boxd,BOXD,inventory_led_ecommerce,2024,total_assets,1,0,,,,0,0,,0
boxd,BOXD,inventory_led_ecommerce,2024,total_equity,1,0,,,,0,0,,0
byon,BYON,hybrid,2018,revenue,1,1,RevenueFromContractWithCustomerExcludingAssessedTax,0001130713-21-000019,2021-02-26,3,0,,1
byon,BYON,hybrid,2018,net_income,1,1,NetIncomeLoss,0001130713-21-000019,2021-02-26,9,8,0.0558062794196147,1
byon,BYON,hybrid,2018,total_assets,1,1,Assets,0001130713-20-000014,2020-03-13,2,0,,1
byon,BYON,hybrid,2018,total_equity,1,1,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,0001130713-21-000019,2021-02-26,5,4,0.3747401592740595,1
byon,BYON,hybrid,2019,revenue,1,1,RevenueFromContractWithCustomerExcludingAssessedTax,0001130713-22-000009,2022-02-25,3,2,0.017034454979672077,1
byon,BYON,hybrid,2019,net_income,1,1,NetIncomeLoss,0001130713-22-000009,2022-02-25,9,8,0.1057033346738783,1
byon,BYON,hybrid,2019,total_assets,1,1,Assets,0001130713-21-000019,2021-02-26,2,0,,1
byon,BYON,hybrid,2019,total_equity,1,1,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,0001130713-22-000009,2022-02-25,5,4,0.3529335694807567,1
byon,BYON,hybrid,2020,revenue,1,1,RevenueFromContractWithCustomerExcludingAssessedTax,0001130713-23-000014,2023-02-24,3,2,0.022401725800598633,1
byon,BYON,hybrid,2020,net_income,1,1,NetIncomeLoss,0001130713-23-000014,2023-02-24,9,8,0.17553257977536113,1
byon,BYON,hybrid,2020,total_assets,1,1,Assets,0001130713-22-000009,2022-02-25,2,0,,1
byon,BYON,hybrid,2020,total_equity,1,1,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,0001130713-23-000014,2023-02-24,5,4,0.14354863106942978,1
byon,BYON,hybrid,2021,revenue,1,1,RevenueFromContractWithCustomerExcludingAssessedTax,0001130713-24-000013,2024-02-23,3,0,,1
byon,BYON,hybrid,2021,net_income,1,1,NetIncomeLoss,0001130713-24-000013,2024-02-23,9,8,0.09761359317054137,1
byon,BYON,hybrid,2021,total_assets,1,1,Assets,0001130713-23-000014,2023-02-24,2,0,,1
byon,BYON,hybrid,2021,total_equity,1,1,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,0001130713-24-000013,2024-02-23,5,0,,1
byon,BYON,hybrid,2022,revenue,1,1,RevenueFromContractWithCustomerExcludingAssessedTax,0001130713-25-000024,2025-02-25,3,0,,1
byon,BYON,hybrid,2022,net_income,1,1,NetIncomeLoss,0001130713-25-000024,2025-02-25,8,7,0.0481609717334545,1
byon,BYON,hybrid,2022,total_assets,1,1,Assets,0001130713-24-000013,2024-02-23,2,0,,1
byon,BYON,hybrid,2022,total_equity,1,1,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,0001130713-25-000024,2025-02-25,4,0,,1
byon,BYON,hybrid,2023,revenue,1,1,RevenueFromContractWithCustomerExcludingAssessedTax,0001130713-26-000018,2026-02-24,3,0,,1
byon,BYON,hybrid,2023,net_income,1,1,ProfitLoss,0001130713-26-000018,2026-02-24,6,0,,1
byon,BYON,hybrid,2023,total_assets,1,1,Assets,0001130713-25-000024,2025-02-25,2,0,,1
byon,BYON,hybrid,2023,total_equity,1,1,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,0001130713-26-000018,2026-02-24,3,0,,1
byon,BYON,hybrid,2024,revenue,1,1,RevenueFromContractWithCustomerExcludingAssessedTax,0001130713-26-000018,2026-02-24,2,0,,1
byon,BYON,hybrid,2024,net_income,1,1,ProfitLoss,0001130713-26-000018,2026-02-24,3,0,,1
byon,BYON,hybrid,2024,total_assets,1,1,Assets,0001130713-26-000018,2026-02-24,2,0,,1
byon,BYON,hybrid,2024,total_equity,1,1,StockholdersEquity,0001130713-26-000018,2026-02-24,3,0,,1
carg,CARG,marketplace_platform,2018,revenue,1,1,RevenueFromContractWithCustomerExcludingAssessedTax,0001564590-21-005612,2021-02-12,3,0,,1
carg,CARG,marketplace_platform,2018,net_income,1,1,NetIncomeLoss,0001564590-21-005612,2021-02-12,8,0,,1
carg,CARG,marketplace_platform,2018,total_assets,1,1,Assets,0001564590-20-004805,2020-02-14,2,0,,1
carg,CARG,marketplace_platform,2018,total_equity,1,1,StockholdersEquity,0000950170-22-002023,2022-02-25,4,0,,1
carg,CARG,marketplace_platform,2019,revenue,1,1,RevenueFromContractWithCustomerExcludingAssessedTax,0000950170-22-002023,2022-02-25,3,0,,1
carg,CARG,marketplace_platform,2019,net_income,1,1,NetIncomeLoss,0000950170-22-002023,2022-02-25,8,0,,1
carg,CARG,marketplace_platform,2019,total_assets,1,1,Assets,0001564590-21-005612,2021-02-12,2,0,,1
carg,CARG,marketplace_platform,2019,total_equity,1,1,StockholdersEquity,0000950170-23-005473,2023-03-01,4,0,,1
carg,CARG,marketplace_platform,2020,revenue,1,1,RevenueFromContractWithCustomerExcludingAssessedTax,0000950170-23-005473,2023-03-01,3,0,,1
carg,CARG,marketplace_platform,2020,net_income,1,1,NetIncomeLoss,0000950170-23-005473,2023-03-01,8,0,,1
carg,CARG,marketplace_platform,2020,total_assets,1,1,Assets,0000950170-23-005473,2023-03-01,3,0,,1
carg,CARG,marketplace_platform,2020,total_equity,1,1,StockholdersEquity,0000950170-24-020157,2024-02-26,4,0,,1
carg,CARG,marketplace_platform,2021,revenue,1,1,RevenueFromContractWithCustomerExcludingAssessedTax,0000950170-24-020157,2024-02-26,3,0,,1
carg,CARG,marketplace_platform,2021,net_income,1,1,NetIncomeLoss,0000950170-24-020157,2024-02-26,9,8,1.0014096884039398,1
carg,CARG,marketplace_platform,2021,total_assets,1,1,Assets,0000950170-24-020157,2024-02-26,3,0,,1
carg,CARG,marketplace_platform,2021,total_equity,1,1,StockholdersEquity,0000950170-25-024181,2025-02-20,4,0,,1
carg,CARG,marketplace_platform,2022,revenue,1,1,RevenueFromContractWithCustomerExcludingAssessedTax,0000950170-25-024181,2025-02-20,3,0,,1
carg,CARG,marketplace_platform,2022,net_income,1,1,NetIncomeLoss,0000950170-25-024181,2025-02-20,9,8,1.2963845142024244,1
carg,CARG,marketplace_platform,2022,total_assets,1,1,Assets,0000950170-25-024181,2025-02-20,3,0,,1
carg,CARG,marketplace_platform,2022,total_equity,1,1,StockholdersEquity,0001193125-26-059435,2026-02-19,4,0,,1
carg,CARG,marketplace_platform,2023,revenue,1,1,RevenueFromContractWithCustomerExcludingAssessedTax,0001193125-26-059435,2026-02-19,3,2,0.30901275878016254,1
carg,CARG,marketplace_platform,2023,net_income,1,1,NetIncomeLoss,0001193125-26-059435,2026-02-19,9,8,0.4030371934383628,1
carg,CARG,marketplace_platform,2023,total_assets,1,1,Assets,0000950170-25-024181,2025-02-20,2,0,,1
carg,CARG,marketplace_platform,2023,total_equity,1,1,StockholdersEquity,0001193125-26-059435,2026-02-19,3,0,,1
carg,CARG,marketplace_platform,2024,revenue,1,1,RevenueFromContractWithCustomerExcludingAssessedTax,0001193125-26-059435,2026-02-19,2,1,0.12072016079313927,1
carg,CARG,marketplace_platform,2024,net_income,1,1,NetIncomeLoss,0001193125-26-059435,2026-02-19,6,0,,1
carg,CARG,marketplace_platform,2024,total_assets,1,1,Assets,0001193125-26-059435,2026-02-19,2,0,,1
carg,CARG,marketplace_platform,2024,total_equity,1,1,StockholdersEquity,0001193125-26-059435,2026-02-19,2,0,,1
cars,CARS,marketplace_platform,2018,revenue,1,1,RevenueFromContractWithCustomerExcludingAssessedTax,0001564590-21-008812,2021-02-25,3,0,,1
cars,CARS,marketplace_platform,2018,net_income,1,1,NetIncomeLoss,0001564590-21-008812,2021-02-25,3,0,,1
cars,CARS,marketplace_platform,2018,total_assets,1,1,Assets,0001564590-20-006776,2020-02-26,2,0,,1
cars,CARS,marketplace_platform,2018,total_equity,1,1,StockholdersEquity,0000950170-22-002101,2022-02-25,4,0,,1
cars,CARS,marketplace_platform,2019,revenue,1,1,RevenueFromContractWithCustomerExcludingAssessedTax,0000950170-22-002101,2022-02-25,3,0,,1
cars,CARS,marketplace_platform,2019,net_income,1,1,NetIncomeLoss,0000950170-22-002101,2022-02-25,3,0,,1
cars,CARS,marketplace_platform,2019,total_assets,1,1,Assets,0001564590-21-008812,2021-02-25,2,0,,1
cars,CARS,marketplace_platform,2019,total_equity,1,1,StockholdersEquity,0000950170-23-004093,2023-02-23,4,0,,1
cars,CARS,marketplace_platform,2020,revenue,1,1,RevenueFromContractWithCustomerExcludingAssessedTax,0000950170-23-004093,2023-02-23,3,0,,1
cars,CARS,marketplace_platform,2020,net_income,1,1,NetIncomeLoss,0000950170-23-004093,2023-02-23,3,2,0.035500933968313525,1
cars,CARS,marketplace_platform,2020,total_assets,1,1,Assets,0000950170-22-002101,2022-02-25,2,0,,1
cars,CARS,marketplace_platform,2020,total_equity,1,1,StockholdersEquity,0000950170-24-018824,2024-02-22,4,3,0.0760857166137049,1
cars,CARS,marketplace_platform,2021,revenue,1,1,RevenueFromContractWithCustomerExcludingAssessedTax,0000950170-24-018824,2024-02-22,3,0,,1
cars,CARS,marketplace_platform,2021,net_income,1,1,NetIncomeLoss,0000950170-24-018824,2024-02-22,3,2,0.28468167917709203,1
cars,CARS,marketplace_platform,2021,total_assets,1,1,Assets,0000950170-23-004093,2023-02-23,2,0,,1
cars,CARS,marketplace_platform,2021,total_equity,1,1,StockholdersEquity,0000950170-25-029023,2025-02-27,4,3,0.0781016029345258,1
cars,CARS,marketplace_platform,2022,revenue,1,1,RevenueFromContractWithCustomerExcludingAssessedTax,0000950170-25-029023,2025-02-27,3,0,,1
cars,CARS,marketplace_platform,2022,net_income,1,1,NetIncomeLoss,0000950170-25-029023,2025-02-27,3,0,,1
cars,CARS,marketplace_platform,2022,total_assets,1,1,Assets,0000950170-24-018824,2024-02-22,2,0,,1
cars,CARS,marketplace_platform,2022,total_equity,1,1,StockholdersEquity,0001193125-26-076546,2026-02-26,4,0,,1
cars,CARS,marketplace_platform,2023,revenue,1,1,RevenueFromContractWithCustomerExcludingAssessedTax,0001193125-26-076546,2026-02-26,3,0,,1
cars,CARS,marketplace_platform,2023,net_income,1,1,NetIncomeLoss,0001193125-26-076546,2026-02-26,3,0,,1
cars,CARS,marketplace_platform,2023,total_assets,1,1,Assets,0000950170-25-029023,2025-02-27,2,0,,1
cars,CARS,marketplace_platform,2023,total_equity,1,1,StockholdersEquity,0001193125-26-076546,2026-02-26,3,0,,1
cars,CARS,marketplace_platform,2024,revenue,1,1,RevenueFromContractWithCustomerExcludingAssessedTax,0001193125-26-076546,2026-02-26,2,0,,1
cars,CARS,marketplace_platform,2024,net_income,1,1,NetIncomeLoss,0001193125-26-076546,2026-02-26,2,0,,1
cars,CARS,marketplace_platform,2024,total_assets,1,1,Assets,0001193125-26-076546,2026-02-26,2,0,,1
cars,CARS,marketplace_platform,2024,total_equity,1,1,StockholdersEquity,0001193125-26-076546,2026-02-26,2,0,,1
chwy,CHWY,inventory_led_ecommerce,2018,revenue,1,1,RevenueFromContractWithCustomerExcludingAssessedTax,0001766502-21-000008,2021-03-30,2,0,,1
chwy,CHWY,inventory_led_ecommerce,2018,net_income,1,1,NetIncomeLoss,0001766502-21-000008,2021-03-30,3,0,,1
chwy,CHWY,inventory_led_ecommerce,2018,total_assets,1,1,Assets,0001766502-20-000007,2020-04-02,1,0,,1
chwy,CHWY,inventory_led_ecommerce,2018,total_equity,1,1,StockholdersEquity,0001766502-22-000008,2022-03-29,3,0,,1
chwy,CHWY,inventory_led_ecommerce,2019,revenue,1,1,RevenueFromContractWithCustomerExcludingAssessedTax,0001766502-22-000008,2022-03-29,3,0,,1
chwy,CHWY,inventory_led_ecommerce,2019,net_income,1,1,NetIncomeLoss,0001766502-22-000008,2022-03-29,4,0,,1
chwy,CHWY,inventory_led_ecommerce,2019,total_assets,1,1,Assets,0001766502-21-000008,2021-03-30,2,0,,1
chwy,CHWY,inventory_led_ecommerce,2019,total_equity,1,1,StockholdersEquity,0001766502-23-000011,2023-03-22,4,0,,1
chwy,CHWY,inventory_led_ecommerce,2020,revenue,1,1,RevenueFromContractWithCustomerExcludingAssessedTax,0001766502-23-000011,2023-03-22,3,0,,1
chwy,CHWY,inventory_led_ecommerce,2020,net_income,1,1,NetIncomeLoss,0001766502-23-000011,2023-03-22,3,0,,1
chwy,CHWY,inventory_led_ecommerce,2020,total_assets,1,1,Assets,0001766502-22-000008,2022-03-29,2,0,,1
chwy,CHWY,inventory_led_ecommerce,2020,total_equity,1,1,StockholdersEquity,0001766502-24-000014,2024-03-20,4,3,0.9635437511369839,1
chwy,CHWY,inventory_led_ecommerce,2021,revenue,1,1,RevenueFromContractWithCustomerExcludingAssessedTax,0001766502-24-000014,2024-03-20,3,2,0.00854583716340744,1
chwy,CHWY,inventory_led_ecommerce,2021,net_income,1,1,NetIncomeLoss,0001766502-24-000014,2024-03-20,3,2,0.018482322124270357,1
chwy,CHWY,inventory_led_ecommerce,2021,total_assets,1,1,Assets,0001766502-23-000011,2023-03-22,2,0,,1
chwy,CHWY,inventory_led_ecommerce,2021,total_equity,1,1,StockholdersEquity,0001766502-25-000014,2025-03-26,4,3,1.3719333669863705,1
chwy,CHWY,inventory_led_ecommerce,2022,revenue,1,1,RevenueFromContractWithCustomerExcludingAssessedTax,0001766502-25-000014,2025-03-26,3,2,0.001982508152979513,1
chwy,CHWY,inventory_led_ecommerce,2022,net_income,1,1,NetIncomeLoss,0001766502-25-000014,2025-03-26,3,2,0.01336700134271231,1
chwy,CHWY,inventory_led_ecommerce,2022,total_assets,1,1,Assets,0001766502-24-000014,2024-03-20,2,1,0.0018818819454421664,1
chwy,CHWY,inventory_led_ecommerce,2022,total_equity,1,1,StockholdersEquity,0001766502-26-000034,2026-03-25,4,3,0.3347286338116031,1
chwy,CHWY,inventory_led_ecommerce,2023,revenue,1,1,RevenueFromContractWithCustomerExcludingAssessedTax,0001766502-26-000034,2026-03-25,3,2,1.7940920547393243e-06,1
chwy,CHWY,inventory_led_ecommerce,2023,net_income,1,1,NetIncomeLoss,0001766502-26-000034,2026-03-25,3,2,0.000505050505050584,1
chwy,CHWY,inventory_led_ecommerce,2023,total_assets,1,1,Assets,0001766502-25-000014,2025-03-26,2,0,,1
chwy,CHWY,inventory_led_ecommerce,2023,total_equity,1,1,StockholdersEquity,0001766502-26-000034,2026-03-25,3,2,0.00010973936899859528,1
chwy,CHWY,inventory_led_ecommerce,2024,revenue,1,1,RevenueFromContractWithCustomerExcludingAssessedTax,0001766502-26-000034,2026-03-25,2,1,2.950772680891174e-06,1
chwy,CHWY,inventory_led_ecommerce,2024,net_income,1,1,NetIncomeLoss,0001766502-26-000034,2026-03-25,2,1,9.67659791189481e-05,1
chwy,CHWY,inventory_led_ecommerce,2024,total_assets,1,1,Assets,0001766502-26-000034,2026-03-25,2,1,8.956709238694196e-06,1
chwy,CHWY,inventory_led_ecommerce,2024,total_equity,1,1,StockholdersEquity,0001766502-26-000034,2026-03-25,2,1,0.00015678776290629757,1
cvna,CVNA,inventory_led_ecommerce,2018,revenue,1,1,RevenueFromContractWithCustomerExcludingAssessedTax,0001690820-21-000069,2021-02-25,3,0,,1
cvna,CVNA,inventory_led_ecommerce,2018,net_income,1,1,NetIncomeLoss,0001690820-21-000069,2021-02-25,9,8,3.5919857235561325,1
cvna,CVNA,inventory_led_ecommerce,2018,total_assets,1,1,Assets,0001690820-20-000052,2020-02-26,2,0,,1
cvna,CVNA,inventory_led_ecommerce,2018,total_equity,1,1,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,0001690820-22-000080,2022-02-24,6,5,0.6766167400881057,1
cvna,CVNA,inventory_led_ecommerce,2019,revenue,1,1,RevenueFromContractWithCustomerExcludingAssessedTax,0001690820-22-000080,2022-02-24,3,2,2.6395939086247327e-05,1
cvna,CVNA,inventory_led_ecommerce,2019,net_income,1,1,NetIncomeLoss,0001690820-22-000080,2022-02-24,9,8,2.1739130434782608,1
cvna,CVNA,inventory_led_ecommerce,2019,total_assets,1,1,Assets,0001690820-21-000069,2021-02-25,2,0,,1
cvna,CVNA,inventory_led_ecommerce,2019,total_equity,1,1,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,0001690820-23-000052,2023-02-23,6,5,0.48900000000000005,1
cvna,CVNA,inventory_led_ecommerce,2020,revenue,1,1,RevenueFromContractWithCustomerExcludingAssessedTax,0001690820-23-000052,2023-02-23,3,2,7.785931626998392e-05,1
cvna,CVNA,inventory_led_ecommerce,2020,net_income,1,1,NetIncomeLoss,0001690820-23-000052,2023-02-23,9,8,1.7030526315789472,1
cvna,CVNA,inventory_led_ecommerce,2020,total_assets,1,1,Assets,0001690820-22-000080,2022-02-24,2,1,0.0001545304777594896,1
cvna,CVNA,inventory_led_ecommerce,2020,total_equity,1,1,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,0001690820-24-000093,2024-02-22,6,5,0.5167082294264339,1
cvna,CVNA,inventory_led_ecommerce,2021,revenue,1,1,RevenueFromContractWithCustomerExcludingAssessedTax,0001690820-24-000093,2024-02-22,3,0,,1
cvna,CVNA,inventory_led_ecommerce,2021,net_income,1,1,NetIncomeLoss,0001690820-24-000093,2024-02-22,9,8,1.125925925925926,1
cvna,CVNA,inventory_led_ecommerce,2021,total_assets,1,1,Assets,0001690820-23-000052,2023-02-23,2,0,,1
cvna,CVNA,inventory_led_ecommerce,2021,total_equity,1,1,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,0001690820-25-000074,2025-02-19,6,5,0.41714285714285715,1
cvna,CVNA,inventory_led_ecommerce,2022,revenue,1,1,RevenueFromContractWithCustomerExcludingAssessedTax,0001690820-25-000074,2025-02-19,3,0,,1
cvna,CVNA,inventory_led_ecommerce,2022,net_income,1,1,NetIncomeLoss,0001690820-25-000074,2025-02-19,9,8,0.8235664776307499,1
cvna,CVNA,inventory_led_ecommerce,2022,total_assets,1,1,Assets,0001690820-24-000093,2024-02-22,2,0,,1
cvna,CVNA,inventory_led_ecommerce,2022,total_equity,1,1,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,0001690820-26-000009,2026-02-18,6,5,0.5080721747388414,1
cvna,CVNA,inventory_led_ecommerce,2023,revenue,1,1,RevenueFromContractWithCustomerExcludingAssessedTax,0001690820-26-000009,2026-02-18,3,0,,1
cvna,CVNA,inventory_led_ecommerce,2023,net_income,1,1,NetIncomeLoss,0001690820-26-000009,2026-02-18,9,8,0.6666666666666666,1
cvna,CVNA,inventory_led_ecommerce,2023,total_assets,1,1,Assets,0001690820-25-000074,2025-02-19,2,0,,1
cvna,CVNA,inventory_led_ecommerce,2023,total_equity,1,1,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,0001690820-26-000009,2026-02-18,5,4,1.6328125,1
cvna,CVNA,inventory_led_ecommerce,2024,revenue,1,1,RevenueFromContractWithCustomerExcludingAssessedTax,0001690820-26-000009,2026-02-18,2,0,,1
cvna,CVNA,inventory_led_ecommerce,2024,net_income,1,1,NetIncomeLoss,0001690820-26-000009,2026-02-18,6,5,0.9238095238095239,1
cvna,CVNA,inventory_led_ecommerce,2024,total_assets,1,1,Assets,0001690820-26-000009,2026-02-18,2,0,,1
cvna,CVNA,inventory_led_ecommerce,2024,total_equity,1,1,StockholdersEquity,0001690820-26-000009,2026-02-18,4,3,0.09126984126984126,1
dash,DASH,marketplace_platform,2018,revenue,1,1,RevenueFromContractWithCustomerExcludingAssessedTax,0001628280-21-004032,2021-03-05,1,0,,1
dash,DASH,marketplace_platform,2018,net_income,1,1,NetIncomeLoss,0001628280-21-004032,2021-03-05,2,1,0.014705882352941176,1
dash,DASH,marketplace_platform,2018,total_assets,1,0,,,,0,0,,0
dash,DASH,marketplace_platform,2018,total_equity,1,1,StockholdersEquity,0001628280-22-004350,2022-03-01,2,0,,1
dash,DASH,marketplace_platform,2019,revenue,1,1,RevenueFromContractWithCustomerExcludingAssessedTax,0001628280-22-004350,2022-03-01,2,0,,1
dash,DASH,marketplace_platform,2019,net_income,1,1,NetIncomeLoss,0001628280-22-004350,2022-03-01,4,3,0.0014992503748125937,1
dash,DASH,marketplace_platform,2019,total_assets,1,1,Assets,0001628280-21-004032,2021-03-05,1,0,,1
dash,DASH,marketplace_platform,2019,total_equity,1,1,StockholdersEquity,0001628280-23-005131,2023-02-27,3,0,,1
dash,DASH,marketplace_platform,2020,revenue,1,1,RevenueFromContractWithCustomerExcludingAssessedTax,0001628280-23-005131,2023-02-27,3,0,,1
dash,DASH,marketplace_platform,2020,net_income,1,1,NetIncomeLoss,0001628280-23-005131,2023-02-27,6,0,,1
dash,DASH,marketplace_platform,2020,total_assets,1,1,Assets,0001628280-22-004350,2022-03-01,2,0,,1
dash,DASH,marketplace_platform,2020,total_equity,1,1,StockholdersEquity,0001628280-24-005600,2024-02-20,4,0,,1
dash,DASH,marketplace_platform,2021,revenue,1,1,RevenueFromContractWithCustomerExcludingAssessedTax,0001628280-24-005600,2024-02-20,3,0,,1
dash,DASH,marketplace_platform,2021,net_income,1,1,NetIncomeLoss,0001628280-24-005600,2024-02-20,6,0,,1
dash,DASH,marketplace_platform,2021,total_assets,1,1,Assets,0001628280-23-005131,2023-02-27,2,0,,1
dash,DASH,marketplace_platform,2021,total_equity,1,1,StockholdersEquity,0001628280-25-005715,2025-02-14,4,0,,1
dash,DASH,marketplace_platform,2022,revenue,1,1,RevenueFromContractWithCustomerExcludingAssessedTax,0001628280-25-005715,2025-02-14,3,0,,1
dash,DASH,marketplace_platform,2022,net_income,1,1,NetIncomeLoss,0001628280-25-005715,2025-02-14,6,5,0.002197802197802198,1
dash,DASH,marketplace_platform,2022,total_assets,1,1,Assets,0001628280-24-005600,2024-02-20,2,0,,1
dash,DASH,marketplace_platform,2022,total_equity,1,1,StockholdersEquity,0001792789-26-000035,2026-05-06,5,0,,1
dash,DASH,marketplace_platform,2023,revenue,1,1,RevenueFromContractWithCustomerExcludingAssessedTax,0001792789-26-000035,2026-05-06,4,0,,1
dash,DASH,marketplace_platform,2023,net_income,1,1,NetIncomeLoss,0001792789-26-000035,2026-05-06,8,7,0.012544802867383513,1
dash,DASH,marketplace_platform,2023,total_assets,1,1,Assets,0001628280-25-005715,2025-02-14,2,0,,1
dash,DASH,marketplace_platform,2023,total_equity,1,1,StockholdersEquity,0001792789-26-000035,2026-05-06,4,0,,1
dash,DASH,marketplace_platform,2024,revenue,1,1,RevenueFromContractWithCustomerExcludingAssessedTax,0001792789-26-000035,2026-05-06,3,0,,1
dash,DASH,marketplace_platform,2024,net_income,1,1,NetIncomeLoss,0001792789-26-000035,2026-05-06,6,5,0.04878048780487805,1
dash,DASH,marketplace_platform,2024,total_assets,1,1,Assets,0001792789-26-000035,2026-05-06,3,0,,1
dash,DASH,marketplace_platform,2024,total_equity,1,1,StockholdersEquity,0001792789-26-000035,2026-05-06,3,0,,1
ebay,EBAY,marketplace_platform,2018,revenue,1,1,RevenueFromContractWithCustomerExcludingAssessedTax,0001065088-21-000006,2021-02-04,3,2,0.2423121387283237,1
ebay,EBAY,marketplace_platform,2018,net_income,1,1,NetIncomeLoss,0001065088-21-000006,2021-02-04,3,0,,1
ebay,EBAY,marketplace_platform,2018,total_assets,1,1,Assets,0001065088-20-000006,2020-01-31,2,0,,1
ebay,EBAY,marketplace_platform,2018,total_equity,1,1,StockholdersEquity,0001065088-21-000006,2021-02-04,3,0,,1
ebay,EBAY,marketplace_platform,2019,revenue,1,1,RevenueFromContractWithCustomerExcludingAssessedTax,0001065088-22-000006,2022-02-24,3,2,0.4537622829452147,1
ebay,EBAY,marketplace_platform,2019,net_income,1,1,NetIncomeLoss,0001065088-22-000006,2022-02-24,3,0,,1
ebay,EBAY,marketplace_platform,2019,total_assets,1,1,Assets,0001065088-21-000006,2021-02-04,2,0,,1
