formal_peer_group,valid_company_years,unique_companies,median_roe,median_net_margin,median_asset_turnover,median_equity_multiplier
dtc_brand,31,6,-0.0205966914417916,-0.0042241362079287,1.8449777172131976,1.7383070045681692
inventory_led_ecommerce,32,6,-0.0349205719898475,-0.00791562347960665,1.570638890986642,3.396229436224237
marketplace_platform,41,7,0.1942636677229152,0.067006696776203,0.598855355254194,3.1526184210526313
